Filename,Leading,Trailing,RecLength,item,participant,Q_condition,GP_condition,Filler
13.23FDY_r2.wav,5750,0,11300,23,13,False,True,True
13.24FDY_r1.wav,3200,300,5850,24,13,False,True,True
13.24FDY_r2.wav,5900,0,11550,24,13,False,True,True
13.25FQY_r1.wav,3550,1050,7800,25,13,True,True,True
13.25FQY_r2.wav,13100,800,18350,25,13,True,True,True
13.26FDY_r1.wav,2850,2550,7800,26,13,False,True,True
13.26FDY_r2.wav,11450,1100,16400,26,13,False,True,True
13.27FDY_r1.wav,-1,-1,-1,27,13,False,True,True
13.27FDY_r2.wav,9800,1400,13000,27,13,False,True,True
13.28FDY_r1.wav,400,1250,5400,28,13,False,True,True
13.28FDY_r2.wav,7900,1500,11300,28,13,False,True,True
13.29FDY_r1.wav,1550,850,5850,29,13,False,True,True
13.29FDY_r2.wav,8000,1250,13000,29,13,False,True,True
13.2EQN_r1.wav,750,800,5100,2,13,True,False,False
13.2EQN_r2.wav,7550,0,9850,2,13,True,False,False
13.30FQY_r1.wav,5700,0,10750,30,13,True,True,True
13.30FQY_r2.wav,13000,0,18100,30,13,True,True,True
13.31FQY_r1.wav,2700,1500,6450,31,13,True,True,True
13.31FQY_r2.wav,10000,1700,17750,31,13,True,True,True
13.32FQY_r1.wav,750,1000,6450,32,13,True,True,True
13.32FQY_r2.wav,7950,2300,13900,32,13,True,True,True
13.33FQN_r1.wav,-1,-1,-1,33,13,True,False,True
13.33FQN_r2.wav,5350,0,9850,33,13,True,False,True
13.34FDN_r1.wav,-1,-1,-1,34,13,False,False,True
13.34FDN_r2.wav,12550,3400,17550,34,13,False,False,True
13.35FQN_r1.wav,-1,-1,-1,35,13,True,False,True
13.35FQN_r2.wav,9450,0,13600,35,13,True,False,True
13.36FDN_r1.wav,4550,950,7100,36,13,False,False,True
13.36FDN_r2.wav,7850,0,18450,36,13,False,False,True
13.37FQN_r1.wav,-1,-1,-1,37,13,True,False,True
13.37FQN_r2.wav,7800,6200,18250,37,13,True,False,True
13.38FQN_r1.wav,-1,-1,-1,38,13,True,False,True
13.38FQN_r2.wav,7650,1400,13150,38,13,True,False,True
13.39FQN_r1.wav,1100,1800,6300,39,13,True,False,True
13.39FQN_r2.wav,11200,0,17450,39,13,True,False,True
13.3EQN_r1.wav,-1,-1,-1,3,13,True,False,False
13.3EQN_r2.wav,8650,1400,12350,3,13,True,False,False
13.40FQN_r1.wav,-1,-1,-1,40,13,True,False,True
13.40FQN_r2.wav,15350,1350,18000,40,13,True,False,True
13.41FQN_r1.wav,1850,2500,6900,41,13,True,False,True
13.41FQN_r2.wav,5000,0,10500,41,13,True,False,True
13.42FQN_r1.wav,-1,-1,-1,42,13,True,False,True
13.42FQN_r2.wav,3250,7950,13900,42,13,True,False,True
13.43FQN_r1.wav,-1,-1,-1,43,13,True,False,True
13.43FQN_r2.wav,9100,2150,14250,43,13,True,False,True
13.44FDN_r1.wav,-1,-1,-1,44,13,False,False,True
13.44FDN_r2.wav,9700,1800,14350,44,13,False,False,True
13.45FDN_r1.wav,3050,4050,8700,45,13,False,False,True
13.45FDN_r2.wav,26800,1050,32150,45,13,False,False,True
13.46FQN_r1.wav,6800,0,8500,46,13,True,False,True
13.46FQN_r2.wav,8400,16400,27200,46,13,True,False,True
13.47FQN_r1.wav,-1,-1,-1,47,13,True,False,True
13.47FQN_r2.wav,7350,3200,16550,47,13,True,False,True
13.48FQN_r1.wav,-1,-1,-1,48,13,True,False,True
13.48FQN_r2.wav,16250,800,20600,48,13,True,False,True
13.4EQY_r1.wav,1450,1300,7250,4,13,True,True,False
13.4EQY_r2.wav,6250,2350,12650,4,13,True,True,False
13.5EQN_r1.wav,-1,-1,-1,5,13,True,False,False
13.5EQN_r2.wav,6500,0,11750,5,13,True,False,False
13.6EQY_r1.wav,-1,-1,-1,6,13,True,True,False
13.6EQY_r2.wav,14150,0,16550,6,13,True,True,False
13.7EDY_r1.wav,1000,600,7700,7,13,False,True,False
13.7EDY_r2.wav,1950,14350,17550,7,13,False,True,False
13.8EDY_r1.wav,-1,-1,-1,8,13,False,True,False
13.8EDY_r2.wav,2850,450,13800,8,13,False,True,False
13.9EDN_r1.wav,-1,-1,-1,9,13,False,False,False
13.9EDN_r2.wav,2250,1350,12550,9,13,False,False,False
14.10EDY_r1.wav,2400,0,6650,10,14,False,True,False
14.10EDY_r2.wav,8650,1050,12200,10,14,False,True,False
14.11EQN_r1.wav,-1,-1,-1,11,14,True,False,False
14.11EQN_r2.wav,7950,1400,11100,11,14,True,False,False
14.12EQY_r1.wav,1450,650,4950,12,14,True,True,False
14.12EQY_r2.wav,10150,1500,15500,12,14,True,True,False
14.13EQN_r1.wav,-1,-1,-1,13,14,True,False,False
14.13EQN_r2.wav,6750,6200,15950,13,14,True,False,False
14.14EDN_r1.wav,-1,-1,-1,14,14,False,False,False
14.14EDN_r2.wav,3900,0,11300,14,14,False,False,False
14.15EQY_r1.wav,2350,1150,6000,15,14,True,True,False
14.15EQY_r2.wav,1150,8450,14350,15,14,True,True,False
14.16EDN_r1.wav,1700,2450,5750,16,14,False,False,False
14.16EDN_r2.wav,5250,1650,10750,16,14,False,False,False
14.17FQY_r1.wav,-1,-1,-1,17,14,True,True,True
14.17FQY_r2.wav,8300,0,10950,17,14,True,True,True
14.18FQY_r1.wav,-1,-1,-1,18,14,True,True,True
14.18FQY_r2.wav,8250,0,14150,18,14,True,True,True
14.19FQY_r1.wav,-1,-1,-1,19,14,True,True,True
14.19FQY_r2.wav,6950,1800,12000,19,14,True,True,True
14.1EQY_r1.wav,1950,1250,6300,1,14,True,True,False
14.1EQY_r2.wav,10550,1450,15600,1,14,True,True,False
14.20FQY_r1.wav,1750,1550,6900,20,14,True,True,True
14.20FQY_r2.wav,6650,6950,17450,20,14,True,True,True
14.21FQY_r1.wav,2100,700,5300,21,14,True,True,True
14.21FQY_r2.wav,8150,1500,12350,21,14,True,True,True
14.22FQY_r1.wav,1550,6700,10500,22,14,True,True,True
14.22FQY_r2.wav,13200,450,17200,22,14,True,True,True
14.23FQY_r1.wav,-1,-1,-1,23,14,True,True,True
14.23FQY_r2.wav,1150,12650,15600,23,14,True,True,True
14.24FQY_r1.wav,1800,2300,6550,24,14,True,True,True
14.24FQY_r2.wav,10300,2150,14700,24,14,True,True,True
14.25FDY_r1.wav,-1,-1,-1,25,14,False,True,True
14.25FDY_r2.wav,9450,1050,13150,25,14,False,True,True
14.26FQY_r1.wav,4500,1650,7800,26,14,True,True,True
14.26FQY_r2.wav,5650,650,10500,26,14,True,True,True
14.27FQY_r1.wav,1400,3750,7350,27,14,True,True,True
14.27FQY_r2.wav,10150,1150,14500,27,14,True,True,True
14.28FQY_r1.wav,2000,2750,6200,28,14,True,True,True
14.28FQY_r2.wav,7200,1300,10750,28,14,True,True,True
14.29FQY_r1.wav,1250,500,5400,29,14,True,True,True
14.29FQY_r2.wav,5050,1700,10650,29,14,True,True,True
14.2EDY_r1.wav,-1,-1,-1,2,14,False,True,False
14.2EDY_r2.wav,12850,0,16750,2,14,False,True,False
14.30FDY_r1.wav,-1,-1,-1,30,14,False,True,True
14.30FDY_r2.wav,7750,1050,12550,30,14,False,True,True
14.31FDY_r1.wav,850,950,5850,31,14,False,True,True
14.31FDY_r2.wav,7650,1300,11450,31,14,False,True,True
14.32FDY_r1.wav,1900,1600,6650,32,14,False,True,True
14.32FDY_r2.wav,1750,1300,8950,32,14,False,True,True
14.33FDN_r1.wav,-1,-1,-1,33,14,False,False,True
14.33FDN_r2.wav,11750,700,14250,33,14,False,False,True
14.34FQN_r1.wav,550,1200,5300,34,14,True,False,True
14.34FQN_r2.wav,6650,1500,11450,34,14,True,False,True
14.35FDN_r1.wav,400,450,4600,35,14,False,False,True
14.35FDN_r2.wav,5300,1400,9050,35,14,False,False,True
14.36FQN_r1.wav,1800,950,5200,36,14,True,False,True
14.36FQN_r2.wav,13500,3550,19950,36,14,True,False,True
14.37FDN_r1.wav,1050,1600,5200,37,14,False,False,True
14.37FDN_r2.wav,5250,1200,14050,37,14,False,False,True
14.38FDN_r1.wav,950,550,5200,38,14,False,False,True
14.38FDN_r2.wav,9600,600,13600,38,14,False,False,True
14.39FDN_r1.wav,-1,-1,-1,39,14,False,False,True
14.39FDN_r2.wav,4300,3600,9750,39,14,False,False,True
14.3EDY_r1.wav,3200,1050,6200,3,14,False,True,False
14.3EDY_r2.wav,9400,650,13250,3,14,False,True,False
14.40FDN_r1.wav,1350,600,4950,40,14,False,False,True
14.40FDN_r2.wav,5850,400,9500,40,14,False,False,True
14.41FDN_r1.wav,1650,1300,6450,41,14,False,False,True
14.41FDN_r2.wav,11700,0,15600,41,14,False,False,True
14.42FDN_r1.wav,2100,1100,6550,42,14,False,False,True
14.42FDN_r2.wav,8600,1650,12900,42,14,False,False,True
14.43FDN_r1.wav,1000,850,4600,43,14,False,False,True
14.43FDN_r2.wav,5550,350,9850,43,14,False,False,True
14.44FQN_r1.wav,-1,-1,-1,44,14,True,False,True
14.44FQN_r2.wav,12700,1300,15850,44,14,True,False,True
14.45FQN_r1.wav,1450,950,5850,45,14,True,False,True
14.45FQN_r2.wav,10350,900,14500,45,14,True,False,True
14.46FDN_r1.wav,1200,1600,6550,46,14,False,False,True
14.46FDN_r2.wav,10000,600,13350,46,14,False,False,True
14.47FDN_r1.wav,-1,-1,-1,47,14,False,False,True
14.47FDN_r2.wav,2050,7000,11200,47,14,False,False,True
14.48FDN_r1.wav,-1,-1,-1,48,14,False,False,True
14.48FDN_r2.wav,6100,1350,11300,48,14,False,False,True
14.4EDN_r1.wav,1250,750,4950,4,14,False,False,False
14.4EDN_r2.wav,7150,15300,24100,4,14,False,False,False
14.5EDY_r1.wav,-1,-1,-1,5,14,False,True,False
14.5EDY_r2.wav,7950,1600,11900,5,14,False,True,False
14.6EDN_r1.wav,-1,-1,-1,6,14,False,False,False
14.6EDN_r2.wav,9400,1100,12650,6,14,False,False,False
14.7EQN_r1.wav,-1,-1,-1,7,14,True,False,False
14.7EQN_r2.wav,8450,0,10950,7,14,True,False,False
14.8EQN_r1.wav,750,2400,4850,8,14,True,False,False
14.8EQN_r2.wav,4550,1300,9750,8,14,True,False,False
14.9EQY_r1.wav,-1,-1,-1,9,14,True,True,False
14.9EQY_r2.wav,13200,3150,19950,9,14,True,True,False
15.10EQY_r1.wav,500,650,5550,10,15,True,True,False
15.10EQY_r2.wav,17450,700,19800,10,15,True,True,False
15.11EDN_r1.wav,1100,350,4050,11,15,False,False,False
15.11EDN_r2.wav,6000,1900,9850,11,15,False,False,False
15.12EDY_r1.wav,1700,700,4850,12,15,False,True,False
15.12EDY_r2.wav,8250,750,11550,12,15,False,True,False
15.13EDN_r1.wav,800,950,4300,13,15,False,False,False
15.13EDN_r2.wav,2800,10450,15600,13,15,False,False,False
15.14EQN_r1.wav,700,500,4050,14,15,True,False,False
15.14EQN_r2.wav,7100,550,10400,14,15,True,False,False
15.15EDY_r1.wav,450,800,4300,15,15,False,True,False
15.15EDY_r2.wav,7350,950,11650,15,15,False,True,False
15.16EQN_r1.wav,-1,-1,-1,16,15,True,False,False
15.16EQN_r2.wav,18900,1200,23550,16,15,True,False,False
15.17FDY_r1.wav,400,300,4300,17,15,False,True,True
15.17FDY_r2.wav,5500,750,10200,17,15,False,True,True
15.18FDY_r1.wav,450,300,4150,18,15,False,True,True
15.18FDY_r2.wav,9150,500,12000,18,15,False,True,True
15.19FDY_r1.wav,500,550,4150,19,15,False,True,True
15.19FDY_r2.wav,7350,1200,10050,19,15,False,True,True
15.1EDY_r1.wav,3250,750,5850,1,15,False,True,False
15.1EDY_r2.wav,9500,1050,12800,1,15,False,True,False
15.20FDY_r1.wav,800,1100,4750,20,15,False,True,True
15.20FDY_r2.wav,6450,750,10650,20,15,False,True,True
15.21FDY_r1.wav,2050,2000,5300,21,15,False,True,True
15.21FDY_r2.wav,6900,1500,11650,21,15,False,True,True
15.22FDY_r1.wav,700,0,4050,22,15,False,True,True
15.22FDY_r2.wav,7150,800,9400,22,15,False,True,True
15.23FDY_r1.wav,1500,0,3950,23,15,False,True,True
15.23FDY_r2.wav,7950,600,10650,23,15,False,True,True
15.24FDY_r1.wav,550,1000,4850,24,15,False,True,True
15.24FDY_r2.wav,9100,950,11750,24,15,False,True,True
15.25FQY_r1.wav,1950,600,4850,25,15,True,True,True
15.25FQY_r2.wav,8750,0,14050,25,15,True,True,True
15.26FDY_r1.wav,600,900,4750,26,15,False,True,True
15.26FDY_r2.wav,6850,350,9250,26,15,False,True,True
15.27FDY_r1.wav,550,450,4300,27,15,False,True,True
15.27FDY_r2.wav,7350,900,10400,27,15,False,True,True
15.28FDY_r1.wav,800,550,4400,28,15,False,True,True
15.28FDY_r2.wav,6400,700,10750,28,15,False,True,True
15.29FDY_r1.wav,2300,400,4150,29,15,False,True,True
15.29FDY_r2.wav,7000,350,11200,29,15,False,True,True
15.2EQY_r1.wav,2600,450,4600,2,15,True,True,False
15.2EQY_r2.wav,5650,950,10050,2,15,True,True,False
15.30FQY_r1.wav,2200,350,5400,30,15,True,True,True
15.30FQY_r2.wav,8650,900,12350,30,15,True,True,True
15.31FQY_r1.wav,2650,1100,5200,31,15,True,True,True
15.31FQY_r2.wav,11350,850,14350,31,15,True,True,True
15.32FQY_r1.wav,1900,0,3700,32,15,True,True,True
15.32FQY_r2.wav,6500,650,8800,32,15,True,True,True
15.33FQN_r1.wav,1600,500,5100,33,15,True,False,True
15.33FQN_r2.wav,9700,750,12350,33,15,True,False,True
15.34FDN_r1.wav,400,600,4300,34,15,False,False,True
15.34FDN_r2.wav,12150,850,14500,34,15,False,False,True
15.35FQN_r1.wav,1700,0,3950,35,15,True,False,True
15.35FQN_r2.wav,7300,800,10200,35,15,True,False,True
15.36FDN_r1.wav,450,800,4500,36,15,False,False,True
15.36FDN_r2.wav,9400,1050,12450,36,15,False,False,True
15.37FQN_r1.wav,600,700,4750,37,15,True,False,True
15.37FQN_r2.wav,14400,850,17900,37,15,True,False,True
15.38FQN_r1.wav,650,450,4150,38,15,True,False,True
15.38FQN_r2.wav,9550,700,13800,38,15,True,False,True
15.39FQN_r1.wav,-1,-1,-1,39,15,True,False,True
15.39FQN_r2.wav,8000,1400,10950,39,15,True,False,True
15.3EQY_r1.wav,500,700,4850,3,15,True,True,False
15.3EQY_r2.wav,8000,650,12450,3,15,True,True,False
15.40FQN_r1.wav,750,400,4600,40,15,True,False,True
15.40FQN_r2.wav,9200,1000,13450,40,15,True,False,True
15.41FQN_r1.wav,600,550,4150,41,15,True,False,True
15.41FQN_r2.wav,8700,650,10650,41,15,True,False,True
15.42FQN_r1.wav,700,0,4850,42,15,True,False,True
15.42FQN_r2.wav,9600,600,14150,42,15,True,False,True
15.43FQN_r1.wav,400,750,4300,43,15,True,False,True
15.43FQN_r2.wav,8550,500,11200,43,15,True,False,True
15.44FDN_r1.wav,1450,300,4150,44,15,False,False,True
15.44FDN_r2.wav,7450,700,11650,44,15,False,False,True
15.45FDN_r1.wav,2350,350,4600,45,15,False,False,True
15.45FDN_r2.wav,10800,800,13450,45,15,False,False,True
15.46FQN_r1.wav,1500,500,4500,46,15,True,False,True
15.46FQN_r2.wav,7200,850,10650,46,15,True,False,True
15.47FQN_r1.wav,2100,850,4150,47,15,True,False,True
15.47FQN_r2.wav,11650,700,13800,47,15,True,False,True
15.48FQN_r1.wav,-1,-1,-1,48,15,True,False,True
15.48FQN_r2.wav,12100,900,15600,48,15,True,False,True
15.4EQN_r1.wav,1550,700,4500,4,15,True,False,False
15.4EQN_r2.wav,8850,700,13900,4,15,True,False,False
15.5EQY_r1.wav,1400,650,4600,5,15,True,True,False
15.5EQY_r2.wav,8050,1150,11450,5,15,True,True,False
15.6EQN_r1.wav,1350,700,4300,6,15,True,False,False
15.6EQN_r2.wav,9750,1050,13250,6,15,True,False,False
15.7EDN_r1.wav,1400,350,4050,7,15,False,False,False
15.7EDN_r2.wav,16250,1250,19800,7,15,False,False,False
15.8EDN_r1.wav,450,600,4050,8,15,False,False,False
15.8EDN_r2.wav,7000,800,10750,8,15,False,False,False
15.9EDY_r1.wav,1550,750,4850,9,15,False,True,False
15.9EDY_r2.wav,8600,1000,12000,9,15,False,True,False
16.10EDN_r1.wav,1350,1800,5650,10,16,False,False,False
16.10EDN_r2.wav,21100,2350,25500,10,16,False,False,False
16.11EQY_r1.wav,850,1300,5200,11,16,True,True,False
16.11EQY_r2.wav,12300,600,18250,11,16,True,True,False
16.12EQN_r1.wav,1850,1600,6000,12,16,True,False,False
16.12EQN_r2.wav,10450,550,12650,12,16,True,False,False
16.13EQY_r1.wav,2700,1200,5300,13,16,True,True,False
16.13EQY_r2.wav,12600,1650,17750,13,16,True,True,False
16.14EDY_r1.wav,1500,1200,5200,14,16,False,True,False
16.14EDY_r2.wav,7600,0,12000,14,16,False,True,False
16.15EQN_r1.wav,3050,1050,5750,15,16,True,False,False
16.15EQN_r2.wav,9450,2250,14050,15,16,True,False,False
16.16EDY_r1.wav,800,1100,4750,16,16,False,True,False
16.16EDY_r2.wav,14450,550,16850,16,16,False,True,False
16.17FQY_r1.wav,-1,-1,-1,17,16,True,True,True
16.17FQY_r2.wav,7800,1250,11650,17,16,True,True,True
16.18FQY_r1.wav,-1,-1,-1,18,16,True,True,True
16.18FQY_r2.wav,11850,1150,17450,18,16,True,True,True
16.19FQY_r1.wav,-1,-1,-1,19,16,True,True,True
16.19FQY_r2.wav,7800,1300,12800,19,16,True,True,True
16.1EQN_r1.wav,3550,1300,6100,1,16,True,False,False
16.1EQN_r2.wav,12350,1200,17550,1,16,True,False,False
16.20FQY_r1.wav,900,1300,5750,20,16,True,True,True
16.20FQY_r2.wav,10600,1450,15850,20,16,True,True,True
16.21FQY_r1.wav,3500,1250,6300,21,16,True,True,True
16.21FQY_r2.wav,10900,1450,17550,21,16,True,True,True
16.22FQY_r1.wav,2550,1800,6200,22,16,True,True,True
16.22FQY_r2.wav,8100,1500,14950,22,16,True,True,True
16.23FQY_r1.wav,-1,-1,-1,23,16,True,True,True
16.23FQY_r2.wav,7350,1200,10950,23,16,True,True,True
16.24FQY_r1.wav,750,900,5200,24,16,True,True,True
16.24FQY_r2.wav,2650,14300,18700,24,16,True,True,True
16.25FDY_r1.wav,-1,-1,-1,25,16,False,True,True
16.25FDY_r2.wav,14050,7550,24450,25,16,False,True,True
16.26FQY_r1.wav,-1,-1,-1,26,16,True,True,True
16.26FQY_r2.wav,11950,1200,15400,26,16,True,True,True
16.27FQY_r1.wav,1850,1650,6800,27,16,True,True,True
16.27FQY_r2.wav,11250,1600,16550,27,16,True,True,True
16.28FQY_r1.wav,3350,0,5100,28,16,True,True,True
16.28FQY_r2.wav,7850,2600,15400,28,16,True,True,True
16.29FQY_r1.wav,-1,-1,-1,29,16,True,True,True
16.29FQY_r2.wav,-1,-1,-1,29,16,True,True,True
16.2EDN_r1.wav,700,1700,5850,2,16,False,False,False
16.2EDN_r2.wav,7750,2400,15400,2,16,False,False,False
16.30FDY_r1.wav,750,650,5850,30,16,False,True,True
16.30FDY_r2.wav,12350,1250,18000,30,16,False,True,True
16.31FDY_r1.wav,2900,750,5100,31,16,False,True,True
16.31FDY_r2.wav,13400,750,15950,31,16,False,True,True
16.32FDY_r1.wav,700,1400,5100,32,16,False,True,True
16.32FDY_r2.wav,9900,0,12550,32,16,False,True,True
16.33FDN_r1.wav,1800,2400,6900,33,16,False,False,True
16.33FDN_r2.wav,3600,1700,16750,33,16,False,False,True
16.34FQN_r1.wav,550,2000,6800,34,16,True,False,True
16.34FQN_r2.wav,17350,1400,21500,34,16,True,False,True
16.35FDN_r1.wav,-1,-1,-1,35,16,False,False,True
16.35FDN_r2.wav,9300,1800,13700,35,16,False,False,True
16.36FQN_r1.wav,2700,600,5400,36,16,True,False,True
16.36FQN_r2.wav,14600,1350,18700,36,16,True,False,True
16.37FDN_r1.wav,750,1850,5550,37,16,False,False,True
16.37FDN_r2.wav,6800,1550,13000,37,16,False,False,True
16.38FDN_r1.wav,-1,-1,-1,38,16,False,False,True
16.38FDN_r2.wav,6700,0,12550,38,16,False,False,True
16.39FDN_r1.wav,2150,750,4150,39,16,False,False,True
16.39FDN_r2.wav,7550,600,12350,39,16,False,False,True
16.3EDN_r1.wav,4050,0,5550,3,16,False,False,False
16.3EDN_r2.wav,3250,2100,18100,3,16,False,False,False
16.40FDN_r1.wav,1250,950,5300,40,16,False,False,True
16.40FDN_r2.wav,10950,1450,13900,40,16,False,False,True
16.41FDN_r1.wav,1000,1750,5650,41,16,False,False,True
16.41FDN_r2.wav,16050,1300,18550,41,16,False,False,True
16.42FDN_r1.wav,550,1350,5300,42,16,False,False,True
16.42FDN_r2.wav,10550,1350,15300,42,16,False,False,True
16.43FDN_r1.wav,850,1100,4400,43,16,False,False,True
16.43FDN_r2.wav,7300,2300,12650,43,16,False,False,True
16.44FQN_r1.wav,2400,1250,5850,44,16,True,False,True
16.44FQN_r2.wav,11700,2300,17200,44,16,True,False,True
16.45FQN_r1.wav,850,800,5200,45,16,True,False,True
16.45FQN_r2.wav,11100,1750,15600,45,16,True,False,True
16.46FDN_r1.wav,1950,1400,7000,46,16,False,False,True
16.46FDN_r2.wav,10900,400,13700,46,16,False,False,True
16.47FDN_r1.wav,1700,900,4500,47,16,False,False,True
16.47FDN_r2.wav,10300,3450,15600,47,16,False,False,True
16.48FDN_r1.wav,3950,450,6300,48,16,False,False,True
16.48FDN_r2.wav,9700,4350,16400,48,16,False,False,True
16.4EDY_r1.wav,-1,-1,-1,4,16,False,True,False
16.4EDY_r2.wav,7150,0,13250,4,16,False,True,False
16.5EDN_r1.wav,900,1650,5550,5,16,False,False,False
16.5EDN_r2.wav,9300,1600,12900,5,16,False,False,False
16.6EDY_r1.wav,2000,900,4950,6,16,False,True,False
16.6EDY_r2.wav,8000,1900,12900,6,16,False,True,False
16.7EQY_r1.wav,700,500,6200,7,16,True,True,False
16.7EQY_r2.wav,5550,12150,18900,7,16,True,True,False
16.8EQY_r1.wav,-1,-1,-1,8,16,True,True,False
16.8EQY_r2.wav,14350,2250,23900,8,16,True,True,False
16.9EQN_r1.wav,2250,1550,6200,9,16,True,False,False
16.9EQN_r2.wav,9000,1300,12350,9,16,True,False,False
17.10EQN_r1.wav,4650,2250,8250,10,17,True,False,False
17.10EQN_r2.wav,6350,4600,13800,10,17,True,False,False
17.11EDY_r1.wav,1850,350,4600,11,17,False,True,False
17.11EDY_r2.wav,2200,1150,7800,11,17,False,True,False
17.12EDN_r1.wav,3900,0,6300,12,17,False,False,False
17.12EDN_r2.wav,2000,900,6550,12,17,False,False,False
17.13EDY_r1.wav,2800,500,5200,13,17,False,True,False
17.13EDY_r2.wav,5600,1250,9850,13,17,False,True,False
17.14EQY_r1.wav,1800,0,5300,14,17,True,True,False
17.14EQY_r2.wav,2500,0,9050,14,17,True,True,False
17.15EDN_r1.wav,-1,-1,-1,15,17,False,False,False
17.15EDN_r2.wav,4500,2600,9400,15,17,False,False,False
17.16EQY_r1.wav,2000,0,5200,16,17,True,True,False
17.16EQY_r2.wav,8650,3300,15400,16,17,True,True,False
17.17FDY_r1.wav,-1,-1,-1,17,17,False,True,True
17.17FDY_r2.wav,6300,3000,11100,17,17,False,True,True
17.18FDY_r1.wav,-1,-1,-1,18,17,False,True,True
17.18FDY_r2.wav,9200,500,13700,18,17,False,True,True
17.19FDY_r1.wav,1600,0,4400,19,17,False,True,True
17.19FDY_r2.wav,5200,1350,9850,19,17,False,True,True
17.1EDN_r1.wav,1050,0,5650,1,17,False,False,False
17.1EDN_r2.wav,2950,2900,12000,1,17,False,False,False
17.20FDY_r1.wav,550,0,5200,20,17,False,True,True
17.20FDY_r2.wav,3400,4900,11450,20,17,False,True,True
17.21FDY_r1.wav,1500,1400,7700,21,17,False,True,True
17.21FDY_r2.wav,6950,1600,12200,21,17,False,True,True
17.22FDY_r1.wav,800,900,8250,22,17,False,True,True
17.22FDY_r2.wav,-1,-1,-1,22,17,False,True,True
17.23FDY_r1.wav,1800,550,4400,23,17,False,True,True
17.23FDY_r2.wav,2350,3000,7550,23,17,False,True,True
17.24FDY_r1.wav,2400,2200,6800,24,17,False,True,True
17.24FDY_r2.wav,8100,1300,12650,24,17,False,True,True
17.25FQY_r1.wav,350,2300,6300,25,17,True,True,True
17.25FQY_r2.wav,7700,1550,13700,25,17,True,True,True
17.26FDY_r1.wav,2850,400,5200,26,17,False,True,True
17.26FDY_r2.wav,3950,0,8350,26,17,False,True,True
17.27FDY_r1.wav,1900,0,5750,27,17,False,True,True
17.27FDY_r2.wav,5450,1700,10650,27,17,False,True,True
17.28FDY_r1.wav,-1,-1,-1,28,17,False,True,True
17.28FDY_r2.wav,6250,0,8800,28,17,False,True,True
17.29FDY_r1.wav,-1,-1,-1,29,17,False,True,True
17.29FDY_r2.wav,2950,800,8500,29,17,False,True,True
17.2EQN_r1.wav,3900,450,6900,2,17,True,False,False
17.2EQN_r2.wav,6450,1000,8700,2,17,True,False,False
17.30FQY_r1.wav,2250,900,8150,30,17,True,True,True
17.30FQY_r2.wav,9500,1650,14500,30,17,True,True,True
17.31FQY_r1.wav,1600,0,6450,31,17,True,True,True
17.31FQY_r2.wav,6350,2700,14150,31,17,True,True,True
17.32FQY_r1.wav,1300,1050,5650,32,17,True,True,True
17.32FQY_r2.wav,3400,850,11300,32,17,True,True,True
17.33FQN_r1.wav,3150,700,8150,33,17,True,False,True
17.33FQN_r2.wav,2700,2200,11550,33,17,True,False,True
17.34FDN_r1.wav,-1,-1,-1,34,17,False,False,True
17.34FDN_r2.wav,7750,800,11650,34,17,False,False,True
17.35FQN_r1.wav,2800,0,5400,35,17,True,False,True
17.35FQN_r2.wav,6350,750,9850,35,17,True,False,True
17.36FDN_r1.wav,-1,-1,-1,36,17,False,False,True
17.36FDN_r2.wav,5900,1050,9400,36,17,False,False,True
17.37FQN_r1.wav,-1,-1,-1,37,17,True,False,True
17.37FQN_r2.wav,4050,2300,10050,37,17,True,False,True
17.38FQN_r1.wav,1950,2600,6800,38,17,True,False,True
17.38FQN_r2.wav,4650,0,7000,38,17,True,False,True
17.39FQN_r1.wav,1250,900,5550,39,17,True,False,True
17.39FQN_r2.wav,3050,8050,13600,39,17,True,False,True
17.3EQN_r1.wav,-1,-1,-1,3,17,True,False,False
17.3EQN_r2.wav,4500,1100,11100,3,17,True,False,False
17.40FQN_r1.wav,2300,600,6550,40,17,True,False,True
17.40FQN_r2.wav,5950,2400,10750,40,17,True,False,True
17.41FQN_r1.wav,-1,-1,-1,41,17,True,False,True
17.41FQN_r2.wav,1850,1000,7700,41,17,True,False,True
17.42FQN_r1.wav,4800,0,6800,42,17,True,False,True
17.42FQN_r2.wav,2600,400,9050,42,17,True,False,True
17.43FQN_r1.wav,2100,0,5850,43,17,True,False,True
17.43FQN_r2.wav,5200,1900,10750,43,17,True,False,True
17.44FDN_r1.wav,1100,1000,6900,44,17,False,False,True
17.44FDN_r2.wav,5850,0,7700,44,17,False,False,True
17.45FDN_r1.wav,2500,0,5400,45,17,False,False,True
17.45FDN_r2.wav,2450,5600,10650,45,17,False,False,True
17.46FQN_r1.wav,3850,550,5850,46,17,True,False,True
17.46FQN_r2.wav,7100,1150,11450,46,17,True,False,True
17.47FQN_r1.wav,1550,800,6000,47,17,True,False,True
17.47FQN_r2.wav,3350,1150,9400,47,17,True,False,True
17.48FQN_r1.wav,2700,2100,8800,48,17,True,False,True
17.48FQN_r2.wav,10700,1650,14050,48,17,True,False,True
17.4EQY_r1.wav,-1,-1,-1,4,17,True,True,False
17.4EQY_r2.wav,3150,2600,9150,4,17,True,True,False
17.5EQN_r1.wav,5750,0,9400,5,17,True,False,False
17.5EQN_r2.wav,3800,0,8500,5,17,True,False,False
