Filename,Length,isFiller,Condition_Q,Condition_GP,Participant,Item,irt
10.18FQY,6462,True,True,True,10,18,1590
19.46FQN,14285,True,True,False,19,46,0
19.8EDN,6575,False,False,False,19,8,0
19.21FDY,6575,True,False,True,19,21,0
19.1EDY,27551,False,False,True,19,1,0
19.10EQY,41836,False,True,True,19,10,0
19.14EQN,19954,False,True,False,19,14,0
19.19FDY,19047,True,False,True,19,19,0
19.37FQN,6575,True,True,False,19,37,0
19.40FQN,24036,True,True,False,19,40,0
19.27FDY,8616,True,False,True,19,27,0
19.20FDY,6916,True,False,True,19,20,0
19.4EQN,28798,False,True,False,19,4,0
19.47FQN,17233,True,True,False,19,47,0
19.18FDY,12471,True,False,True,19,18,0
19.13EDN,15532,False,False,False,19,13,0
19.36FDN,6235,True,False,False,19,36,0
19.32FQY,6009,True,True,True,19,32,0
19.26FDY,7823,True,False,True,19,26,0
19.41FQN,16326,True,True,False,19,41,0
19.16EQN,20521,False,True,False,19,16,0
19.12EDY,12131,False,False,True,19,12,0
19.7EDN,18480,False,False,False,19,7,0
19.3EQY,17800,False,True,True,19,3,0
19.33FQN,7029,True,True,False,19,33,0
19.44FDN,16553,True,False,False,19,44,0
19.23FDY,6009,True,False,True,19,23,0
19.35FQN,5668,True,True,False,19,35,0
19.38FQN,19841,True,True,False,19,38,0
19.25FQY,7596,True,True,True,19,25,0
19.42FQN,23809,True,True,False,19,42,0
19.5EQY,37074,False,True,True,19,5,0
19.31FQY,7142,True,True,True,19,31,0
19.28FDY,15532,True,False,True,19,28,0
19.17FDY,5668,True,False,True,19,17,0
19.6EQN,13832,False,True,False,19,6,0
19.45FDN,16439,True,False,False,19,45,0
19.22FDY,7256,True,False,True,19,22,0
19.48FQN,8276,True,True,False,19,48,0
19.2EQY,21541,False,True,True,19,2,0
19.34FDN,6575,True,False,False,19,34,0
19.30FQY,6349,True,True,True,19,30,0
19.29FDY,26757,True,False,True,19,29,0
19.24FDY,5442,True,False,True,19,24,0
19.9EDY,8616,False,False,True,19,9,0
19.39FQN,19614,True,True,False,19,39,0
19.43FQN,19841,True,True,False,19,43,0
19.15EDY,15192,False,False,True,19,15,0
19.11EDN,9750,False,False,False,19,11,0
8.43FDN,6235,True,False,False,8,43,1795
8.39FDN,5555,True,False,False,8,39,0
8.8EQY,340,False,True,True,8,8,737
8.24FQY,5442,True,True,True,8,24,2244
8.29FQY,6462,True,True,True,8,29,2499
8.34FQN,5782,True,True,False,8,34,0
8.3EDN,8730,False,False,False,8,3,5909
8.7EQY,7369,False,True,True,8,7,2220
8.30FDY,5668,True,False,True,8,30,2190
8.41FDN,4988,True,False,False,8,41,5370
8.26FQY,4081,True,True,True,8,26,3950
8.20FQY,3287,True,True,True,8,20,0
8.13EQY,680,False,True,True,8,13,6158
8.38FDN,7936,True,False,False,8,38,1770
8.17FQY,8503,True,True,True,8,17,2707
8.9EQN,793,False,True,False,8,9,2609
8.48FDN,2380,True,False,False,8,48,0
8.5EDN,5328,False,False,False,8,5,0
8.4EDY,1587,False,False,True,8,4,7867
8.22FQY,9637,True,True,True,8,22,4799
8.45FQN,4988,True,True,False,8,45,1860
8.44FQN,113,True,True,False,8,44,8890
8.23FQY,1473,True,True,True,8,23,6688
8.12EQN,2607,False,True,False,8,12,1830
8.42FDN,566,True,False,False,8,42,9019
8.28FQY,8390,True,True,True,8,28,1110
8.31FDY,4988,True,False,True,8,31,559
8.2EDN,6802,False,False,False,8,2,4161
8.25FDY,5895,True,False,True,8,25,1800
8.35FDN,6235,True,False,False,8,35,840
8.6EDY,4875,False,False,True,8,6,2835
8.10EDN,5328,False,False,False,8,10,450
8.14EDY,6462,False,False,True,8,14,492
8.33FDN,5895,True,False,False,8,33,332
8.1EQN,6575,False,True,False,8,1,240
8.36FQN,4761,True,True,False,8,36,1740
8.32FDY,10657,True,False,True,8,32,7219
8.47FDN,4875,True,False,False,8,47,1620
8.15EQN,5895,False,True,False,8,15,2685
8.18FQY,4761,True,True,True,8,18,2669
8.11EQY,7369,False,True,True,8,11,1830
8.46FDN,680,True,False,False,8,46,6059
8.40FDN,4081,True,False,False,8,40,2629
8.21FQY,1133,True,True,True,8,21,972
8.27FQY,1814,True,True,True,8,27,3569
8.16EDY,6802,False,False,True,8,16,990
8.37FDN,5328,True,False,False,8,37,1950
8.19FQY,6349,True,True,True,8,19,3648
21.10EQN,12698,False,True,False,21,10,0
21.14EQY,11224,False,True,True,21,14,0
21.28FDY,9863,True,False,True,21,28,0
21.31FQY,9523,True,True,True,21,31,0
21.6EQY,10204,False,True,True,21,6,0
21.42FQN,11224,True,True,False,21,42,0
21.25FQY,6916,True,True,True,21,25,0
21.38FQN,13038,True,True,False,21,38,0
21.35FQN,5895,True,True,False,21,35,0
21.2EQN,8730,False,True,False,21,2,0
21.9EDN,9070,False,False,False,21,9,0
21.23FDY,5328,True,False,True,21,23,0
21.44FDN,10204,True,False,False,21,44,0
21.33FQN,7369,True,True,False,21,33,0
21.43FQN,23129,True,True,False,21,43,0
21.39FQN,13265,True,True,False,21,39,0
21.3EQN,9750,False,True,False,21,3,0
21.7EDY,12358,False,False,True,21,7,0
21.24FDY,5442,True,False,True,21,24,0
21.29FDY,12698,True,False,True,21,29,0
21.34FDN,7936,True,False,False,21,34,0
21.30FQY,7256,True,True,True,21,30,0
21.5EQN,13378,False,True,False,21,5,0
21.48FQN,7823,True,True,False,21,48,0
21.22FDY,4875,True,False,True,21,22,0
21.45FDN,13265,True,False,False,21,45,0
21.17FDY,4875,True,False,True,21,17,0
21.13EDY,8843,False,False,True,21,13,0
21.27FDY,7823,True,False,True,21,27,0
21.4EQY,9070,False,True,True,21,4,0
21.40FQN,12698,True,True,False,21,40,0
21.37FQN,7029,True,True,False,21,37,0
21.12EDN,10544,False,False,False,21,12,0
21.16EQY,10997,False,True,True,21,16,0
21.19FDY,14399,True,False,True,21,19,0
21.21FDY,5782,True,False,True,21,21,0
21.46FQN,11678,True,True,False,21,46,0
21.41FQN,9410,True,True,False,21,41,0
21.8EDY,6235,False,False,True,21,8,0
21.26FDY,8276,True,False,True,21,26,0
21.36FDN,6462,True,False,False,21,36,0
21.1EDN,12471,False,False,False,21,1,0
21.32FQY,6802,True,True,True,21,32,0
21.15EDN,9863,False,False,False,21,15,0
21.18FDY,11111,True,False,True,21,18,0
21.11EDY,8843,False,False,True,21,11,0
21.47FQN,8843,True,True,False,21,47,0
21.20FDY,5328,True,False,True,21,20,0
212.48FDN,8049,True,False,False,212,48,1782
212.3EDN,5328,False,False,False,212,3,1620
212.7EQY,7596,False,True,True,212,7,0
212.45FQN,6009,True,True,False,212,45,1620
212.22FQY,7596,True,True,True,212,22,3539
212.17FQY,6916,True,True,True,212,17,2999
212.13EQY,5668,False,True,True,212,13,7648
212.43FDN,5215,True,False,False,212,43,2035
212.39FDN,5215,True,False,False,212,39,955
212.29FQY,5442,True,True,True,212,29,4409
212.24FQY,9750,True,True,True,212,24,2139
212.30FDY,10657,True,False,True,212,30,5760
212.5EDN,4988,False,False,False,212,5,1380
212.34FQN,12244,True,True,False,212,34,3334
212.2EDN,4761,False,False,False,212,2,2999
212.44FQN,5782,True,True,False,212,44,3749
212.23FQY,5668,True,True,True,212,23,1152
212.33FDN,8049,True,False,False,212,33,4107
212.6EDY,6235,False,False,True,212,6,5754
212.10EDN,6689,False,False,False,212,10,5068
212.14EDY,5215,False,False,True,212,14,625
212.28FQY,4648,True,True,True,212,28,0
212.31FDY,10884,True,False,True,212,31,4259
212.25FDY,8390,True,False,True,212,25,1755
212.42FDN,4988,True,False,False,212,42,0
212.35FDN,8956,True,False,False,212,35,1140
212.38FDN,5215,True,False,False,212,38,1860
212.9EQN,7256,False,True,False,212,9,4484
212.15EQN,6689,False,True,False,212,15,1470
212.18FQY,5668,True,True,True,212,18,2999
212.11EQY,5555,False,True,True,212,11,5430
212.1EQN,5782,False,True,False,212,1,3321
212.47FDN,4648,True,False,False,212,47,3449
212.8EQY,6689,False,True,True,212,8,2339
212.20FQY,8503,True,True,True,212,20,4859
212.41FDN,4421,True,False,False,212,41,3149
212.26FQY,10204,True,True,True,212,26,4079
212.32FDY,8956,True,False,True,212,32,1918
212.36FQN,7936,True,True,False,212,36,2312
212.19FQY,4875,True,True,True,212,19,1575
212.21FQY,13945,True,True,True,212,21,3389
212.4EDY,6009,False,False,True,212,4,4718
212.46FDN,5328,True,False,False,212,46,3287
212.27FQY,10657,True,True,True,212,27,1758
212.40FDN,5102,True,False,False,212,40,4199
212.37FDN,6575,True,False,False,212,37,2909
212.16EDY,4988,False,False,True,212,16,3637
212.12EQN,4421,False,True,False,212,12,2879
215.22FDY,8616,True,False,True,215,22,2248
215.45FDN,6349,True,False,False,215,45,4008
215.2EQY,7936,False,True,True,215,2,3691
215.48FQN,8956,True,True,False,215,48,5021
215.6EQN,9750,False,True,False,215,6,6612
215.17FDY,7142,True,False,True,215,17,3548
215.15EDY,5215,False,False,True,215,15,780
215.11EDN,5782,False,False,False,215,11,2542
215.34FDN,7483,True,False,False,215,34,4004
215.30FQY,10997,True,True,True,215,30,4721
215.24FDY,10430,True,False,True,215,24,5164
215.29FDY,8730,True,False,True,215,29,4529
215.39FQN,5328,True,True,False,215,39,3497
215.9EDY,6575,False,False,True,215,9,5014
215.43FQN,4988,True,True,False,215,43,2827
215.33FQN,9750,True,True,False,215,33,3371
215.23FDY,9863,True,False,True,215,23,4977
215.44FDN,5102,True,False,False,215,44,3361
215.3EQY,12471,False,True,True,215,3,6730
215.7EDN,9637,False,False,False,215,7,3022
215.16EQN,5555,False,True,False,215,16,4054
215.12EDY,5328,False,False,True,215,12,4127
215.38FQN,5895,True,True,False,215,38,7815
215.35FQN,8276,True,True,False,215,35,6738
215.42FQN,7029,True,True,False,215,42,5468
215.25FQY,9863,True,True,True,215,25,5407
215.31FQY,8163,True,True,True,215,31,3598
215.5EQY,9863,False,True,True,215,5,4649
215.28FDY,6916,True,False,True,215,28,4246
215.18FDY,6122,True,False,True,215,18,4771
215.20FDY,8616,True,False,True,215,20,2819
215.47FQN,4875,True,True,False,215,47,3524
215.4EQN,9070,False,True,False,215,4,3697
215.36FDN,7369,True,False,False,215,36,3427
215.32FQY,8390,True,True,True,215,32,2969
215.26FDY,12018,True,False,True,215,26,2977
215.41FQN,4988,True,True,False,215,41,8048
215.13EDN,4308,False,False,False,215,13,5447
215.10EQY,6802,False,True,True,215,10,3741
215.14EQN,4875,False,True,False,215,14,5744
215.19FDY,4308,True,False,True,215,19,4397
215.46FQN,4988,True,True,False,215,46,3457
215.1EDY,10884,False,False,True,215,1,1749
215.21FDY,8276,True,False,True,215,21,3541
215.8EDN,5215,False,False,False,215,8,2879
215.37FQN,10204,True,True,False,215,37,4941
215.40FQN,5668,True,True,False,215,40,4527
215.27FDY,11337,True,False,True,215,27,5709
214.43FDN,6349,True,False,False,214,43,3528
214.39FDN,6349,True,False,False,214,39,9469
214.24FQY,8843,True,True,True,214,24,2519
214.29FQY,6689,True,True,True,214,29,1859
214.30FDY,13265,True,False,True,214,30,6536
214.34FQN,13265,True,True,False,214,34,2472
214.11EQN,9070,False,True,False,214,11,3700
214.15EQY,6575,False,True,True,214,15,2015
214.4EDN,5895,False,False,False,214,4,1680
214.17FQY,11337,True,True,True,214,17,1140
214.48FDN,9977,True,False,False,214,48,4102
214.22FQY,5895,True,True,True,214,22,312
214.45FQN,7256,True,True,False,214,45,2246
214.28FQY,6575,True,True,True,214,28,3724
214.31FDY,15986,True,False,True,214,31,10211
214.42FDN,8049,True,False,False,214,42,1470
214.25FDY,12811,True,False,True,214,25,2006
214.38FDN,5555,True,False,False,214,38,1770
214.35FDN,7029,True,False,False,214,35,1792
214.8EQN,7256,False,True,False,214,8,1470
214.12EQY,7483,False,True,True,214,12,2142
214.16EDN,6689,False,False,False,214,16,329
214.1EQY,6462,False,True,True,214,1,312
214.23FQY,8163,True,True,True,214,23,1749
214.44FQN,6235,True,True,False,214,44,1975
214.33FDN,6689,True,False,False,214,33,1740
214.13EQN,6009,False,True,False,214,13,2289
214.9EQY,8390,False,True,True,214,9,1650
214.41FDN,5782,True,False,False,214,41,1560
214.26FQY,9183,True,True,True,214,26,1440
214.32FDY,7823,True,False,True,214,32,2132
214.36FQN,8503,True,True,False,214,36,2369
214.47FDN,6689,True,False,False,214,47,4108
214.20FQY,7256,True,True,True,214,20,1590
214.6EDN,7596,False,False,False,214,6,2946
214.2EDY,5555,False,False,True,214,2,690
214.18FQY,7823,True,True,True,214,18,2933
214.5EDY,8276,False,False,True,214,5,2366
214.27FQY,8049,True,True,True,214,27,3272
214.40FDN,6009,True,False,False,214,40,939
214.37FDN,8730,True,False,False,214,37,2100
214.21FQY,14285,True,True,True,214,21,3853
214.46FDN,6916,True,False,False,214,46,5069
214.3EDY,6349,False,False,True,214,3,2399
214.19FQY,5555,True,True,True,214,19,2160
214.7EQN,8390,False,True,False,214,7,3830
214.14EDN,5102,False,False,False,214,14,2819
214.10EDY,9070,False,False,True,214,10,1230
209.41FQN,6916,True,True,False,209,41,3484
209.36FDN,4648,True,False,False,209,36,690
209.32FQY,5102,True,True,True,209,32,4471
209.26FDY,4988,True,False,True,209,26,4237
209.47FQN,7823,True,True,False,209,47,2205
209.20FDY,5328,True,False,True,209,20,1248
209.4EQY,7369,False,True,True,209,4,2255
209.15EDN,5442,False,False,False,209,15,600
209.11EDY,7823,False,False,True,209,11,1440
209.18FDY,8390,True,False,True,209,18,1852
209.12EDN,6009,False,False,False,209,12,965
209.16EQY,6009,False,True,True,209,16,840
209.27FDY,4761,True,False,True,209,27,2151
209.37FQN,4875,True,True,False,209,37,2745
209.40FQN,8276,True,True,False,209,40,3264
209.21FDY,5215,True,False,True,209,21,2545
209.1EDN,7369,False,False,False,209,1,0
209.46FQN,9637,True,True,False,209,46,882
209.8EDY,6462,False,False,True,209,8,1692
209.19FDY,5668,True,False,True,209,19,1020
209.39FQN,6235,True,True,False,209,39,2609
209.43FQN,6349,True,True,False,209,43,1950
209.9EDN,6009,False,False,False,209,9,1770
209.34FDN,5328,True,False,False,209,34,1050
209.30FQY,5442,True,True,True,209,30,2921
209.24FDY,5328,True,False,True,209,24,1080
209.29FDY,7936,True,False,True,209,29,1672
209.13EDY,6689,False,False,True,209,13,3474
209.17FDY,6235,True,False,True,209,17,2275
209.48FQN,5895,True,True,False,209,48,810
209.2EQN,7936,False,True,False,209,2,0
209.22FDY,5102,True,False,True,209,22,392
209.45FDN,6349,True,False,False,209,45,2429
209.6EQY,8163,False,True,True,209,6,2758
209.31FQY,5102,True,True,True,209,31,3211
209.28FDY,7596,True,False,True,209,28,3162
209.38FQN,7029,True,True,False,209,38,1082
209.5EQN,6462,False,True,False,209,5,780
209.35FQN,5102,True,True,False,209,35,3332
209.42FQN,8163,True,True,False,209,42,2732
209.25FQY,5215,True,True,True,209,25,955
209.10EQN,7823,False,True,False,209,10,3881
209.14EQY,8503,False,True,True,209,14,3917
209.23FDY,5328,True,False,True,209,23,1230
209.44FDN,7709,True,False,False,209,44,2782
209.3EQN,8276,False,True,False,209,3,2280
209.7EDY,8390,False,False,True,209,7,5291
209.33FQN,4535,True,True,False,209,33,725
207.17FDY,11904,True,False,True,207,17,3837
207.45FDN,6689,True,False,False,207,45,6028
207.22FDY,10317,True,False,True,207,22,5967
207.48FQN,11904,True,True,False,207,48,282
207.30FQY,15079,True,True,True,207,30,5785
207.34FDN,9977,True,False,False,207,34,4589
207.8EDN,6122,False,False,False,207,8,5491
207.29FDY,6235,True,False,True,207,29,6865
207.24FDY,12244,True,False,True,207,24,2984
207.39FQN,5328,True,True,False,207,39,3707
207.1EDY,10204,False,False,True,207,1,5841
207.43FQN,5215,True,True,False,207,43,1165
207.15EDY,6349,False,False,True,207,15,3269
207.11EDN,6462,False,False,False,207,11,2922
207.12EDY,5668,False,False,True,207,12,3569
207.16EQN,5442,False,True,False,207,16,3341
207.33FQN,11224,True,True,False,207,33,5214
207.44FDN,6462,True,False,False,207,44,7872
207.23FDY,8730,True,False,True,207,23,5348
207.35FQN,9863,True,True,False,207,35,5648
207.38FQN,6689,True,True,False,207,38,4348
207.25FQY,10770,True,True,True,207,25,5491
207.4EQN,11111,False,True,False,207,4,7082
207.42FQN,6916,True,True,False,207,42,3675
207.31FQY,11451,True,True,True,207,31,4444
207.28FDY,6349,True,False,True,207,28,6619
207.5EQY,8503,False,True,True,207,5,1635
207.20FDY,23922,True,False,True,207,20,1929
207.47FQN,5668,True,True,False,207,47,3087
207.18FDY,6235,True,False,True,207,18,4194
207.13EDN,5668,False,False,False,207,13,6748
207.32FQY,9750,True,True,True,207,32,4758
207.36FDN,8503,True,False,False,207,36,2598
207.26FDY,14058,True,False,True,207,26,1724
207.3EQY,10770,False,True,True,207,3,6755
207.7EDN,13151,False,False,False,207,7,660
207.41FQN,6349,True,True,False,207,41,6258
207.9EDY,5782,False,False,True,207,9,7222
207.46FQN,6122,True,True,False,207,46,3032
207.21FDY,11564,True,False,True,207,21,1179
207.10EQY,6122,False,True,True,207,10,4201
207.14EQN,5895,False,True,False,207,14,6464
207.19FDY,5102,True,False,True,207,19,1862
207.37FQN,12131,True,True,False,207,37,4068
207.40FQN,6575,True,True,False,207,40,6514
207.6EQN,10544,False,True,False,207,6,1662
207.27FDY,10430,True,False,True,207,27,5948
207.2EQY,9750,False,True,True,207,2,5141
206.11EQN,4875,False,True,False,206,11,2040
206.3EDY,5668,False,False,True,206,3,0
206.15EQY,5215,False,True,True,206,15,0
206.7EQN,4988,False,True,False,206,7,0
206.43FDN,3968,True,False,False,206,43,3599
206.39FDN,4761,True,False,False,206,39,4589
206.29FQY,6575,True,True,True,206,29,720
206.24FQY,6916,True,True,True,206,24,1020
206.34FQN,10090,True,True,False,206,34,2699
206.30FDY,7709,True,False,True,206,30,1170
206.48FDN,8503,True,False,False,206,48,4439
206.45FQN,4988,True,True,False,206,45,3719
206.22FQY,8049,True,True,True,206,22,990
206.17FQY,8276,True,True,True,206,17,828
206.5EDY,4988,False,False,True,206,5,1830
206.2EDY,4761,False,False,True,206,2,0
206.6EDN,4648,False,False,False,206,6,1860
206.28FQY,4988,True,True,True,206,28,1140
206.31FDY,9863,True,False,True,206,31,5760
206.25FDY,7596,True,False,True,206,25,1110
206.42FDN,5442,True,False,False,206,42,810
206.35FDN,7596,True,False,False,206,35,4529
206.38FDN,5328,True,False,False,206,38,4169
206.44FQN,4761,True,True,False,206,44,1020
206.23FQY,6122,True,True,True,206,23,2369
206.33FDN,6462,True,False,False,206,33,2969
206.16EDN,4648,False,False,False,206,16,1590
206.12EQY,4875,False,True,True,206,12,4079
206.9EQY,9977,False,True,True,206,9,1740
206.41FDN,4761,True,False,False,206,41,3959
206.26FQY,7709,True,True,True,206,26,4169
206.36FQN,6009,True,True,False,206,36,2849
206.32FDY,7936,True,False,True,206,32,1140
206.13EQN,4875,False,True,False,206,13,1020
206.1EQY,5328,False,True,True,206,1,1830
206.8EQN,7596,False,True,False,206,8,3899
206.18FQY,5215,True,True,True,206,18,1945
206.47FDN,4535,True,False,False,206,47,0
206.20FQY,8730,True,True,True,206,20,3659
206.27FQY,7142,True,True,True,206,27,3569
206.40FDN,4988,True,False,False,206,40,2459
206.37FDN,8390,True,False,False,206,37,960
206.4EDN,4988,False,False,False,206,4,4949
206.19FQY,5668,True,True,True,206,19,5127
206.14EDN,4081,False,False,False,206,14,3089
206.10EDY,5442,False,False,True,206,10,5531
206.21FQY,9070,True,True,True,206,21,5601
206.46FDN,4988,True,False,False,206,46,390
201.2EQN,8503,False,True,False,201,2,1170
201.6EQY,8503,False,True,True,201,6,1230
201.30FQY,7483,True,True,True,201,30,3089
201.34FDN,8730,True,False,False,201,34,2651
201.24FDY,8730,True,False,True,201,24,570
201.29FDY,4535,True,False,True,201,29,1350
201.39FQN,4081,True,True,False,201,39,1471
201.43FQN,4421,True,True,False,201,43,1200
201.22FDY,7256,True,False,True,201,22,1500
201.45FDN,4988,True,False,False,201,45,1080
201.48FQN,9297,True,True,False,201,48,1260
201.13EDY,4648,False,False,True,201,13,4319
201.17FDY,7483,True,False,True,201,17,3659
201.9EDN,4648,False,False,False,201,9,2999
201.14EQY,4195,False,True,True,201,14,0
201.3EQN,7029,False,True,False,201,3,3029
201.7EDY,9637,False,False,True,201,7,2644
201.10EQN,5782,False,True,False,201,10,1462
201.38FQN,4761,True,True,False,201,38,1590
201.35FQN,7823,True,True,False,201,35,4019
201.42FQN,5442,True,True,False,201,42,6762
201.25FQY,7709,True,True,True,201,25,3299
201.31FQY,6916,True,True,True,201,31,1140
201.28FDY,4648,True,False,True,201,28,540
201.33FQN,7483,True,True,False,201,33,1920
201.23FDY,5782,True,False,True,201,23,0
201.44FDN,4308,True,False,False,201,44,3839
201.5EQN,8730,False,True,False,201,5,1350
201.32FQY,7256,True,True,True,201,32,3740
201.36FDN,6349,True,False,False,201,36,1140
201.26FDY,9523,True,False,True,201,26,5099
201.41FQN,4535,True,True,False,201,41,3719
201.4EQY,7029,False,True,True,201,4,3149
201.11EDY,4648,False,False,True,201,11,4829
201.18FDY,5782,True,False,True,201,18,1522
201.15EDN,4648,False,False,False,201,15,3479
201.20FDY,8843,True,False,True,201,20,930
201.47FQN,4421,True,True,False,201,47,4499
201.37FQN,8843,True,True,False,201,37,1350
201.40FQN,5442,True,True,False,201,40,3119
201.27FDY,7029,True,False,True,201,27,3057
201.1EDN,9183,False,False,False,201,1,4644
201.16EQY,4535,False,True,True,201,16,3239
201.12EDN,4421,False,False,False,201,12,690
201.8EDY,4875,False,False,True,201,8,5715
201.19FDY,4988,True,False,True,201,19,1710
201.46FQN,5895,True,True,False,201,46,4799
201.21FDY,10090,True,False,True,201,21,2531
208.6EDY,5895,False,False,True,208,6,2925
208.18FQY,9410,True,True,True,208,18,1695
208.11EQY,6802,False,True,True,208,11,2220
208.2EDN,5328,False,False,False,208,2,1128
208.15EQN,6802,False,True,False,208,15,2787
208.20FQY,5668,True,True,True,208,20,2548
208.47FDN,6689,True,False,False,208,47,2515
208.26FQY,5668,True,True,True,208,26,2878
208.32FDY,5215,True,False,True,208,32,2845
208.36FQN,5102,True,True,False,208,36,2701
208.41FDN,6689,True,False,False,208,41,2448
208.9EQN,6122,False,True,False,208,9,2515
208.3EDN,5895,False,False,False,208,3,2775
208.7EQY,6689,False,True,True,208,7,2909
208.19FQY,7709,True,True,True,208,19,2519
208.46FDN,7142,True,False,False,208,46,1110
208.21FQY,5668,True,True,True,208,21,3359
208.40FDN,7483,True,False,False,208,40,2645
208.37FDN,5555,True,False,False,208,37,1920
208.27FQY,5442,True,True,True,208,27,1692
208.16EDY,7142,False,False,True,208,16,2472
208.12EQN,6916,False,True,False,208,12,1855
208.5EDN,5215,False,False,False,208,5,2634
208.22FQY,6235,True,True,True,208,22,3054
208.45FQN,7142,True,True,False,208,45,2619
208.48FDN,6916,True,False,False,208,48,4695
208.4EDY,6462,False,False,True,208,4,3222
208.17FQY,5442,True,True,True,208,17,2921
208.13EQY,6916,False,True,True,208,13,2764
208.24FQY,5555,True,True,True,208,24,3304
208.29FQY,6916,True,True,True,208,29,2635
208.30FDY,6349,True,False,True,208,30,1230
208.34FQN,6009,True,True,False,208,34,3968
208.43FDN,6462,True,False,False,208,43,2522
208.39FDN,6916,True,False,False,208,39,3017
208.33FDN,4988,True,False,False,208,33,1598
208.23FQY,5215,True,True,True,208,23,1375
208.44FQN,7483,True,True,False,208,44,1415
208.8EQY,6802,False,True,True,208,8,1762
208.1EQN,5442,False,True,False,208,1,2412
208.14EDY,7936,False,False,True,208,14,3737
208.10EDN,7596,False,False,False,208,10,1839
208.42FDN,6689,True,False,False,208,42,1655
208.25FDY,6009,True,False,True,208,25,2160
208.38FDN,7256,True,False,False,208,38,2358
208.35FDN,5555,True,False,False,208,35,1745
208.28FQY,6916,True,True,True,208,28,2591
208.31FDY,6122,True,False,True,208,31,1712
4.31FDY,5102,True,False,True,4,31,6002
4.28FQY,7142,True,True,True,4,28,1248
4.38FDN,7823,True,False,False,4,38,3504
4.35FDN,4988,True,False,False,4,35,7988
4.42FDN,10884,True,False,False,4,42,7719
4.25FDY,4988,True,False,True,4,25,7658
4.5EDN,5215,False,False,False,4,5,4944
4.10EDN,9410,False,False,False,4,10,5460
4.14EDY,10884,False,False,True,4,14,6660
4.7EQY,5555,False,True,True,4,7,2609
4.3EDN,6009,False,False,False,4,3,8409
4.23FQY,4648,True,True,True,4,23,9387
4.44FQN,11224,True,True,False,4,44,7050
4.33FDN,6462,True,False,False,4,33,11321
4.39FDN,13492,True,False,False,4,39,8970
4.43FDN,9183,True,False,False,4,43,4529
4.30FDY,4988,True,False,True,4,30,7380
4.34FQN,5442,True,True,False,4,34,5129
4.24FQY,5895,True,True,True,4,24,6990
4.29FQY,14172,True,True,True,4,29,10791
4.9EQN,25283,False,True,False,4,9,20220
4.6EDY,5555,False,False,True,4,6,2909
4.13EQY,7369,False,True,True,4,13,3449
4.2EDN,4421,False,False,False,4,2,11080
4.17FQY,4988,True,True,True,4,17,7988
4.48FDN,4535,True,False,False,4,48,10109
4.22FQY,5328,True,True,True,4,22,10037
4.45FQN,12698,True,True,False,4,45,6750
4.16EDY,8163,False,False,True,4,16,4754
4.12EQN,10997,False,True,False,4,12,7035
4.27FQY,5782,True,True,True,4,27,5400
4.37FDN,5102,True,False,False,4,37,4529
4.40FDN,14172,True,False,False,4,40,9959
4.21FQY,4988,True,True,True,4,21,5497
4.46FDN,9863,True,False,False,4,46,5490
4.8EQY,14739,False,True,True,4,8,10038
4.19FQY,8503,True,True,True,4,19,5300
4.1EQN,5442,False,True,False,4,1,9281
4.41FDN,10204,True,False,False,4,41,6508
4.32FDY,4421,True,False,True,4,32,8411
4.36FQN,5328,True,True,False,4,36,12809
4.26FQY,5328,True,True,True,4,26,4829
4.47FDN,8049,True,False,False,4,47,4799
4.20FQY,6689,True,True,True,4,20,11399
4.15EQN,8616,False,True,False,4,15,4761
4.4EDY,5442,False,False,True,4,4,5471
4.11EQY,13265,False,True,True,4,11,1530
4.18FQY,11791,True,True,True,4,18,6570
15.20FDY,10657,True,False,True,15,20,381
15.47FQN,4195,True,True,False,15,47,9684
15.18FDY,4195,True,False,True,15,18,1950
15.1EDY,12811,False,False,True,15,1,1590
15.13EDN,4308,False,False,False,15,13,11339
15.8EDN,4081,False,False,False,15,8,6930
15.26FDY,9297,True,False,True,15,26,2879
15.32FQY,8843,True,True,True,15,32,4769
15.36FDN,12471,True,False,False,15,36,1410
15.41FQN,4195,True,True,False,15,41,6690
15.46FQN,4535,True,True,False,15,46,5940
15.21FDY,11678,True,False,True,15,21,2748
15.10EQY,5555,False,True,True,15,10,2399
15.19FDY,4195,True,False,True,15,19,1740
15.14EQN,4081,False,True,False,15,14,450
15.4EQN,13945,False,True,False,15,4,9095
15.40FQN,4648,True,True,False,15,40,8700
15.37FQN,17913,True,True,False,15,37,0
15.27FDY,10430,True,False,True,15,27,0
15.17FDY,10204,True,False,True,15,17,5460
15.5EQY,11451,False,True,True,15,5,5340
15.45FDN,4648,True,False,False,15,45,1620
15.22FDY,9410,True,False,True,15,22,1380
15.48FQN,15646,True,True,False,15,48,2729
15.29FDY,4195,True,False,True,15,29,3929
15.24FDY,11791,True,False,True,15,24,8325
15.30FQY,12358,True,True,True,15,30,1350
15.34FDN,14512,True,False,False,15,34,660
15.43FQN,4308,True,True,False,15,43,1998
15.39FQN,4648,True,True,False,15,39,0
15.15EDY,4308,False,False,True,15,15,1278
15.11EDN,4081,False,False,False,15,11,3449
15.3EQY,12471,False,True,True,15,3,7530
15.7EDN,19841,False,False,False,15,7,2579
15.12EDY,4875,False,False,True,15,12,780
15.16EQN,5668,False,True,False,15,16,4287
15.9EDY,4875,False,False,True,15,9,7440
