Speaker ID,Recording ID,X or Y,First Recording For Speaker,Break after V?,Break after OBJ?,Break after PP1?,Strongest break?,Weakest break?,Struggle?,Start of struggle,Question?,Silence after reading (Y/R1),Silence before reading (X/R2)
2,2.14EDN_X,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
2,2.15EQY_Y,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
2,2.16EDN_X,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
4,4.16EDY_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
4,4.15EQN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
4,4.14EDY_X,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,NO,,
4,4.13EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
4,4.12EQN_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
4,4.11EQY_Y,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
4,4.10EDN_X,X,16X,YES,YES,NO,V,OBJ,NO,,NO,,
4,4.9EQN_Y,Y,16X,YES,NO,NO,V,NONE,NO,,YES,speech/reading error makes this one weird.,
4,4.8EQY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
4,4.7EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,YES,PP2,YES,,
4,4.6EDY_X,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
4,4.5EDN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
4,4.4EDY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
4,4.3EDN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
4,4.2EDN_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
4,4.1EQN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
19,19.16EQN_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
19,19.15EDY_Y,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
19,19.14EDY_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
19,19.13EDN_Y,Y,1X,NO,YES,YES,OBJ,PP1,YES,PP1,NO,,
19,19.12EDY_X,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
19,19.11EDN_Y,Y,1X,,,,,,,,,NO AUDIO,
19,19.10EQY_X,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
19,19.9EDY_Y,Y,1X,NO,YES,,,,,,NO,ONLY ONE PP,
19,19.8EDN_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
19,19.7EDN_Y,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
19,19.6EQN_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
19,19.5EQY_Y,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
19,19.4EQN_X,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
19,19.3EQY_Y,Y,1X,NO,,,,,,,,ONLY ONE PP,
19,19.2EQY_X,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
19,19.1EDY_Y,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
21,21.1EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
21,21.2EQN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
21,21.3EQN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
21,21.4EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
21,21.5EQN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
21,21.6EQY_X,X,16Y,NO,NO,YES,PP1,NONE,YES,PP1,YES,,
21,21.7EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
21,21.8EDY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
21,21.9EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
21,21.10EQN_X,X,16Y,YES,YES,NO,OBJ,V,NO,,YES,,
21,21.11EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
21,21.12EDN_X,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
21,21.13EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
21,21.14EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
21,21.15EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,YES,PP1,NO,,
21,21.16EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
2,2.1EQY_X,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
2,2.2EDY_Y,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
2,2.3EDY_X,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
2,2.4EDN_Y,Y,1Y,YES,YES,NO,OBJ,V,NO,,NO,,
2,2.5EDY_X,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
2,2.6EDN_Y,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
2,2.7EQN_X,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
2,2.8EQN_Y,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
2,2.9EQY_X,X,1Y,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
2,2.10EDY_Y,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
2,2.11EQN_X,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
2,2.12EQY_Y,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
2,2.13EQN_X,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
2,2.14EDN_Y,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
2,2.15EQY_X,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
2,2.16END_Y,Y,1Y,YES,NO,YES,PP1,V,NO,,NO,,
4,4.16EDY_Y,Y,16X,YES,NO,YES,PP1,V,NO,,NO,,
4,4.15EQN_X,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
4,4.14EDY_Y,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
4,4.13EQY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
4,4.12EQN_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
4,4.11EQY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
4,4.10EDN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
4,4.9EQN_X,X,16X,YES,YES,NO,V,OBJ,YES,OBJ,NO,,
4,4.8EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,YES,PP1,YES,,
4,4.7EQY_X,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
4,4.6EDY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
4,4.5EDN_X,X,16X,NO,YES,YES,OBJ,PP1,YES,PP1,NO,,
4,4.4EDY_Y,Y,16X,YES,NO,YES,V,PP1,NO,,NO,,
4,4.3EDN_X,X,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
4,4.2EDN_Y,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
4,4.1EQN_X,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
6,1EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,2EDY,X,1Y,NO,YES,YES,NONE,NONE,YES,PP2,NO,,
6,3EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,4EDN,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
6,5EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,6EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,7EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
6,8EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
6,9EQY,Y,1Y,YES,YES,YES,OBJ,PP1,NO,,YES,,
6,10EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,"makes v+obj into v + pp (results in 3 pp's, but analyzed here as obj + 2 pps)",
6,11EQN,Y,1Y,NO,YES,YES,NONE,NONE,NO,,YES,,
6,12EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
6,13EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
6,14EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,15EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
6,16EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
8,16EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
8,15EQN,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,YES,,
8,14EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
8,13EQY,X,16Y,NO,YES,YES,PP1,OBJ,YES,PP1,YES,,
8,12EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
8,11EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,stumbles through whole sentence,
8,10EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
8,9EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
8,8EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
8,7EQN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
8,6EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
8,5EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
8,4EDY,Y,16Y,NO,NO,YES,PP1,NONE,YES,PP1,NO,,
8,3EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
8,2EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
8,1EQN,X,16Y,NO,YES,NO,OBJ,NONE,YES,PP1,YES,,
6,1EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
6,2EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
6,3EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
6,4EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,5EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
6,6EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,7EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
6,8EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
6,9EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,"changes ""stick the"" to ""stick to the""",
6,10EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
6,11EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
6,12EQY,Y,1Y,YES,NO,YES,PP1,V,NO,,YES,,
6,13EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
6,14EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,15EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
6,16EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
8,16EDY,X,16Y,NO,NO,YES,PP1,NONE,YES,START,NO,,
8,15EQN,Y,16Y,YES,YES,NO,V,OBJ,NO,,YES,,
8,14EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
8,13EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
8,12EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
8,11EQY,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,,"Audio cuts off -- sounds like there will be rising intonation, but no actual data",
8,10EDN,X,16Y,YES,NO,YES,PP1,V,NO,,NO,,
8,9EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
8,8EQY,X,16Y,NO,NO,YES,PP1,NONE,YES,START,YES,,
8,7EQN,Y,16Y,YES,NO,YES,PP1,V,NO,,YES,,
8,6EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
8,5EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
8,4EDY,X,16Y,NO,NO,YES,PP1,NONE,YES,PP1,NO,,
8,3EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
8,2EDN,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,NO,,
8,1EQN,Y,16Y,,,,,,,,,NO AUDIO,
10,1EQY,X,1X,NO,YES,YES,OBJ,PP1,YES,PP2,YES,,
10,2EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
10,3EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
10,4EDN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
10,5EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
10,6EDN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
10,7EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
10,8EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,9EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,10EDY,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
10,11EQN,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,12EQY,Y,1X,YES,NO,YES,PP1,V,NO,,YES,,
10,13EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
10,14EDN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
10,15EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,16EDN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
12,16EDY,X,16X,YES,NO,YES,PP1,V,NO,,NO,,
12,15EQN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
12,14EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
12,13EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
12,12EQN,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
12,11EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
12,10EDN,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
12,9EQN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
12,8EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
12,7EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
12,6EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
12,5EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
12,4EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
12,3EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
12,2EDN,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
12,1EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,1EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,2EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
10,3EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
10,4EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
10,5EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
10,6EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
10,7EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,8EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
10,9EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,10EDY,X,1X,YES,NO,YES,PP1,V,NO,,NO,,
10,11EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
10,12EQY,X,1X,YES,NO,YES,PP1,V,NO,,YES,,
10,13EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
10,14EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
10,15EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
10,16EDN,X,1X,NO,YES,YES,NONE,NONE,NO,,NO,,
12,16EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
12,15EQN,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
12,14EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
12,13EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
12,12EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
12,11EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
12,10EDN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
12,9EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
12,8EQY,Y,16X,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
12,7EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
12,6EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
12,5EDN,X,16X,NO,YES,YES,OBJ,NONE,NO,,NO,,
12,4EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
12,3EDN,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
12,2EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
12,1EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
14,16EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
14,15EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
14,14EDN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
14,13EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
14,12EQY,Y,16Y,NO,NO,YES,PP1,NONE,YES,V,NO,,
14,11EQN,X,16Y,NO,YES,YES,OBJ,PP1,YES,PP1,YES,,
14,10EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
14,9EQY,X,16Y,NO,YES,YES,PP1,OBJ,YES,PP1,YES,,
14,8EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
14,7EQN,X,16Y,NO,YES,YES,OBJ,PP1,YES,PP2,YES,,
14,6EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
14,5EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
14,4EDN,Y,16Y,YES,YES,NO,OBJ,V,YES,START,NO,,
14,3EDY,X,16Y,YES,NO,YES,PP1,V,NO,,NO,,
14,2EDY,Y,16Y,YES,NO,YES,PP1,V,YES,V,NO,,
14,1EQY,X,16Y,YES,NO,YES,PP1,V,YES,PP2,YES,,
16,1EQN,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,2EDN,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
16,3EDN,X,1X,YES,NO,YES,PP1,V,NO,,NO,,
16,4EDY,Y,1X,YES,YES,YES,PP1,V,NO,,NO,,
16,5EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
16,6EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
16,7EQY,X,1X,NO,NO,YES,PP1,NONE,NO,,YES,"rising intonation because reader doesn't know the word ""mantlepiece"" (I think)",
16,8EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,9EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
16,10EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
16,11EQY,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
16,12EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
16,13EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,14EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
16,15EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
16,16EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
14,16EDN,X,16Y,NO,NO,YES,PP1,NONE,YES,PP1,NO,,
14,15EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
14,14EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
14,13EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
14,12EQY,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,YES,,
14,11EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
14,10EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
14,9EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
14,8EQN,X,16Y,NO,YES,YES,OBJ,PP1,YES,PP1,YES,,
14,7EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
14,6EDN,X,16Y,NO,YES,YES,OBJ,PP1,YES,PP2,NO,,
14,5EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
14,4EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
14,3EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
14,2EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
14,1EQY,Y,16Y,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
16,1EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,2EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
16,3EDN,Y,1X,NO,YES,YES,OBJ,PP1,YES,PP2,NO,,
16,4EDY,X,1X,NO,YES,YES,OBJ,PP1,YES,PP2,NO,,
16,5EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
16,6EDY,X,1X,YES,NO,YES,PP1,V,NO,,NO,,
16,7EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,rising intonation only last syllable!  strange.,
16,8EQY,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
16,9EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
16,10EDN,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
16,11EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,12EQN,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,13EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
16,14EDY,X,1X,YES,NO,YES,PP1,V,NO,,NO,,
16,15EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
16,16EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,16EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
20,15EQN,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,noteworthy intonation,
20,14EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
20,13EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
20,12EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
20,11EQY,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES,noteworthy intonation,
20,10EDN,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
20,9EQN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
20,8EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
20,7EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
20,6EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,5EDN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
20,4EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,3EDN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,2EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,1EQN,Y,16X,YES,YES,YES,PP1,OBJ,NO,,YES,,
22,1EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
22,2EDY,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
22,3EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,noteworthy intonation,
22,4EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
22,5EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
22,6EDN,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
22,7EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
22,8EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
22,9EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
22,10EDY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,noteworthy intonation,
22,11EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,speaker changes the sentence by misreading,
22,12EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
22,13EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
22,14EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
22,15EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
22,16EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
20,16EDY,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,noteworthy intonation,
20,15EQN,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
20,14EDY,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,noteworthy intonation,
20,13EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
20,12EQN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
20,11EQY,X,16X,NO,YES,YES,NONE,NONE,NO,,YES,,
20,10EDN,Y,16X,YES,YES,NO,OBJ,V,NO,,NO,,
20,9EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
20,8EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,7EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
20,6EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,5EDN,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
20,4EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
20,3EDN,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
20,2EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
20,1EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
22,1EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
22,2EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
22,3EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
22,4EDN,Y,1Y,YES,YES,NO,OBJ,V,NO,,NO,,
22,5EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
22,6EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
22,7EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
22,8EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
22,9EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
22,10EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
22,11EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
