Speaker ID,Recording ID,X or Y,First Recording For Speaker,Break after V?,Break after OBJ?,Break after PP1?,Strongest break?,Weakest break?,Struggle?,Start of struggle,Question?,Silence after reading (Y/R1),Silence before reading (X/R2)
22,12EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
22,13EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
22,14EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
22,15EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
22,16EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
202,16EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
202,15EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,"misreads ""on top shelf""?",
202,14EDN,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
202,13EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
202,12EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
202,10EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,"misreads ""in the evenelope""?",
202,9EQY,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
202,8EQN,Y,16X,NO,NO,YES,PP1,NONE,YES,PP1,YES,,
202,7EQN,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
202,5EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
202,4EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,weird.,
202,3EDY,Y,16X,NO,NO,YES,PP1,NONE,YES,PP2,NO,,
202,2EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
202,1EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,1EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
204,2EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
204,3EDN,X,1X,YES,NO,YES,PP1,V,YES,PP2,NO,,
204,4EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
204,5EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
204,6EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
204,7EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,8EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,9EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
204,10EDN,Y,1X,YES,YES,NO,V,OBJ,NO,,NO,,
204,11EQN,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,reads it second time in a row,
204,12EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,13EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,14EDY,Y,1X,NO,YES,YES,PP1,OBJ,YES,PP2,NO,,
204,15EQN,X,1X,YES,YES,NO,V,OBJ,NO,,YES,,
204,16EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
202,16EDN,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
202,15EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,check pp1 against actual sentence,
202,14EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
202,13EQN,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
202,12EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
202,10EDY,X,16X,YES,YES,YES,OBJ,V,NO,,NO,,
202,9EQY,Y,16X,YES,YES,YES,OBJ,V,NO,,NO,wut?,
202,8EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
202,7EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
202,5EDY,X,16X,YES,YES,YES,OBJ,V,NO,,NO,,
202,4EDN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
202,3EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
202,2EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
202,1EQY,X,16X,YES,YES,YES,V,PP1,NO,,YES,,
204,1EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
204,2EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
204,3EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
204,4EDY,X,1X,NO,YES,YES,OBJ,PP1,YES,PP1,NO,,
204,5EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
204,6EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
204,7EQY,Y,1X,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
204,8EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,9EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
204,10EDN,X,1X,YES,YES,NO,OBJ,V,NO,,NO,,
204,11EQN,Y,1X,,,,,,,,,NO AUDIO (INCOMPLETE),
204,12EQN,X,1X,YES,NO,YES,PP1,V,NO,,YES,,
204,13EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
204,14EDY,X,1X,YES,NO,YES,PP1,V,NO,,NO,,
204,15EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
204,16EDY,X,1X,NO,NO,YES,PP1,NONE,YES,V,NO,,
206,16EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
206,15EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
206,14EDN,Y,16Y,YES,YES,NO,V,OBJ,NO,,NO,,
206,13EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
206,12EQY,Y,16Y,YES,NO,YES,PP1,V,NO,,YES,,
206,11EQN,X,16Y,NO,YES,YES,OBJ,PP1,YES,,YES,,
206,10EDY,Y,16Y,YES,NO,YES,PP1,V,NO,,NO,,
206,9EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
206,8EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
206,7EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
206,6EDN,Y,16Y,NO,YES,YES,PP1,OBJ,YES,PP2,NO,,
206,5EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
206,4EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
206,3EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
206,2EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
206,1EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
208,1EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
208,2EDN,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
208,3EDN,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
208,4EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
208,5EDN,X,1X,YES,YES,NO,OBJ,V,NO,,NO,,
208,6EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
208,7EQY,X,1X,YES,YES,YES,PP1,V,NO,,YES,,
208,8EQY,Y,1X,NO,NO,YES,PP1,OBJ,NO,,YES,,
208,9EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
208,10EDN,Y,1X,YES,YES,NO,OBJ,V,NO,,NO,,
208,11EQY,X,1X,YES,NO,YES,PP1,V,NO,,YES,,
208,12EQN,Y,1X,YES,NO,YES,PP1,V,NO,,YES,,
208,13EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
208,14EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
208,15EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
208,16EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
206,16EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
206,15EQY,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
206,14EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
206,13EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
206,12EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
206,11EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
206,10EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
206,9EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
206,8EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
206,7EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
206,6EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
206,5EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
206,4EDN,X,16Y,YES,YES,NO,OBJ,V,NO,,NO,,
206,3EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
206,2EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
206,1EQY,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
208,1EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
208,2EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
208,3EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
208,4EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
208,5EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
208,6EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
208,7EQY,Y,1X,NO,YES,YES,PP1,OBJ,YES,PP1,YES,,
208,8EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
208,9EQN,Y,1X,YES,YES,NO,OBJ,V,NO,,YES,,
208,10EDN,X,1X,YES,YES,YES,OBJ,PP1,NO,,NO,,
208,11EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
208,12EQN,X,1X,YES,NO,YES,PP1,V,NO,,YES,,
208,13EQY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
208,14EDY,X,1X,NO,YES,YES,OBJ,PP1,YES,PP2,NO,,
208,15EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
208,16EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
210,16EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
210,15EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
210,14EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
210,13EQN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
210,12EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
210,11EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
210,10EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
210,9EQY,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
210,8EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
210,7EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
210,6EDN,Y,16Y,NO,YES,YES,PP1,NONE,NO,,NO,,
210,5EDY,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
210,4EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
210,3EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
210,2EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
210,1EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
212,1EQN,X,1X,NO,YES,NO,OBJ,NONE,YES,OBJ,NO,,
212,2EDN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
212,3EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
212,4EDY,Y,1X,YES,YES,YES,OBJ,PP1,NO,,NO,,
212,5EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
212,6EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
212,7EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
212,8EQY,Y,1X,YES,YES,YES,PP1,V,NO,,NO,,
212,9EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
212,10EDN,Y,1X,NO,NO,YES,PP1,NONE,YES,V,NO,,
212,11EQY,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
212,12EQN,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
212,13EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
212,14EDY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
212,15EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
212,16EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
210,16EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
210,15EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
210,14EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
210,13EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
210,12EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
210,11EQN,Y,16Y,NO,YES,NO,OBJ,NONE,YES,PP1,NO,,
210,10EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
210,9EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
210,8EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
210,7EQN,Y,16Y,NO,NO,YES,PP1,NONE,YES,PP1,YES,,
210,6EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
210,5EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
210,4EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
210,3EDY,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
210,2EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
210,1EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
212,1EQN,Y,1X,NO,YES,YES,NONE,NONE,NO,,YES,,
212,2EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
212,3EDN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
212,4EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
212,5EDN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
212,6EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
212,7EQY,Y,1X,YES,YES,YES,PP1,V,NO,,NO,,
212,8EQY,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
212,9EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
212,10EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
212,11EQY,Y,1X,NO,YES,YES,OBJ,PP1,YES,,NO,,
212,12EQN,X,1X,YES,NO,YES,PP1,V,NO,,NO,,
212,13EQY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
212,14EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
212,15EQN,Y,1X,YES,YES,NO,OBJ,V,YES,PP1,NO,,
212,16EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,16EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,15EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,14EDN,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
214,13EQN,Y,16X,NO,NO,YES,PP1,NONE,YES,PP2,YES,,
214,12EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,11EQN,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
214,10EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
214,9EQY,Y,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
214,8EQN,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,YES,,
214,7EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,6EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,5EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,4EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,3EDY,Y,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
214,2EDY,X,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
214,1EQY,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
201,1EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
201,2EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
201,3EQN,Y,1Y,NO,NO,YES,PP1,OBJ,YES,PP2,NO,,
201,4EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
201,5EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
201,6EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
201,7EDY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
201,8EDY,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
201,9EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
201,10EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
201,11EDY,Y,1Y,NO,YES,YES,NONE,NONE,NO,,NO,,
201,12EDN,X,1Y,YES,NO,YES,PP1,V,NO,,NO,,
201,13EDY,Y,1Y,YES,NO,YES,PP1,V,YES,OBJ,NO,,
201,14EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
201,15EDN,Y,1Y,YES,YES,YES,PP1,V,NO,,NO,,
201,16EQY,X,1Y,YES,YES,YES,PP1,V,NO,,YES,,
214,16EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO,changes second prep,
214,15EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
214,14EDN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
214,13EQN,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
214,12EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
214,11EQN,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
214,10EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,9EQY,X,16X,NO,YES,YES,OBJ,PP1,YES,PP2,YES,,
214,8EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,7EQN,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
214,6EDN,Y,16X,NO,YES,YES,PP1,OBJ,YES,PP2,NO,,
214,5EDY,X,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
214,4EDN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
214,3EDY,X,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
214,2EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
214,1EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
201,1EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
201,2EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
201,3EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
201,4EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
201,5EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
201,6EQY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
201,7EDY,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
201,8EDY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
201,9EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
201,10EQN,Y,1Y,YES,YES,YES,OBJ,V,NO,,YES,,
201,11EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
201,12EDN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
201,13EDY,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
201,14EQY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
201,15EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
201,16EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
203,16EQN,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,15EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
203,14EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES,,
203,13EDN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
203,12EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
203,11EDN,Y,16X,NO,YES,YES,NONE,NONE,NO,,NO,,
203,10EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
203,9EDY,Y,16X,NO,NO,YES,PP1,OBJ,NO,,NO,,
203,8EDN,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
203,7EDN,Y,16X,NO,NO,NO,NONE,NONE,NO,,NO,,
203,6EQN,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
203,5EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,4EQN,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
203,3EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,2EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
203,1EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
205,1EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
205,2EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
205,3EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
205,4EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
205,5EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
205,6EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
205,7EDY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
205,8EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
205,9EDN,Y,1Y,NO,YES,YES,NONE,NONE,NO,,NO,,
205,10EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
205,11EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
205,12EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
205,13EDY,Y,1Y,NO,YES,YES,NONE,NONE,NO,,NO,,
205,14EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
205,15EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
205,16EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
203,16EQN,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,15EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
203,14EQN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES,,
203,13EDN,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO,,
203,12EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
203,11EDN,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO,,
203,10EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,9EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
203,8EDN,Y,16X,NO,NO,NO,NONE,NONE,NO,,NO,,
203,7EDN,X,16X,NO,NO,YES,PP1,NONE,NO,,NO,,
203,6EQN,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,5EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,4EQN,Y,16X,NO,YES,YES,OBJ,NONE,NO,,YES,,
203,3EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES,,
203,2EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES,,
203,1EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO,,
207,1EDY,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
207,2EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
207,3EQY,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES,,
207,4EQN,Y,1X,NO,YES,YES,OBJ,PP1,YES,PP2,YES,,
207,5EQY,X,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
207,6EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
207,7EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
207,8EDN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
207,9EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
207,10EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
207,11EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
207,12EDY,Y,1X,NO,NO,YES,PP1,NONE,YES,PP2,NO,,
207,13EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
207,14EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES,,
207,15EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO,,
207,16EQN,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
209,16EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
209,15EDN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
209,14EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
209,13EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
209,12EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
209,11EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
209,10EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
209,9EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
209,8EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
209,7EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
209,6EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
209,5EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
209,4EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
209,3EQN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
209,2EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
209,1EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
215,1EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,2EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
215,3EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
215,4EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
215,5EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
215,6EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
215,7EDN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO,,
215,8EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
215,9EDY,Y,1Y,NO,YES,YES,PP1,OBJ,YES,PP1,NO,,
215,10EQY,X,1Y,NO,YES,YES,NONE,NONE,NO,,NO,,
215,11EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
215,12EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
