Filename,Leading,Trailing,Length,isFiller,Condition_Q,Condition_GP,Participant,Item,Utterance length,Reading
203.13EDN_r2.wav,750,15.25,4875.25,FALSE,FALSE,FALSE,203,13,4110,2
203.44FDN_r1.wav,330,478.5,4648.5,TRUE,FALSE,FALSE,203,44,3840,1
203.23FDY_r2.wav,2850,28.88,5668.88,TRUE,FALSE,TRUE,203,23,2790,2
203.33FQN_r2.wav,660,28.88,5668.88,TRUE,TRUE,FALSE,203,33,4980,2
203.12EDY_r1.wav,810,24.62,3174.62,FALSE,FALSE,TRUE,203,12,2340,1
203.16EQN_r1.wav,420,4.75,3514.75,FALSE,TRUE,FALSE,203,16,3090,1
203.44FDN_r2.wav,2430,1956.75,8616.75,TRUE,FALSE,FALSE,203,44,4230,2
203.23FDY_r1.wav,540,51.12,2721.12,TRUE,FALSE,TRUE,203,23,2130,1
203.33FQN_r1.wav,750,18.38,4308.38,TRUE,TRUE,FALSE,203,33,3540,1
203.12EDY_r2.wav,900,492.12,5442.12,FALSE,FALSE,TRUE,203,12,4050,2
203.16EQN_r2.wav,1680,18.38,4308.38,FALSE,TRUE,FALSE,203,16,2610,2
203.28FDY_r1.wav,870,1.25,3061.25,TRUE,FALSE,TRUE,203,28,2190,1
203.1EDY_r2.wav,1590,338.62,4988.62,FALSE,FALSE,TRUE,203,1,3060,2
203.31FQY_r2.wav,3062,6,6576,TRUE,TRUE,TRUE,203,31,3360,2
203.25FQY_r2.wav,1470,1.62,4081.62,TRUE,TRUE,TRUE,203,25,2610,2
203.42FQN_r1.wav,990,191.75,4421.75,TRUE,TRUE,FALSE,203,42,3240,1
203.35FQN_r2.wav,2160,12.62,6462.62,TRUE,TRUE,FALSE,203,35,4290,2
203.8EDN_r1.wav,660,18,3288,FALSE,FALSE,FALSE,203,8,2610,1
203.38FQN_r1.wav,1050,21.88,4761.88,TRUE,TRUE,FALSE,203,38,3690,1
203.28FDY_r2.wav,900,9.12,6009.12,TRUE,FALSE,TRUE,203,28,5100,2
203.1EDY_r1.wav,630,14.5,2834.5,FALSE,FALSE,TRUE,203,1,2190,1
203.25FQY_r1.wav,660,928.5,4648.5,TRUE,TRUE,TRUE,203,25,3060,1
203.42FQN_r2.wav,4440,320,8390,TRUE,TRUE,FALSE,203,42,3630,2
203.8EDN_r2.wav,1950,25.88,6235.88,FALSE,FALSE,FALSE,203,8,4260,2
203.35FQN_r1.wav,720,18,3288,TRUE,TRUE,FALSE,203,35,2550,1
203.38FQN_r2.wav,1770,18.75,5328.75,TRUE,TRUE,FALSE,203,38,3540,2
203.48FQN_r2.wav,1650,248.62,4988.62,TRUE,TRUE,FALSE,203,48,3090,2
203.45FDN_r1.wav,750,44.88,3854.88,TRUE,FALSE,FALSE,203,45,3060,1
203.22FDY_r2.wav,1080,2,5102,TRUE,FALSE,TRUE,203,22,4020,2
203.17FDY_r2.wav,3780,60.12,8730.12,TRUE,FALSE,TRUE,203,17,4890,2
203.48FQN_r1.wav,690,28.12,3628.12,TRUE,TRUE,FALSE,203,48,2910,1
203.45FDN_r2.wav,1650,21.88,4761.88,TRUE,FALSE,FALSE,203,45,3090,2
203.22FDY_r1.wav,780,24.62,3174.62,TRUE,FALSE,TRUE,203,22,2370,1
203.17FDY_r1.wav,1020,11.38,3401.38,TRUE,FALSE,TRUE,203,17,2370,1
203.11EDN_r1.wav,540,445,4195,FALSE,FALSE,FALSE,203,11,3210,1
203.15EDY_r1.wav,600,371.38,3401.38,FALSE,FALSE,TRUE,203,15,2430,1
203.43FQN_r1.wav,690,7.88,2947.88,TRUE,TRUE,FALSE,203,43,2250,1
203.39FQN_r1.wav,750,7.88,2947.88,TRUE,TRUE,FALSE,203,39,2190,1
203.29FDY_r1.wav,480,441.88,4761.88,TRUE,FALSE,TRUE,203,29,3840,1
203.24FDY_r2.wav,720,25,4195,TRUE,FALSE,TRUE,203,24,3450,2
