isFiller,Condition_Q,Condition_GP,Participant,Item,irt,File_pair,R2 UL,R2 Lead,R2 FL,R1 UL,R1 FL,R1 Trail
FALSE,FALSE,TRUE,20,4,10302.12,20.4EDY,3060,9090,15192.75,3330,5442.12,1212.12
FALSE,FALSE,FALSE,20,10,11775.25,20.10EDN,3480,10800,16666.62,3300,4875.25,975.25
FALSE,TRUE,TRUE,20,13,8888.62,20.13EQY,3390,7890,13492.12,3150,4988.62,998.62
TRUE,TRUE,TRUE,20,17,11435.12,20.17FQY,3210,10530,16099.75,3030,4535.12,905.12
TRUE,TRUE,TRUE,20,22,11312.0,20.22FQY,3540,10350,15986.38,3450,5102,962
TRUE,TRUE,FALSE,20,45,11488.5,20.45FQN,3810,10920,17573.75,3570,4648.5,568.5
TRUE,FALSE,FALSE,20,48,10598.62,20.48FDN,3630,9570,14739.25,3480,4988.62,1028.62
TRUE,FALSE,TRUE,20,30,9312.12,20.30FDY,3900,8310,14059,3390,5442.12,1002.12
TRUE,TRUE,FALSE,20,34,9195.25,20.34FQN,3600,8130,13718.88,3300,4875.25,1065.25
TRUE,TRUE,TRUE,20,24,7348.5,20.24FQY,3270,6360,10771,2970,4648.5,988.5
TRUE,TRUE,TRUE,20,29,10265.12,20.29FQY,3180,9570,17347,3360,4535.12,695.12
TRUE,FALSE,FALSE,20,39,7211.75,20.39FDN,3090,6150,14172.38,2760,4421.75,1061.75
TRUE,FALSE,FALSE,20,43,6921.88,20.43FDN,3060,5940,10317.5,3060,4761.88,981.88
FALSE,TRUE,FALSE,20,1,11805.75,20.1EQN,3570,10260,15646.25,3540,5895.75,1545.75
FALSE,TRUE,TRUE,20,8,9665.12,20.8EQY,3360,8880,13832.25,3150,4535.12,785.12
TRUE,FALSE,FALSE,20,46,13675.38,20.46FDN,3570,12660,18367.38,3480,5215.38,1015.38
TRUE,TRUE,TRUE,20,21,9012.12,20.21FQY,3390,7530,13151.88,3120,5442.12,1482.12
TRUE,TRUE,TRUE,20,19,6145.0,20.19FQY,3330,5640,10544.25,3030,4195,505
FALSE,TRUE,FALSE,20,9,10835.12,20.9EQN,3150,10080,15532.88,3150,4535.12,755.12
FALSE,FALSE,FALSE,20,2,10428.75,20.2EDN,3180,8880,20181.38,3060,5328.75,1548.75
FALSE,FALSE,TRUE,20,16,9331.62,20.16EDY,3570,8940,13718.88,2970,4081.62,391.62
FALSE,TRUE,FALSE,20,12,13971.88,20.12EQN,3360,13200,23242.62,3360,4761.88,771.88
FALSE,FALSE,TRUE,20,6,8421.88,20.6EDY,3000,7620,13832.25,3270,4761.88,801.88
TRUE,FALSE,FALSE,20,37,10841.75,20.37FDN,3540,10020,15306.12,3060,4421.75,821.75
TRUE,FALSE,FALSE,20,40,10835.5,20.40FDN,3630,9360,15079.38,3420,5555.5,1475.5
TRUE,TRUE,TRUE,20,27,7245.25,20.27FQY,8160,6210,15873,3180,4875.25,1035.25
