isFiller,Condition_Q,Condition_GP,Participant,Item,Utterance length,Reading,irt,File_pair
True,True,False,17,39,5280.0,1,6485.56,17.39FQN
False,False,False,17,1,4440.0,2,4738.94,17.1EDN
True,True,False,17,43,4140.0,1,5835.69,17.43FQN
True,True,True,17,30,4680.0,2,8583.27,17.30FQY
True,False,False,17,34,11400.0,2,775.83,17.34FDN
False,False,True,17,8,6060.0,1,8206.1,17.8EDY
True,False,True,17,24,12660.0,2,2032.73,17.24FDY
True,False,True,17,29,6720.0,1,3266.23,17.29FDY
False,False,True,17,13,3960.0,1,4435.42,17.13EDY
True,False,True,17,17,3750.0,2,3098.67,17.17FDY
True,True,False,17,48,13830.0,2,1943.54,17.48FQN
True,False,True,17,22,3990.0,2,4766.65,17.22FDY
True,False,False,17,45,4050.0,1,3342.17,17.45FDN
False,True,True,17,16,4920.0,1,505.42,17.16EQY
False,False,False,17,12,6060.0,1,2029.21,17.12EDN
False,True,False,17,2,8100.0,2,1336.1,17.2EQN
True,False,True,17,27,10470.0,2,202.31,17.27FDY
False,True,True,17,6,4350.0,2,5188.94,17.6EQY
True,True,False,17,37,4290.0,2,3842.04,17.37FQN
True,True,False,17,40,6000.0,1,785.96,17.40FQN
True,False,True,17,21,4890.0,2,6629.75,17.21FDY
True,True,False,17,46,5400.0,1,5775.69,17.46FQN
False,False,False,17,9,6780.0,1,2383.0,17.9EDN
True,False,True,17,19,4140.0,1,4931.77,17.19FDY
True,True,False,17,41,5880.0,1,2822.46,17.41FQN
False,False,True,17,7,4440.0,2,9523.0,17.7EDY
True,True,True,17,32,3780.0,2,6748.94,17.32FQY
True,False,False,17,36,9210.0,2,198.79,17.36FDN
False,True,False,17,3,4410.0,2,7073.12,17.3EQN
True,False,True,17,26,7500.0,2,895.42,17.26FDY
True,True,False,17,47,4530.0,1,3939.06,17.47FQN
True,False,True,17,20,6930.0,2,2395.42,17.20FDY
False,True,False,17,5,3870.0,2,4040.44,17.5EQN
False,False,False,17,15,4620.0,1,622.31,17.15EDN
False,False,True,17,11,3660.0,1,298.52,17.11EDY
True,False,True,17,18,4620.0,1,989.33,17.18FDY
False,True,False,1,3,3240.0,2,3852.58,1.3EQN
False,False,True,1,7,3030.0,2,2205.69,1.7EDY
True,True,False,1,47,3750.0,2,5631.9,1.47FQN
True,False,True,1,20,4260.0,1,2072.46,1.20FDY
False,False,False,1,15,3840.0,2,1778.67,1.15EDN
False,False,True,1,11,2700.0,2,2498.67,1.11EDY
True,False,True,1,18,3270.0,2,2705.56,1.18FDY
False,True,False,1,5,4260.0,2,2121.9,1.5EQN
True,True,False,1,41,3090.0,2,2788.94,1.41FQN
True,False,False,1,36,3150.0,1,2018.67,1.36FDN
True,True,True,1,32,3330.0,1,3888.79,1.32FQY
True,False,True,1,26,3930.0,1,1942.31,1.26FDY
False,True,True,1,6,1500.0,2,3042.17,1.6EQY
True,False,True,1,21,3000.0,1,4225.42,1.21FDY
False,True,False,1,2,2880.0,2,2778.79,1.2EQN
True,True,False,1,46,2790.0,2,1795.83,1.46FQN
True,False,True,1,19,3810.0,2,3385.42,1.19FDY
False,False,False,1,12,1440.0,2,4918.94,1.12EDN
False,True,True,1,16,2910.0,2,1472.04,1.16EQY
False,False,False,1,9,4140.0,1,1652.46,1.9EDN
True,False,True,1,27,3990.0,1,3685.83,1.27FDY
True,True,False,1,37,2640.0,1,2668.52,1.37FQN
True,True,False,1,40,3600.0,2,2582.85,1.40FQN
False,False,True,1,13,4290.0,2,2028.79,1.13EDY
True,False,True,1,17,3180.0,1,3805.42,1.17FDY
False,False,True,1,8,4350.0,1,3696.38,1.8EDY
True,True,False,1,48,3090.0,1,2735.56,1.48FQN
True,False,True,1,22,3600.0,1,2088.79,1.22FDY
False,False,False,1,1,3690.0,2,2032.31,1.1EDN
True,False,False,1,45,3210.0,2,1785.29,1.45FDN
True,True,False,1,39,2040.0,2,3525.29,1.39FQN
True,True,False,1,43,1800.0,2,3321.9,1.43FQN
True,False,False,1,34,3390.0,1,3985.42,1.34FDN
True,True,True,1,30,4290.0,1,1722.58,1.30FQY
True,False,True,1,24,3450.0,1,1818.79,1.24FDY
True,False,True,1,29,3570.0,2,4309.21,1.29FDY
False,True,True,1,4,3480.0,2,4496.23,1.4EQY
True,False,True,1,23,3000.0,1,2378.67,1.23FDY
True,False,False,1,44,1680.0,2,5002.73,1.44FDN
True,True,False,1,33,2820.0,1,3702.17,1.33FQN
True,True,True,1,31,2640.0,1,2698.94,1.31FQY
True,False,True,1,28,2910.0,2,2845.42,1.28FDY
True,True,False,1,38,5430.0,2,4945.42,1.38FQN
True,True,False,1,35,1470.0,1,4355.56,1.35FQN
True,True,False,1,42,2820.0,2,3692.46,1.42FQN
True,True,True,1,25,4260.0,1,2199.06,1.25FQY
False,True,False,1,10,4560.0,2,2258.67,1.10EQN
False,True,True,1,14,2940.0,2,1375.42,1.14EQY
True,False,True,10,25,3960.0,2,7595.96,10.25FDY
True,False,False,10,42,7080.0,1,299.75,10.42FDN
True,False,False,10,35,9150.0,2,1072.73,10.35FDN
False,True,True,10,1,6780.0,1,2139.48,10.1EQY
True,False,False,10,38,3540.0,1,9356.23,10.38FDN
True,True,True,10,28,4770.0,1,8598.79,10.28FQY
True,False,True,10,31,10260.0,2,1995.69,10.31FDY
False,True,False,10,8,3540.0,2,5439.06,10.8EQN
False,False,False,10,16,4050.0,1,9699.06,10.16EDN
False,True,True,10,12,5850.0,1,1909.21,10.12EQY
True,False,False,10,33,9870.0,2,1922.46,10.33FDN
True,True,False,10,44,4470.0,1,8036.23,10.44FQN
True,True,True,10,23,3570.0,2,7279.21,10.23FQY
True,True,True,10,29,5640.0,1,1902.58,10.29FQY
True,True,True,10,24,10020.0,2,1865.96,10.24FQY
True,True,False,10,34,3840.0,2,8626.5,10.34FQN
True,False,True,10,30,14250.0,2,2292.58,10.30FDY
True,False,False,10,43,3450.0,1,1822.31,10.43FDN
True,False,False,10,39,5220.0,1,5289.06,10.39FDN
False,False,False,10,4,3960.0,1,2309.33,10.4EDN
False,True,True,10,15,5310.0,1,8942.46,10.15EQY
False,True,False,10,11,7110.0,1,5019.9,10.11EQN
True,True,True,10,17,10770.0,2,1042.73,10.17FQY
True,True,False,10,45,5910.0,1,10462.73,10.45FQN
True,True,True,10,22,14010.0,2,955.83,10.22FQY
True,False,False,10,48,13050.0,2,3499.6,10.48FDN
True,False,False,10,40,5190.0,1,9859.21,10.40FDN
True,False,False,10,37,3300.0,2,8292.17,10.37FDN
True,True,True,10,27,3660.0,2,7749.06,10.27FQY
False,True,False,10,7,3780.0,1,10262.46,10.7EQN
False,False,True,10,3,4410.0,1,2206.5,10.3EDY
True,False,False,10,46,6420.0,1,6665.96,10.46FDN
False,False,True,10,5,4410.0,1,2105.96,10.5EDY
True,True,True,10,21,3990.0,2,7169.33,10.21FQY
False,False,True,10,10,5460.0,1,8232.58,10.10EDY
True,True,True,10,19,6750.0,1,6982.73,10.19FQY
False,False,False,10,14,6150.0,1,972.58,10.14EDN
False,True,False,10,13,6570.0,1,866.23,10.13EQN
True,True,True,10,26,10830.0,2,1875.69,10.26FQY
True,True,False,10,36,3300.0,2,5799.06,10.36FQN
True,False,True,10,32,3540.0,2,6149.33,10.32FDY
False,False,True,10,2,6660.0,1,7719.48,10.2EDY
True,False,False,10,41,5130.0,1,5599.21,10.41FDN
False,False,False,10,6,5280.0,1,6898.94,10.6EDN
True,True,True,10,20,3690.0,2,8129.75,10.20FQY
False,True,True,10,9,3900.0,2,9659.33,10.9EQY
True,False,False,10,47,5220.0,1,225.69,10.47FDN
True,True,True,10,18,6330.0,1,1632.58,10.18FQY
True,True,False,19,46,3720.0,2,9553.0,19.46FQN
False,False,False,19,8,4320.0,1,8165.96,19.8EDN
True,False,True,19,21,6420.0,1,21395.96,19.21FDY
False,False,True,19,1,4110.0,2,22216.1,19.1EDY
False,True,True,19,10,3990.0,2,35762.85,19.10EQY
False,True,False,19,14,19920.0,2,1439.33,19.14EQN
True,False,True,19,19,3330.0,2,15969.06,19.19FDY
True,True,False,19,37,4200.0,1,11495.96,19.37FQN
True,True,False,19,40,4680.0,2,19436.23,19.40FQN
True,False,True,19,27,4650.0,1,3156.77,19.27FDY
True,False,True,19,20,4740.0,1,14716.1,19.20FDY
False,True,False,19,4,28500.0,2,1456.1,19.4EQN
True,True,False,19,47,3510.0,2,12979.21,19.47FQN
True,False,True,19,18,3750.0,2,9669.48,19.18FDY
False,False,False,19,13,5730.0,2,9442.73,19.13EDN
True,False,False,19,36,4110.0,1,8755.83,19.36FDN
True,True,True,19,32,3750.0,1,10209.06,19.32FQY
True,False,True,19,26,4710.0,1,24953.12,19.26FDY
True,True,False,19,41,16290.0,2,1492.73,19.41FQN
False,True,False,19,16,3240.0,2,17899.21,19.16EQN
False,False,True,19,12,4470.0,2,7852.73,19.12EDY
False,False,False,19,7,3780.0,2,14510.02,19.7EDN
False,True,True,19,3,3630.0,2,12792.58,19.3EQY
True,True,False,19,33,6780.0,1,17049.48,19.33FQN
True,False,False,19,44,4590.0,2,11252.46,19.44FDN
True,False,True,19,23,4200.0,1,9729.06,19.23FDY
True,True,False,19,35,5370.0,1,28.94,19.35FQN
True,True,False,19,38,4650.0,2,12766.1,19.38FQN
True,True,True,19,25,5010.0,1,17136.38,19.25FQY
True,True,False,19,42,3000.0,2,17816.23,19.42FQN
False,True,True,19,5,4200.0,2,31465.83,19.5EQY
True,True,True,19,31,4590.0,1,30872.85,19.31FQY
True,False,True,19,28,4020.0,2,8968.94,19.28FDY
True,False,True,19,17,4680.0,1,568.94,19.17FDY
False,True,False,19,6,4170.0,2,8962.31,19.6EQN
True,False,False,19,45,16380.0,2,442.31,19.45FDN
True,False,True,19,22,4470.0,1,12746.23,19.22FDY
True,True,False,19,48,8100.0,1,15656.65,19.48FQN
False,True,True,19,2,4050.0,2,17699.75,19.2EQY
True,False,False,19,34,4800.0,1,24425.96,19.34FDN
True,True,True,19,30,4440.0,1,22129.21,19.30FQY
True,False,True,19,29,4500.0,2,21272.85,19.29FDY
True,False,True,19,24,3660.0,1,20562.17,19.24FDY
False,False,True,19,9,4680.0,1,15246.77,19.9EDY
True,True,False,19,39,3030.0,2,16012.73,19.39FQN
True,True,False,19,43,19800.0,2,868.94,19.43FQN
False,False,True,19,15,4170.0,2,11575.83,19.15EDY
False,False,False,19,11,9750.0,2,2553.27,19.11EDN
True,False,False,8,43,1320.0,1,4945.83,8.43FDN
True,False,False,8,39,2940.0,1,2165.56,8.39FDN
True,True,True,8,24,1410.0,2,11934.27,8.24FQY
True,True,True,8,29,2520.0,1,3912.58,8.29FQY
True,True,False,8,34,3540.0,2,4305.29,8.34FQN
False,False,False,8,3,1800.0,1,9090.17,8.3EDN
False,True,True,8,7,1740.0,1,5809.6,8.7EQY
True,False,True,8,30,1440.0,2,5929.21,8.30FDY
True,True,True,8,17,5610.0,2,6967.19,8.17FQY
False,True,True,8,13,3540.0,1,8469.9,8.13EQY
True,False,False,8,48,0,2,0.0,8.48FDN
False,False,False,8,5,2550.0,1,4218.79,8.5EDN
True,True,True,8,22,810.0,2,7545.69,8.22FQY
True,True,False,8,45,3900.0,1,1898.67,8.45FQN
True,True,True,8,28,1080.0,1,6410.02,8.28FQY
True,False,True,8,31,2400.0,2,4759.21,8.31FDY
False,False,False,8,2,1050.0,1,7642.73,8.2EDN
True,False,False,8,42,2940.0,1,9439.6,8.42FDN
True,False,True,8,25,3930.0,2,1878.79,8.25FDY
True,False,False,8,38,3360.0,1,2832.58,8.38FDN
True,False,False,8,35,840.0,2,4359.06,8.35FDN
False,False,True,8,6,2250.0,1,3015.29,8.6EDY
False,False,False,8,10,3660.0,1,708.79,8.10EDN
False,False,True,8,14,2430.0,1,1812.58,8.14EDY
True,True,True,8,23,3960.0,2,9620.02,8.23FQY
True,True,False,8,44,6960.0,1,9100.71,8.44FQN
False,True,False,8,9,1740.0,2,3982.31,8.9EQN
True,False,False,8,33,3210.0,2,2972.46,8.33FDN
True,False,False,8,41,0,1,8370.0,8.41FDN
False,True,False,8,1,4650.0,1,1325.96,8.1EQN
True,True,True,8,26,3630.0,2,7370.44,8.26FQY
False,True,True,8,8,1050.0,2,6377.33,8.8EQY
True,True,False,8,36,2940.0,2,3801.9,8.36FQN
True,False,True,8,32,1650.0,2,7523.54,8.32FDY
True,False,False,8,47,3150.0,1,3405.29,8.47FDN
True,True,True,8,20,3870.0,2,7084.08,8.20FQY
False,True,False,8,15,3870.0,1,2865.69,8.15EQN
True,True,True,8,18,960.0,1,5601.9,8.18FQY
False,True,True,8,11,6120.0,1,3859.6,8.11EQY
False,True,False,8,12,1590.0,1,2439.06,8.12EQN
False,False,True,8,16,1230.0,1,6682.73,8.16EDY
True,True,True,8,27,8820.0,2,1166.65,8.27FQY
True,False,False,8,40,4380.0,1,3109.6,8.40FDN
True,False,False,8,37,1020.0,2,6032.85,8.37FDN
False,False,True,8,4,2160.0,1,8588.0,8.4EDY
True,True,True,8,21,1170.0,2,6612.58,8.21FQY
True,False,False,8,46,3930.0,1,1812.17,8.46FDN
True,True,True,8,19,3510.0,1,3769.21,8.19FQY
False,True,False,21,10,4170.0,2,8529.9,21.10EQN
False,True,True,21,14,11190.0,2,642.58,21.14EQY
True,False,True,21,28,4680.0,2,5186.23,21.28FDY
True,True,True,21,31,4380.0,1,10423.81,21.31FQY
False,True,True,21,6,4560.0,2,9390.98,21.6EQY
True,True,False,21,42,5070.0,2,4989.06,21.42FQN
True,True,True,21,25,4680.0,1,7636.1,21.25FQY
True,True,False,21,38,5160.0,2,4339.21,21.38FQN
True,True,False,21,35,3990.0,1,3825.69,21.35FQN
False,True,False,21,2,5220.0,2,3162.17,21.2EQN
False,False,False,21,9,4020.0,1,5080.29,21.9EDN
True,False,True,21,23,3600.0,1,4578.79,21.23FDY
True,False,False,21,44,4020.0,2,5403.27,21.44FDN
True,True,False,21,33,4710.0,1,4699.6,21.33FQN
True,True,False,21,43,4320.0,2,7345.83,21.43FQN
True,True,False,21,39,3600.0,2,9463.4,21.39FQN
False,True,False,21,3,5160.0,2,4699.21,21.3EQN
False,False,True,21,7,4680.0,2,7766.23,21.7EDY
True,False,True,21,24,3840.0,1,6402.17,21.24FDY
True,False,True,21,29,5250.0,2,11591.52,21.29FDY
True,False,False,21,34,3660.0,1,6046.5,21.34FDN
True,True,True,21,30,5340.0,1,1196.23,21.30FQY
False,True,False,21,5,4410.0,2,6939.48,21.5EQN
True,True,False,21,48,5280.0,1,5423.12,21.48FQN
True,False,True,21,22,3480.0,1,3405.29,21.22FDY
True,False,False,21,45,4650.0,2,8233.0,21.45FDN
True,False,True,21,17,3840.0,1,4275.29,21.17FDY
False,False,True,21,13,4650.0,2,3807.06,21.13EDY
True,False,True,21,27,4140.0,1,3773.12,21.27FDY
False,True,True,21,4,5220.0,2,4016.23,21.4EQY
True,True,False,21,40,5880.0,2,5482.73,21.40FQN
True,True,False,21,37,3990.0,1,5829.48,21.37FQN
False,False,False,21,12,4470.0,2,3641.77,21.12EDN
False,True,True,21,16,4140.0,2,7239.06,21.16EQY
True,False,True,21,19,3900.0,2,7516.1,21.19FDY
True,False,True,21,21,3360.0,1,6022.31,21.21FDY
True,True,False,21,46,4710.0,2,6739.21,21.46FQN
True,True,False,21,41,5130.0,2,3569.75,21.41FQN
False,False,True,21,8,3030.0,1,6415.83,21.8EDY
True,False,True,21,26,3840.0,1,5546.65,21.26FDY
True,False,False,21,36,3900.0,1,6612.58,21.36FDN
False,False,False,21,1,5100.0,2,7585.83,21.1EDN
True,True,True,21,32,3870.0,1,5932.73,21.32FQY
False,False,False,21,15,4020.0,2,3892.31,21.15EDN
True,False,True,21,18,4890.0,2,5422.31,21.18FDY
False,False,True,21,11,4620.0,2,4825.42,21.11EDY
True,True,False,21,47,4980.0,2,3395.56,21.47FQN
True,False,True,21,20,4140.0,1,4128.79,21.20FDY
True,False,False,212,48,4350.0,2,3972.17,212.48FDN
False,False,False,212,3,4080.0,1,1758.79,212.3EDN
False,True,True,212,7,6210.0,1,1146.38,212.7EQY
True,True,False,212,45,4560.0,1,1899.06,212.45FQN
True,True,True,212,22,2700.0,2,705.29,212.22FQY
True,True,True,212,17,3690.0,2,3048.79,212.17FQY
False,True,True,212,13,3720.0,1,7768.94,212.13EQY
True,False,False,212,43,3480.0,1,2215.42,212.43FDN
True,False,False,212,39,3240.0,1,1225.42,212.39FDN
True,True,True,212,29,4530.0,1,2472.17,212.29FQY
True,True,True,212,24,2100.0,2,2289.06,212.24FQY
True,False,True,212,30,4830.0,2,5975.56,212.30FDY
False,False,False,212,5,3690.0,1,1718.67,212.5EDN
True,True,False,212,34,6720.0,2,3815.96,212.34FQN
False,False,False,212,2,3930.0,1,4491.9,212.2EDN
True,True,False,212,44,4650.0,1,2692.31,212.44FQN
True,True,True,212,23,4380.0,2,1722.17,212.23FQY
True,False,False,212,33,6510.0,2,1918.52,212.33FDN
False,False,True,212,6,4500.0,1,2725.83,212.6EDY
False,False,False,212,10,4890.0,1,5819.33,212.10EDN
False,False,True,212,14,3540.0,1,5815.42,212.14EDY
True,True,True,212,28,3450.0,1,4258.52,212.28FQY
True,False,True,212,31,5610.0,2,4292.04,212.31FDY
True,False,True,212,25,6870.0,2,1905.69,212.25FDY
True,False,False,212,42,3720.0,1,3818.67,212.42FDN
True,False,False,212,35,1830.0,2,1458.4,212.35FDN
True,False,False,212,38,4110.0,1,5305.42,212.38FDN
False,True,False,212,9,2850.0,2,4755.29,212.9EQN
False,True,False,212,15,3000.0,1,3899.33,212.15EQN
True,True,True,212,18,4650.0,1,1858.94,212.18FQY
False,True,True,212,11,4260.0,1,6425.56,212.11EQY
False,True,False,212,1,4410.0,1,1672.31,212.1EQN
True,False,False,212,47,3210.0,1,928.52,212.47FDN
False,True,True,212,8,4680.0,2,2819.33,212.8EQY
True,True,True,212,20,3570.0,2,5118.79,212.20FQY
True,False,False,212,41,3420.0,1,671.77,212.41FDN
True,True,True,212,26,5670.0,2,2668.52,212.26FQY
True,False,True,212,32,2280.0,2,2068.94,212.32FDY
True,True,False,212,36,7050.0,2,2642.85,212.36FQN
True,True,True,212,19,3150.0,1,2445.29,212.19FQY
True,True,True,212,21,12210.0,2,2519.33,212.21FQY
False,False,True,212,4,4410.0,1,2079.06,212.4EDY
True,False,False,212,46,3450.0,1,3318.79,212.46FDN
True,True,True,212,27,4230.0,2,5088.79,212.27FQY
True,False,False,212,40,4170.0,1,4802.04,212.40FDN
True,False,False,212,37,4140.0,2,2628.4,212.37FDN
False,False,True,212,16,3570.0,1,2438.67,212.16EDY
False,True,False,212,12,3540.0,1,3401.77,212.12EQN
True,False,True,215,22,5010.0,2,2428.52,215.22FDY
True,False,False,215,45,3600.0,1,4309.21,215.45FDN
False,True,True,215,2,3690.0,2,3872.04,215.2EQY
True,True,False,215,48,5400.0,2,3222.58,215.48FQN
False,True,False,215,6,6570.0,2,3492.58,215.6EQN
True,False,True,215,17,3660.0,2,3789.06,215.17FDY
False,False,True,215,15,3780.0,1,1285.42,215.15EDY
False,False,False,215,11,3480.0,1,2752.31,215.11EDN
True,False,False,215,34,4860.0,2,2955.69,215.34FDN
True,True,True,215,30,6270.0,2,4932.17,215.30FQY
True,False,True,215,24,5850.0,2,2825.15,215.24FDY
True,False,True,215,29,6180.0,1,4860.17,215.29FDY
True,True,False,215,39,3030.0,1,2508.79,215.39FQN
False,False,True,215,9,5190.0,1,5195.96,215.9EDY
True,True,False,215,43,3090.0,1,1418.67,215.43FQN
True,True,False,215,33,3450.0,2,3552.17,215.33FQN
True,False,True,215,23,8070.0,2,958.52,215.23FDY
True,False,False,215,44,3330.0,1,2162.04,215.44FDN
False,True,True,215,3,6360.0,2,4240.29,215.3EQY
False,False,False,215,7,6450.0,2,3232.31,215.7EDN
False,True,False,215,16,3090.0,1,2435.56,215.16EQN
False,False,True,215,12,3870.0,1,3618.79,215.12EDY
True,True,False,215,38,4290.0,1,2925.69,215.38FQN
True,True,False,215,35,6570.0,2,3259.6,215.35FQN
True,True,False,215,42,3990.0,1,5589.48,215.42FQN
True,True,True,215,25,8370.0,2,1178.67,215.25FQY
True,True,True,215,31,3390.0,2,3749.33,215.31FQY
False,True,True,215,5,6360.0,2,1668.79,215.5EQY
True,False,True,215,28,3360.0,1,2986.1,215.28FDY
True,False,True,215,18,4080.0,1,2642.46,215.18FDY
True,False,True,215,20,4920.0,2,855.69,215.20FDY
True,True,False,215,47,3270.0,1,2565.29,215.47FQN
False,True,False,215,4,4020.0,2,3878.67,215.4EQN
True,False,False,215,36,4290.0,2,2378.67,215.36FDN
True,True,True,215,32,2970.0,2,4375.42,215.32FQY
True,False,True,215,26,6240.0,2,3188.67,215.26FDY
True,True,False,215,41,3540.0,1,8198.67,215.41FQN
False,False,False,215,13,2850.0,1,3138.4,215.13EDN
False,True,True,215,10,4260.0,1,3892.73,215.10EQY
False,True,False,215,14,3240.0,1,5895.29,215.14EQN
True,False,True,215,19,2790.0,1,4608.4,215.19FDY
True,True,False,215,46,3600.0,1,1808.67,215.46FQN
False,False,True,215,1,4470.0,2,4299.06,215.1EDY
True,False,True,215,21,5250.0,2,2432.04,215.21FDY
False,False,False,215,8,3300.0,1,2995.42,215.8EDN
True,True,False,215,37,6030.0,2,2452.31,215.37FQN
True,True,False,215,40,4170.0,1,2098.94,215.40FQN
True,False,True,215,27,7890.0,2,2679.06,215.27FDY
True,False,False,214,43,4320.0,1,3709.21,214.43FDN
True,False,False,214,39,4080.0,1,9589.21,214.39FDN
True,True,True,214,24,5160.0,2,1532.46,214.24FQY
True,True,True,214,29,4860.0,1,1979.33,214.29FQY
True,False,True,214,30,5820.0,2,6656.65,214.30FDY
True,True,False,214,34,9000.0,2,2593.0,214.34FQN
False,True,False,214,11,6060.0,1,3970.29,214.11EQN
False,True,True,214,15,4590.0,1,1055.96,214.15EQY
False,False,False,214,4,4860.0,1,1875.69,214.4EDN
True,True,True,214,17,4740.0,2,1399.21,214.17FQY
True,False,False,214,48,6840.0,2,2663.12,214.48FDN
True,True,True,214,22,4200.0,2,1572.58,214.22FQY
True,True,False,214,45,4830.0,1,2576.23,214.45FQN
True,True,True,214,28,4290.0,1,3905.96,214.28FQY
True,False,True,214,31,4620.0,2,10393.0,214.31FDY
True,False,False,214,42,6600.0,1,1599.9,214.42FDN
True,False,True,214,25,1770.0,2,1346.23,214.25FDY
True,False,False,214,38,4470.0,1,1835.56,214.38FDN
True,False,False,214,35,5520.0,2,1162.31,214.35FDN
False,True,False,214,8,4290.0,2,1562.46,214.8EQN
False,True,True,214,12,6000.0,1,1663.0,214.12EQY
False,False,False,214,16,5130.0,1,6569.33,214.16EDN
False,True,True,214,1,4740.0,1,1242.58,214.1EQY
True,True,True,214,23,5130.0,2,2019.06,214.23FQY
True,True,False,214,44,4680.0,1,2095.83,214.44FQN
True,False,False,214,33,4890.0,2,1942.31,214.33FDN
False,True,False,214,13,4830.0,1,2439.06,214.13EQN
False,True,True,214,9,6000.0,2,1712.46,214.9EQY
True,False,False,214,41,4470.0,1,1732.31,214.41FDN
True,True,True,214,26,5670.0,2,2939.33,214.26FQY
True,False,True,214,32,5700.0,2,2312.85,214.32FDY
True,True,False,214,36,4320.0,2,2492.46,214.36FQN
True,False,False,214,47,4200.0,1,4259.33,214.47FDN
True,True,True,214,20,4200.0,2,1702.31,214.20FQY
False,False,False,214,6,5340.0,1,3216.38,214.6EDN
False,False,True,214,2,4560.0,1,11765.56,214.2EDY
True,True,True,214,18,5220.0,1,3113.12,214.18FQY
False,False,True,214,5,5070.0,1,3056.65,214.5EDY
True,True,True,214,27,4860.0,2,3542.85,214.27FQY
True,False,False,214,40,4800.0,1,1089.06,214.40FDN
True,False,False,214,37,5310.0,2,1182.58,214.37FDN
True,True,True,214,21,9420.0,2,2983.4,214.21FQY
True,False,False,214,46,5490.0,1,5116.1,214.46FDN
False,False,True,214,3,4860.0,1,2479.21,214.3EDY
True,True,True,214,19,3930.0,1,2645.56,214.19FQY
False,True,False,214,7,5850.0,1,12770.02,214.7EQN
False,False,False,214,14,4320.0,1,2882.04,214.14EDN
False,False,True,214,10,4650.0,1,1600.29,214.10EDY
True,True,False,209,41,5100.0,2,2315.15,209.41FQN
True,False,False,209,36,3420.0,1,808.52,209.36FDN
True,True,True,209,32,3270.0,1,2672.04,209.32FQY
True,False,True,209,26,3450.0,1,4418.67,209.26FDY
True,True,False,209,47,5250.0,2,2445.29,209.47FQN
True,False,True,209,20,4020.0,1,2748.79,209.20FDY
False,True,True,209,4,5310.0,2,2465.56,209.4EQY
False,False,False,209,15,4590.0,2,798.4,209.15EDN
False,False,True,209,11,3600.0,2,3441.9,209.11EDY
True,False,True,209,18,6000.0,2,2002.31,209.18FDY
False,False,False,209,12,3360.0,2,3065.15,209.12EDN
False,True,True,209,16,4920.0,2,958.52,209.16EQY
True,False,True,209,27,3330.0,1,2511.9,209.27FDY
True,True,False,209,37,3090.0,1,1575.29,209.37FQN
True,True,False,209,40,5400.0,2,3475.42,209.40FQN
True,False,True,209,21,3600.0,1,1975.42,209.21FDY
False,False,False,209,1,5220.0,2,2262.17,209.1EDN
True,True,False,209,46,3990.0,2,6102.58,209.46FQN
False,False,True,209,8,3960.0,1,1842.58,209.8EDY
True,False,True,209,19,4530.0,2,1425.29,209.19FDY
True,True,False,209,39,4860.0,2,1101.9,209.39FQN
True,True,False,209,43,4950.0,2,958.52,209.43FQN
False,False,False,209,9,5160.0,1,1989.06,209.9EDN
True,False,False,209,34,3870.0,1,1308.79,209.34FDN
True,True,True,209,30,3690.0,1,1542.17,209.30FQY
True,False,True,209,24,3180.0,1,1758.79,209.24FDY
True,False,True,209,29,5670.0,2,2002.31,209.29FDY
False,False,True,209,13,3570.0,2,3625.42,209.13EDY
True,False,True,209,17,3960.0,1,2425.83,209.17FDY
True,True,False,209,48,4320.0,1,1005.69,209.48FQN
False,True,False,209,2,3840.0,2,3011.77,209.2EQN
True,False,True,209,22,3570.0,1,1892.04,209.22FDY
True,False,False,209,45,5640.0,2,718.52,209.45FDN
False,True,True,209,6,5640.0,2,2638.94,209.6EQY
True,True,True,209,31,3450.0,1,2252.04,209.31FQY
True,False,True,209,28,5130.0,2,2082.17,209.28FDY
True,True,False,209,38,5100.0,2,1922.04,209.38FQN
False,True,False,209,5,4890.0,2,821.77,209.5EQN
True,True,False,209,35,2970.0,1,2012.04,209.35FQN
True,True,False,209,42,6810.0,2,2042.46,209.42FQN
True,True,True,209,25,3870.0,1,1075.42,209.25FQY
False,True,False,209,10,6600.0,2,1542.17,209.10EQN
False,True,True,209,14,3720.0,2,4158.79,209.14EQY
True,False,True,209,23,3840.0,1,1278.79,209.23FDY
True,False,False,209,44,5190.0,2,2962.31,209.44FDN
False,True,False,209,3,4920.0,2,2539.21,209.3EQN
False,False,True,209,7,3120.0,2,5562.17,209.7EDY
True,True,False,209,33,4020.0,1,2075.15,209.33FQN
True,False,True,207,17,7950.0,2,3958.94,207.17FDY
True,False,False,207,45,4200.0,1,7109.33,207.45FDN
True,False,True,207,22,5010.0,2,6088.94,207.22FDY
True,True,False,207,48,10920.0,2,732.58,207.48FQN
True,True,True,207,30,10350.0,2,5906.23,207.30FQY
True,False,False,207,34,5310.0,2,4672.31,207.34FDN
False,False,False,207,8,3990.0,1,5582.46,207.8EDN
True,False,True,207,29,3900.0,1,7045.83,207.29FDY
True,False,True,207,24,8010.0,2,3105.69,207.24FDY
True,True,False,207,39,4200.0,1,648.79,207.39FQN
False,False,True,207,1,4260.0,2,6022.73,207.1EDY
True,True,False,207,43,3390.0,1,4825.42,207.43FQN
False,False,True,207,15,5160.0,1,3469.21,207.15EDY
False,False,False,207,11,4230.0,1,3072.58,207.11EDN
