Filename,Leading,Trailing,RecLength
14.30FDY_r1.wav,-1,-1,-1
14.30FDY_r2.wav,7750,1050,12550
14.31FDY_r1.wav,850,950,5850
14.31FDY_r2.wav,7650,1300,11450
14.32FDY_r1.wav,1900,1600,6650
14.32FDY_r2.wav,1750,1300,8950
14.33FDN_r1.wav,-1,-1,-1
14.33FDN_r2.wav,11750,700,14250
14.34FQN_r1.wav,550,1200,5300
14.34FQN_r2.wav,6650,1500,11450
14.35FDN_r1.wav,400,450,4600
14.35FDN_r2.wav,5300,1400,9050
14.36FQN_r1.wav,1800,950,5200
14.36FQN_r2.wav,13500,3550,19950
14.37FDN_r1.wav,1050,1600,5200
14.37FDN_r2.wav,5250,1200,14050
14.38FDN_r1.wav,950,550,5200
14.38FDN_r2.wav,9600,600,13600
14.39FDN_r1.wav,-1,-1,-1
14.39FDN_r2.wav,4300,3600,9750
14.3EDY_r1.wav,3200,1050,6200
14.3EDY_r2.wav,9400,650,13250
14.40FDN_r1.wav,1350,600,4950
14.40FDN_r2.wav,5850,400,9500
14.41FDN_r1.wav,1650,1300,6450
14.41FDN_r2.wav,11700,0,15600
14.42FDN_r1.wav,2100,1100,6550
14.42FDN_r2.wav,8600,1650,12900
14.43FDN_r1.wav,1000,850,4600
14.43FDN_r2.wav,5550,350,9850
14.44FQN_r1.wav,-1,-1,-1
14.44FQN_r2.wav,12700,1300,15850
14.45FQN_r1.wav,1450,950,5850
14.45FQN_r2.wav,10350,900,14500
14.46FDN_r1.wav,1200,1600,6550
14.46FDN_r2.wav,10000,600,13350
14.47FDN_r1.wav,-1,-1,-1
14.47FDN_r2.wav,2050,7000,11200
14.48FDN_r1.wav,-1,-1,-1
14.48FDN_r2.wav,6100,1350,11300
14.4EDN_r1.wav,1250,750,4950
14.4EDN_r2.wav,7150,15300,24100
14.5EDY_r1.wav,-1,-1,-1
14.5EDY_r2.wav,7950,1600,11900
14.6EDN_r1.wav,-1,-1,-1
14.6EDN_r2.wav,9400,1100,12650
14.7EQN_r1.wav,-1,-1,-1
14.7EQN_r2.wav,8450,0,10950
14.8EQN_r1.wav,750,2400,4850
14.8EQN_r2.wav,4550,1300,9750
14.9EQY_r1.wav,-1,-1,-1
14.9EQY_r2.wav,13200,3150,19950
15.101P101_r1.wav,650,1350,4850
15.101P101_r2.wav,11450,950,15750
15.102P102_r1.wav,350,1350,5550
15.102P102_r2.wav,9700,1100,14500
15.103P103_r1.wav,1600,0,3700
15.103P103_r2.wav,7550,800,11200
15.104P104_r1.wav,2000,350,4050
15.104P104_r2.wav,7050,1000,9750
15.10EQY_r1.wav,500,650,5550
15.10EQY_r2.wav,17450,700,19800
15.11EDN_r1.wav,1100,350,4050
15.11EDN_r2.wav,6000,1900,9850
15.12EDY_r1.wav,1700,700,4850
15.12EDY_r2.wav,8250,750,11550
15.13EDN_r1.wav,800,950,4300
15.13EDN_r2.wav,2800,10450,15600
15.14EQN_r1.wav,700,500,4050
15.14EQN_r2.wav,7100,550,10400
15.15EDY_r1.wav,450,800,4300
15.15EDY_r2.wav,7350,950,11650
15.16EQN_r1.wav,-1,-1,-1
15.16EQN_r2.wav,18900,1200,23550
15.17FDY_r1.wav,400,300,4300
15.17FDY_r2.wav,5500,750,10200
15.18FDY_r1.wav,450,300,4150
15.18FDY_r2.wav,9150,500,12000
15.19FDY_r1.wav,500,550,4150
15.19FDY_r2.wav,7350,1200,10050
15.1EDY_r1.wav,3250,750,5850
15.1EDY_r2.wav,9500,1050,12800
15.20FDY_r1.wav,800,1100,4750
15.20FDY_r2.wav,6450,750,10650
15.21FDY_r1.wav,2050,2000,5300
15.21FDY_r2.wav,6900,1500,11650
15.22FDY_r1.wav,700,0,4050
15.22FDY_r2.wav,7150,800,9400
15.23FDY_r1.wav,1500,0,3950
15.23FDY_r2.wav,7950,600,10650
15.24FDY_r1.wav,550,1000,4850
15.24FDY_r2.wav,9100,950,11750
15.25FQY_r1.wav,1950,600,4850
15.25FQY_r2.wav,8750,0,14050
15.26FDY_r1.wav,600,900,4750
15.26FDY_r2.wav,6850,350,9250
15.27FDY_r1.wav,550,450,4300
15.27FDY_r2.wav,7350,900,10400
15.28FDY_r1.wav,800,550,4400
15.28FDY_r2.wav,6400,700,10750
15.29FDY_r1.wav,2300,400,4150
15.29FDY_r2.wav,7000,350,11200
15.2EQY_r1.wav,2600,450,4600
15.2EQY_r2.wav,5650,950,10050
15.30FQY_r1.wav,2200,350,5400
15.30FQY_r2.wav,8650,900,12350
15.31FQY_r1.wav,2650,1100,5200
15.31FQY_r2.wav,11350,850,14350
15.32FQY_r1.wav,1900,0,3700
15.32FQY_r2.wav,6500,650,8800
15.33FQN_r1.wav,1600,500,5100
15.33FQN_r2.wav,9700,750,12350
15.34FDN_r1.wav,400,600,4300
15.34FDN_r2.wav,12150,850,14500
15.35FQN_r1.wav,1700,0,3950
15.35FQN_r2.wav,7300,800,10200
15.36FDN_r1.wav,450,800,4500
15.36FDN_r2.wav,9400,1050,12450
15.37FQN_r1.wav,600,700,4750
15.37FQN_r2.wav,14400,850,17900
15.38FQN_r1.wav,650,450,4150
15.38FQN_r2.wav,9550,700,13800
15.39FQN_r1.wav,-1,-1,-1
15.39FQN_r2.wav,8000,1400,10950
15.3EQY_r1.wav,500,700,4850
15.3EQY_r2.wav,8000,650,12450
15.40FQN_r1.wav,750,400,4600
15.40FQN_r2.wav,9200,1000,13450
15.41FQN_r1.wav,600,550,4150
15.41FQN_r2.wav,8700,650,10650
15.42FQN_r1.wav,700,0,4850
15.42FQN_r2.wav,9600,600,14150
15.43FQN_r1.wav,400,750,4300
15.43FQN_r2.wav,8550,500,11200
15.44FDN_r1.wav,1450,300,4150
15.44FDN_r2.wav,7450,700,11650
15.45FDN_r1.wav,2350,350,4600
15.45FDN_r2.wav,10800,800,13450
15.46FQN_r1.wav,1500,500,4500
15.46FQN_r2.wav,7200,850,10650
15.47FQN_r1.wav,2100,850,4150
15.47FQN_r2.wav,11650,700,13800
15.48FQN_r1.wav,-1,-1,-1
15.48FQN_r2.wav,12100,900,15600
15.4EQN_r1.wav,1550,700,4500
15.4EQN_r2.wav,8850,700,13900
15.5EQY_r1.wav,1400,650,4600
15.5EQY_r2.wav,8050,1150,11450
15.6EQN_r1.wav,1350,700,4300
15.6EQN_r2.wav,9750,1050,13250
15.7EDN_r1.wav,1400,350,4050
15.7EDN_r2.wav,16250,1250,19800
15.8EDN_r1.wav,450,600,4050
15.8EDN_r2.wav,7000,800,10750
15.9EDY_r1.wav,1550,750,4850
15.9EDY_r2.wav,8600,1000,12000
16.101P101_r1.wav,-1,-1,-1
16.101P101_r2.wav,2700,1150,13700
16.102P102_r1.wav,2300,1350,5850
16.102P102_r2.wav,4700,0,10050
16.103P103_r1.wav,2550,2200,6650
16.103P103_r2.wav,6800,2600,12550
16.104P104_r1.wav,2450,2000,5750
16.104P104_r2.wav,11300,0,14600
16.10EDN_r1.wav,1350,1800,5650
16.10EDN_r2.wav,21100,2350,25500
16.11EQY_r1.wav,850,1300,5200
16.11EQY_r2.wav,12300,600,18250
16.12EQN_r1.wav,1850,1600,6000
16.12EQN_r2.wav,10450,550,12650
16.13EQY_r1.wav,2700,1200,5300
16.13EQY_r2.wav,12600,1650,17750
16.14EDY_r1.wav,1500,1200,5200
16.14EDY_r2.wav,7600,0,12000
16.15EQN_r1.wav,3050,1050,5750
16.15EQN_r2.wav,9450,2250,14050
16.16EDY_r1.wav,800,1100,4750
16.16EDY_r2.wav,14450,550,16850
16.17FQY_r1.wav,-1,-1,-1
16.17FQY_r2.wav,7800,1250,11650
16.18FQY_r1.wav,-1,-1,-1
16.18FQY_r2.wav,11850,1150,17450
16.19FQY_r1.wav,-1,-1,-1
16.19FQY_r2.wav,7800,1300,12800
16.1EQN_r1.wav,3550,1300,6100
16.1EQN_r2.wav,12350,1200,17550
16.20FQY_r1.wav,900,1300,5750
16.20FQY_r2.wav,10600,1450,15850
16.21FQY_r1.wav,3500,1250,6300
16.21FQY_r2.wav,10900,1450,17550
16.22FQY_r1.wav,2550,1800,6200
16.22FQY_r2.wav,8100,1500,14950
16.23FQY_r1.wav,-1,-1,-1
16.23FQY_r2.wav,7350,1200,10950
16.24FQY_r1.wav,750,900,5200
16.24FQY_r2.wav,2650,14300,18700
16.25FDY_r1.wav,-1,-1,-1
16.25FDY_r2.wav,14050,7550,24450
16.26FQY_r1.wav,-1,-1,-1
16.26FQY_r2.wav,11950,1200,15400
16.27FQY_r1.wav,1850,1650,6800
16.27FQY_r2.wav,11250,1600,16550
16.28FQY_r1.wav,3350,0,5100
16.28FQY_r2.wav,7850,2600,15400
16.29FQY_r1.wav,-1,-1,-1
16.29FQY_r2.wav,-1,-1,-1
16.2EDN_r1.wav,700,1700,5850
16.2EDN_r2.wav,7750,2400,15400
16.30FDY_r1.wav,750,650,5850
16.30FDY_r2.wav,12350,1250,18000
16.31FDY_r1.wav,2900,750,5100
16.31FDY_r2.wav,13400,750,15950
16.32FDY_r1.wav,700,1400,5100
16.32FDY_r2.wav,9900,0,12550
16.33FDN_r1.wav,1800,2400,6900
16.33FDN_r2.wav,3600,1700,16750
16.34FQN_r1.wav,550,2000,6800
16.34FQN_r2.wav,17350,1400,21500
16.35FDN_r1.wav,-1,-1,-1
16.35FDN_r2.wav,9300,1800,13700
16.36FQN_r1.wav,2700,600,5400
16.36FQN_r2.wav,14600,1350,18700
16.37FDN_r1.wav,750,1850,5550
16.37FDN_r2.wav,6800,1550,13000
16.38FDN_r1.wav,-1,-1,-1
16.38FDN_r2.wav,6700,0,12550
16.39FDN_r1.wav,2150,750,4150
16.39FDN_r2.wav,7550,600,12350
16.3EDN_r1.wav,4050,0,5550
16.3EDN_r2.wav,3250,2100,18100
16.40FDN_r1.wav,1250,950,5300
16.40FDN_r2.wav,10950,1450,13900
16.41FDN_r1.wav,1000,1750,5650
16.41FDN_r2.wav,16050,1300,18550
16.42FDN_r1.wav,550,1350,5300
16.42FDN_r2.wav,10550,1350,15300
16.43FDN_r1.wav,850,1100,4400
16.43FDN_r2.wav,7300,2300,12650
16.44FQN_r1.wav,2400,1250,5850
16.44FQN_r2.wav,11700,2300,17200
16.45FQN_r1.wav,850,800,5200
16.45FQN_r2.wav,11100,1750,15600
16.46FDN_r1.wav,1950,1400,7000
16.46FDN_r2.wav,10900,400,13700
16.47FDN_r1.wav,1700,900,4500
16.47FDN_r2.wav,10300,3450,15600
16.48FDN_r1.wav,3950,450,6300
16.48FDN_r2.wav,9700,4350,16400
16.4EDY_r1.wav,-1,-1,-1
16.4EDY_r2.wav,7150,0,13250
16.5EDN_r1.wav,900,1650,5550
16.5EDN_r2.wav,9300,1600,12900
16.6EDY_r1.wav,2000,900,4950
16.6EDY_r2.wav,8000,1900,12900
16.7EQY_r1.wav,700,500,6200
16.7EQY_r2.wav,5550,12150,18900
16.8EQY_r1.wav,-1,-1,-1
16.8EQY_r2.wav,14350,2250,23900
16.9EQN_r1.wav,2250,1550,6200
16.9EQN_r2.wav,9000,1300,12350
17.101P101_r1.wav,-1,-1,-1
17.101P101_r2.wav,6150,2300,13150
17.102P102_r1.wav,-1,-1,-1
17.102P102_r2.wav,3400,1550,8150
17.103P103_r1.wav,2350,300,6100
17.103P103_r2.wav,5250,0,6550
17.104P104_r1.wav,1600,0,6450
17.104P104_r2.wav,7050,1800,11900
17.10EQN_r1.wav,4650,2250,8250
17.10EQN_r2.wav,6350,4600,13800
17.11EDY_r1.wav,1850,350,4600
17.11EDY_r2.wav,2200,1150,7800
17.12EDN_r1.wav,3900,0,6300
17.12EDN_r2.wav,2000,900,6550
17.13EDY_r1.wav,2800,500,5200
17.13EDY_r2.wav,5600,1250,9850
17.14EQY_r1.wav,1800,0,5300
17.14EQY_r2.wav,2500,0,9050
17.15EDN_r1.wav,-1,-1,-1
17.15EDN_r2.wav,4500,2600,9400
17.16EQY_r1.wav,2000,0,5200
17.16EQY_r2.wav,8650,3300,15400
17.17FDY_r1.wav,-1,-1,-1
17.17FDY_r2.wav,6300,3000,11100
17.18FDY_r1.wav,-1,-1,-1
17.18FDY_r2.wav,9200,500,13700
17.19FDY_r1.wav,1600,0,4400
17.19FDY_r2.wav,5200,1350,9850
17.1EDN_r1.wav,1050,0,5650
17.1EDN_r2.wav,2950,2900,12000
17.20FDY_r1.wav,550,0,5200
17.20FDY_r2.wav,3400,4900,11450
17.21FDY_r1.wav,1500,1400,7700
17.21FDY_r2.wav,6950,1600,12200
17.22FDY_r1.wav,800,900,8250
17.22FDY_r2.wav,-1,-1,-1
17.23FDY_r1.wav,1800,550,4400
17.23FDY_r2.wav,2350,3000,7550
17.24FDY_r1.wav,2400,2200,6800
17.24FDY_r2.wav,8100,1300,12650
17.25FQY_r1.wav,350,2300,6300
17.25FQY_r2.wav,7700,1550,13700
17.26FDY_r1.wav,2850,400,5200
17.26FDY_r2.wav,3950,0,8350
17.27FDY_r1.wav,1900,0,5750
17.27FDY_r2.wav,5450,1700,10650
17.28FDY_r1.wav,-1,-1,-1
17.28FDY_r2.wav,6250,0,8800
17.29FDY_r1.wav,-1,-1,-1
17.29FDY_r2.wav,2950,800,8500
17.2EQN_r1.wav,3900,450,6900
17.2EQN_r2.wav,6450,1000,8700
17.30FQY_r1.wav,2250,900,8150
17.30FQY_r2.wav,9500,1650,14500
17.31FQY_r1.wav,1600,0,6450
17.31FQY_r2.wav,6350,2700,14150
17.32FQY_r1.wav,1300,1050,5650
17.32FQY_r2.wav,3400,850,11300
17.33FQN_r1.wav,3150,700,8150
17.33FQN_r2.wav,2700,2200,11550
17.34FDN_r1.wav,-1,-1,-1
17.34FDN_r2.wav,7750,800,11650
17.35FQN_r1.wav,2800,0,5400
17.35FQN_r2.wav,6350,750,9850
17.36FDN_r1.wav,-1,-1,-1
17.36FDN_r2.wav,5900,1050,9400
17.37FQN_r1.wav,-1,-1,-1
17.37FQN_r2.wav,4050,2300,10050
17.38FQN_r1.wav,1950,2600,6800
17.38FQN_r2.wav,4650,0,7000
17.39FQN_r1.wav,1250,900,5550
17.39FQN_r2.wav,3050,8050,13600
17.3EQN_r1.wav,-1,-1,-1
17.3EQN_r2.wav,4500,1100,11100
17.40FQN_r1.wav,2300,600,6550
17.40FQN_r2.wav,5950,2400,10750
17.41FQN_r1.wav,-1,-1,-1
17.41FQN_r2.wav,1850,1000,7700
17.42FQN_r1.wav,4800,0,6800
17.42FQN_r2.wav,2600,400,9050
17.43FQN_r1.wav,2100,0,5850
17.43FQN_r2.wav,5200,1900,10750
17.44FDN_r1.wav,1100,1000,6900
17.44FDN_r2.wav,5850,0,7700
17.45FDN_r1.wav,2500,0,5400
17.45FDN_r2.wav,2450,5600,10650
17.46FQN_r1.wav,3850,550,5850
17.46FQN_r2.wav,7100,1150,11450
17.47FQN_r1.wav,1550,800,6000
17.47FQN_r2.wav,3350,1150,9400
17.48FQN_r1.wav,2700,2100,8800
17.48FQN_r2.wav,10700,1650,14050
17.4EQY_r1.wav,-1,-1,-1
17.4EQY_r2.wav,3150,2600,9150
17.5EQN_r1.wav,5750,0,9400
17.5EQN_r2.wav,3800,0,8500
17.6EQY_r1.wav,2600,0,5650
17.6EQY_r2.wav,13150,0,14600
17.7EDY_r1.wav,450,950,7450
17.7EDY_r2.wav,6550,2550,15950
17.8EDY_r1.wav,1600,3050,6900
17.8EDY_r2.wav,10000,1200,13600
17.9EDN_r1.wav,3300,950,7450
17.9EDN_r2.wav,-1,-1,-1
19.101P101_r1.wav,1200,1750,6450
19.101P101_r2.wav,12300,1250,21500
19.102P102_r1.wav,3550,1950,7000
19.102P102_r2.wav,19450,3500,27050
19.103P103_r1.wav,-1,-1,-1
19.103P103_r2.wav,9400,3900,19500
19.104P104_r1.wav,500,1700,7100
19.104P104_r2.wav,53550,221400,276750
19.10EQY_r1.wav,2200,1850,7100
19.10EQY_r2.wav,34550,3750,41800
19.11EDN_r1.wav,2300,2900,8150
19.11EDN_r2.wav,5650,1900,9750
19.12EDY_r1.wav,2300,3250,6800
19.12EDY_r2.wav,9300,0,12100
19.13EDN_r1.wav,-1,-1,-1
19.13EDN_r2.wav,-1,-1,-1
19.14EQN_r1.wav,-1,-1,-1
19.14EQN_r2.wav,16400,1400,19950
19.15EDY_r1.wav,1800,1250,6200
19.15EDY_r2.wav,9450,0,15150
19.16EQN_r1.wav,400,0,6300
19.16EQN_r2.wav,2200,15900,20500
19.17FDY_r1.wav,-1,-1,-1
19.17FDY_r2.wav,1250,1200,15150
19.18FDY_r1.wav,400,1700,7000
19.18FDY_r2.wav,8200,0,12450
19.19FDY_r1.wav,-1,-1,-1
19.19FDY_r2.wav,6200,11300,19000
19.1EDY_r1.wav,-1,-1,-1
19.1EDY_r2.wav,16100,9500,27550
19.20FDY_r1.wav,850,1300,6900
19.20FDY_r2.wav,5150,4900,20700
19.21FDY_r1.wav,750,0,6550
19.21FDY_r2.wav,22300,3350,28300
19.22FDY_r1.wav,3250,1950,7250
19.22FDY_r2.wav,13900,950,16850
19.23FDY_r1.wav,2050,1500,6000
19.23FDY_r2.wav,8150,0,13000
19.24FDY_r1.wav,2250,700,5400
19.24FDY_r2.wav,18100,0,24700
19.25FQY_r1.wav,-1,-1,-1
19.25FQY_r2.wav,17100,1000,21500
19.26FDY_r1.wav,6350,0,7800
19.26FDY_r2.wav,17050,10600,29350
19.27FDY_r1.wav,1500,3650,8600
19.27FDY_r2.wav,14850,1700,19700
19.28FDY_r1.wav,700,0,5650
19.28FDY_r2.wav,6300,3150,15500
19.29FDY_r1.wav,1150,1850,7100
19.29FDY_r2.wav,16400,600,26750
19.2EQY_r1.wav,5950,0,7700
19.2EQY_r2.wav,16200,2050,21500
19.30FQY_r1.wav,-1,-1,-1
19.30FQY_r2.wav,21350,1100,26850
19.31FQY_r1.wav,2100,950,7100
19.31FQY_r2.wav,16650,18450,36600
19.32FQY_r1.wav,-1,-1,-1
19.32FQY_r2.wav,8350,3400,13800
19.33FQN_r1.wav,1000,3150,7000
19.33FQN_r2.wav,17250,2650,22200
19.34FDN_r1.wav,3000,950,6550
19.34FDN_r2.wav,24450,1250,29800
19.35FQN_r1.wav,1200,0,5650
19.35FQN_r2.wav,-1,-1,-1
19.36FDN_r1.wav,450,0,6200
19.36FDN_r2.wav,7700,1700,12100
19.37FQN_r1.wav,2200,1900,6550
19.37FQN_r2.wav,8850,1600,15050
19.38FQN_r1.wav,2750,1750,6900
19.38FQN_r2.wav,10000,6750,19800
19.39FQN_r1.wav,800,2700,6800
19.39FQN_r2.wav,13750,3350,19600
19.3EQY_r1.wav,600,0,6450
19.3EQY_r2.wav,12750,1750,17750
19.40FQN_r1.wav,1600,1550,7250
19.40FQN_r2.wav,20500,1900,24000
19.41FQN_r1.wav,-1,-1,-1
19.41FQN_r2.wav,12600,1750,16300
19.42FQN_r1.wav,2150,0,7250
19.42FQN_r2.wav,17300,950,23800
19.43FQN_r1.wav,550,1150,5650
19.43FQN_r2.wav,2100,13950,19800
19.44FDN_r1.wav,2350,800,6100
19.44FDN_r2.wav,11200,3150,16550
19.45FDN_r1.wav,-1,-1,-1
19.45FDN_r2.wav,13150,950,16400
19.46FQN_r1.wav,900,900,7450
19.46FQN_r2.wav,9500,700,14250
19.47FQN_r1.wav,1200,1900,6300
19.47FQN_r2.wav,2550,1100,17200
19.48FQN_r1.wav,750,2850,8250
19.48FQN_r2.wav,17000,1400,23100
19.4EQN_r1.wav,4050,0,6900
19.4EQN_r2.wav,9700,17600,28750
19.5EQY_r1.wav,-1,-1,-1
19.5EQY_r2.wav,6200,22800,37050
19.6EQN_r1.wav,2000,1000,5750
19.6EQN_r2.wav,9800,800,13800
19.7EDN_r1.wav,2250,3150,8350
19.7EDN_r2.wav,13300,450,18450
19.8EDN_r1.wav,1850,0,6550
19.8EDN_r2.wav,6550,2950,11900
19.9EDY_r1.wav,-1,-1,-1
19.9EDY_r2.wav,10700,2800,19350
2.101P101_r1.wav,600,1400,4750
2.101P101_r2.wav,2350,1500,7250
2.102P102_r1.wav,550,900,4850
2.102P102_r2.wav,6000,800,9600
2.103P103_r1.wav,1400,600,4300
2.103P103_r2.wav,3700,450,7250
2.104P104_r1.wav,650,800,4300
2.104P104_r2.wav,3700,800,7550
2.10EDY_r1.wav,550,1000,4500
2.10EDY_r2.wav,6550,550,8800
2.11EQN_r1.wav,-1,-1,-1
2.11EQN_r2.wav,3650,0,6000
2.12EQY_r1.wav,1300,850,4500
2.12EQY_r2.wav,5400,1050,8800
2.13EQN_r1.wav,650,450,3850
2.13EQN_r2.wav,5650,0,7550
2.14EDN_r1.wav,600,600,3850
2.14EDN_r2.wav,3950,750,7900
2.15EQY_r1.wav,450,0,3950
2.15EQY_r2.wav,7850,700,10050
2.16EDN_r1.wav,-1,-1,-1
2.16EDN_r2.wav,3900,700,7700
2.17FQY_r1.wav,700,900,4500
2.17FQY_r2.wav,5000,900,8950
2.18FQY_r1.wav,850,800,5100
2.18FQY_r2.wav,6050,900,10650
2.19FQY_r1.wav,600,1150,4600
2.19FQY_r2.wav,5450,650,7550
2.1EQY_r1.wav,1400,500,4500
2.1EQY_r2.wav,6750,950,10200
2.20FQY_r1.wav,2350,1600,5650
2.20FQY_r2.wav,5900,850,10500
2.21FQY_r1.wav,2550,650,4400
2.21FQY_r2.wav,4500,1550,9600
2.22FQY_r1.wav,2400,750,4500
2.22FQY_r2.wav,5900,750,10050
2.23FQY_r1.wav,700,950,4400
2.23FQY_r2.wav,5550,950,8350
2.24FQY_r1.wav,350,550,3850
2.24FQY_r2.wav,5350,750,8800
2.25FDY_r1.wav,1900,350,4400
2.25FDY_r2.wav,4550,0,8250
2.26FQY_r1.wav,1650,0,3700
2.26FQY_r2.wav,6900,5350,13700
2.27FQY_r1.wav,1450,1700,5400
2.27FQY_r2.wav,8200,950,10750
2.28FQY_r1.wav,2450,750,4500
2.28FQY_r2.wav,3550,600,7250
2.29FQY_r1.wav,2700,0,4950
2.29FQY_r2.wav,6300,550,10500
2.2EDY_r1.wav,800,0,4400
2.2EDY_r2.wav,7300,0,10200
2.30FDY_r1.wav,750,450,4150
2.30FDY_r2.wav,6650,950,10200
2.31FDY_r1.wav,1750,1200,4300
2.31FDY_r2.wav,7550,1350,10050
2.32FDY_r1.wav,2000,600,3950
2.32FDY_r2.wav,6950,1050,9600
2.33FDN_r1.wav,800,650,4300
2.33FDN_r2.wav,7550,400,10050
2.34FQN_r1.wav,2050,800,4600
2.34FQN_r2.wav,6150,750,8800
2.35FDN_r1.wav,1450,0,3950
2.35FDN_r2.wav,5400,600,7900
2.36FQN_r1.wav,1600,1000,4300
2.36FQN_r2.wav,5750,800,8700
2.37FDN_r1.wav,1900,400,3850
2.37FDN_r2.wav,4250,600,7000
2.38FDN_r1.wav,850,700,4750
2.38FDN_r2.wav,6950,500,9950
2.39FDN_r1.wav,1600,350,3250
2.39FDN_r2.wav,5400,700,7350
2.3EDY_r1.wav,900,500,4950
2.3EDY_r2.wav,5900,1200,10750
2.40FDN_r1.wav,800,0,4050
2.40FDN_r2.wav,4500,750,7350
2.41FDN_r1.wav,2150,1250,4600
2.41FDN_r2.wav,4200,2300,9500
2.42FDN_r1.wav,750,1000,5100
2.42FDN_r2.wav,5700,0,9400
2.43FDN_r1.wav,650,1350,4400
2.43FDN_r2.wav,2600,400,5850
2.44FQN_r1.wav,1950,2450,6000
2.44FQN_r2.wav,5850,950,9750
2.45FQN_r1.wav,1050,0,4150
2.45FQN_r2.wav,4150,400,8150
2.46FDN_r1.wav,1550,1550,5550
2.46FDN_r2.wav,6300,800,9600
2.47FDN_r1.wav,1500,550,3950
2.47FDN_r2.wav,4150,700,8000
2.48FDN_r1.wav,700,0,4050
2.48FDN_r2.wav,3150,550,7000
2.4EDN_r1.wav,700,2600,5650
2.4EDN_r2.wav,6350,850,9500
2.5EDY_r1.wav,1400,550,3950
2.5EDY_r2.wav,7350,1050,10500
2.6EDN_r1.wav,1200,1500,4600
2.6EDN_r2.wav,5400,1150,9250
2.7EQN_r1.wav,-1,-1,-1
2.7EQN_r2.wav,5800,0,7800
2.8EQN_r1.wav,1450,0,4150
2.8EQN_r2.wav,6500,600,9050
2.9EQY_r1.wav,1850,1100,4850
2.9EQY_r2.wav,7100,1400,10300
20.101P101_r1.wav,350,1950,4850
20.101P101_r2.wav,9550,2050,14350
20.102P102_r1.wav,-1,-1,-1
20.102P102_r2.wav,11550,2600,15750
20.103P103_r1.wav,1000,1600,5300
20.103P103_r2.wav,15150,2650,20950
20.104P104_r1.wav,750,1650,4850
20.104P104_r2.wav,13650,0,16200
20.10EDN_r1.wav,1500,800,4850
20.10EDN_r2.wav,8700,6250,16650
20.11EQY_r1.wav,-1,-1,-1
20.11EQY_r2.wav,9250,0,15300
20.12EQN_r1.wav,-1,-1,-1
20.12EQN_r2.wav,2400,14650,23200
20.13EQY_r1.wav,2250,500,4950
20.13EQY_r2.wav,9550,2400,13450
20.14EDY_r1.wav,1350,1600,5650
20.14EDY_r2.wav,7100,2300,12650
20.15EQN_r1.wav,850,850,4300
20.15EQN_r2.wav,8000,1900,17100
20.16EDY_r1.wav,1650,400,4050
20.16EDY_r2.wav,8750,1600,13700
20.17FQY_r1.wav,400,1150,4500
20.17FQY_r2.wav,10500,2700,16050
20.18FQY_r1.wav,450,700,4400
20.18FQY_r2.wav,-1,-1,-1
20.19FQY_r1.wav,700,850,4150
20.19FQY_r2.wav,6150,1800,10500
20.1EQN_r1.wav,700,1600,5850
20.1EQN_r2.wav,8700,2150,15600
20.20FQY_r1.wav,-1,-1,-1
20.20FQY_r2.wav,6550,2700,12000
20.21FQY_r1.wav,-1,-1,-1
20.21FQY_r2.wav,7050,600,13150
20.22FQY_r1.wav,-1,-1,-1
20.22FQY_r2.wav,2200,600,15950
20.23FQY_r1.wav,-1,-1,-1
20.23FQY_r2.wav,1550,11450,14700
20.24FQY_r1.wav,-1,-1,-1
20.24FQY_r2.wav,5850,1500,10750
20.25FDY_r1.wav,-1,-1,-1
20.25FDY_r2.wav,2350,6000,16300
20.26FQY_r1.wav,-1,-1,-1
20.26FQY_r2.wav,-1,-1,-1
20.27FQY_r1.wav,1750,650,4850
20.27FQY_r2.wav,11650,1800,15850
20.28FQY_r1.wav,-1,-1,-1
20.28FQY_r2.wav,-1,-1,-1
20.29FQY_r1.wav,3200,0,4500
20.29FQY_r2.wav,10300,4750,17300
20.2EDN_r1.wav,-1,-1,-1
20.2EDN_r2.wav,6350,11900,20150
20.30FDY_r1.wav,900,1250,5400
20.30FDY_r2.wav,1550,10700,14050
20.31FDY_r1.wav,-1,-1,-1
20.31FDY_r2.wav,7400,3700,13350
20.32FDY_r1.wav,-1,-1,-1
20.32FDY_r2.wav,8800,1950,14250
20.33FDN_r1.wav,-1,-1,-1
20.33FDN_r2.wav,6700,1150,11300
20.34FQN_r1.wav,1650,1350,4850
20.34FQN_r2.wav,8050,2300,13700
20.35FDN_r1.wav,600,0,3850
20.35FDN_r2.wav,12150,1600,16300
20.36FQN_r1.wav,-1,-1,-1
20.36FQN_r2.wav,2300,2100,14050
20.37FDN_r1.wav,-1,-1,-1
20.37FDN_r2.wav,9450,2050,15300
20.38FDN_r1.wav,-1,-1,-1
20.38FDN_r2.wav,9900,1450,13000
20.39FDN_r1.wav,600,1450,4400
20.39FDN_r2.wav,2800,4200,14150
20.3EDN_r1.wav,450,1250,5200
20.3EDN_r2.wav,-1,-1,-1
20.40FDN_r1.wav,-1,-1,-1
20.40FDN_r2.wav,1200,12150,15050
20.41FDN_r1.wav,600,1200,4500
20.41FDN_r2.wav,2800,8750,13250
20.42FDN_r1.wav,700,300,4500
20.42FDN_r2.wav,4650,550,11550
20.43FDN_r1.wav,-1,-1,-1
20.43FDN_r2.wav,5900,2200,10300
20.44FQN_r1.wav,-1,-1,-1
