"","Speaker ID","Recording ID","X or Y","First Recording For Speaker","Break_V","Break_OBJ","Break_PP1","Strongest","Weakest","Struggle","Struggle_start","Q_intonation","Silence after reading (Y/R1)","Silence before reading (X/R2)","Q_condition","GP_condition","Reading","item","rec"
"384",4,"4.7EQY_X","X","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","1","7","7EQY"
"385",4,"4.6EDY_Y","Y","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","6","6EDY"
"386",4,"4.5EDN_X","X","16X","NO","YES","YES","OBJ","PP1","YES","PP1","NO",NA,NA,"D","N","1","5","5EDN"
"387",4,"4.4EDY_Y","Y","16X","YES","NO","YES","V","PP1","NO",NA,"NO",NA,NA,"D","Y","2","4","4EDY"
"388",4,"4.3EDN_X","X","16X","NO","YES","YES","NONE","NONE","NO",NA,"NO",NA,NA,"D","N","1","3","3EDN"
"389",4,"4.2EDN_Y","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","2","2EDN"
"390",4,"4.1EQN_X","X","16X","NO","YES","YES","PP1","OBJ","YES","PP2","YES",NA,NA,"Q","N","1","1","1EQN"
"391",6,"1EQY","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"Q","Y","2","1","1EQY"
"392",6,"2EDY","X","1Y","NO","YES","YES","NONE","NONE","YES","PP2","NO",NA,NA,"D","Y","1","2","2EDY"
"393",6,"3EDY","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","3","3EDY"
"394",6,"4EDN","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","4","4EDN"
"395",6,"5EDY","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","5","5EDY"
"396",6,"6EDN","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","6","6EDN"
"397",6,"7EQN","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","7","7EQN"
"398",6,"8EQN","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","8","8EQN"
"399",6,"9EQY","Y","1Y","YES","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","9","9EQY"
"400",6,"10EDY","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",3,NA,"D","Y","1","10","10EDY"
"401",6,"11EQN","Y","1Y","NO","YES","YES","NONE","NONE","NO",NA,"YES",NA,NA,"Q","N","2","11","11EQN"
"402",6,"12EQY","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","12","12EQY"
"403",6,"13EQN","Y","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","13","13EQN"
"404",6,"14EDN","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","14","14EDN"
"405",6,"15EQY","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","15","15EQY"
"406",6,"16EDN","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","16","16EDN"
"407",8,"16EDY","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","16","16EDY"
"408",8,"15EQN","X","16Y","NO","NO","YES","PP1","NONE","YES","PP2","YES",NA,NA,"Q","N","1","15","15EQN"
"409",8,"14EDY","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","14","14EDY"
"410",8,"13EQY","X","16Y","NO","YES","YES","PP1","OBJ","YES","PP1","YES",NA,NA,"Q","Y","1","13","13EQY"
"411",8,"12EQN","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","12","12EQN"
"412",8,"11EQY","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","11","11EQY"
"413",8,"10EDN","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","2","10","10EDN"
"414",8,"9EQN","X","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","9","9EQN"
"415",8,"8EQY","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","2","8","8EQY"
"416",8,"7EQN","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","7","7EQN"
"417",8,"6EDY","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","6","6EDY"
"418",8,"5EDN","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","1","5","5EDN"
"419",8,"4EDY","Y","16Y","NO","NO","YES","PP1","NONE","YES","PP1","NO",NA,NA,"D","Y","2","4","4EDY"
"420",8,"3EDN","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","1","3","3EDN"
"421",8,"2EDN","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","2","2EDN"
"422",8,"1EQN","X","16Y","NO","YES","NO","OBJ","NONE","YES","PP1","YES",NA,NA,"Q","N","1","1","1EQN"
"423",6,"1EQY","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"Q","Y","1","1","1EQY"
"424",6,"2EDY","Y","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","2","2EDY"
"425",6,"3EDY","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","3","3EDY"
"426",6,"4EDN","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","4","4EDN"
"427",6,"5EDY","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","5","5EDY"
"428",6,"6EDN","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","6","6EDN"
"429",6,"7EQN","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"Q","N","1","7","7EQN"
"430",6,"8EQN","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","8","8EQN"
"431",6,"9EQY","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"Q","Y","1","9","9EQY"
"432",6,"10EDY","Y","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","10","10EDY"
"433",6,"11EQN","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","11","11EQN"
"434",6,"12EQY","Y","1Y","YES","NO","YES","PP1","V","NO",NA,"YES",NA,NA,"Q","Y","2","12","12EQY"
"435",6,"13EQN","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","13","13EQN"
"436",6,"14EDN","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","14","14EDN"
"437",6,"15EQY","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"Q","Y","1","15","15EQY"
"438",6,"16EDN","Y","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","16","16EDN"
"439",8,"16EDY","X","16Y","NO","NO","YES","PP1","NONE","YES","START","NO",NA,NA,"D","Y","1","16","16EDY"
"440",8,"15EQN","Y","16Y","YES","YES","NO","V","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","15","15EQN"
"441",8,"14EDY","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","14","14EDY"
"442",8,"13EQY","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","13","13EQY"
"443",8,"12EQN","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","1","12","12EQN"
"444",8,"11EQY","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,NA,NA,NA,"Q","Y","2","11","11EQY"
"445",8,"10EDN","X","16Y","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","N","1","10","10EDN"
"446",8,"9EQN","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","9","9EQN"
"447",8,"8EQY","X","16Y","NO","NO","YES","PP1","NONE","YES","START","YES",NA,NA,"Q","Y","1","8","8EQY"
"448",8,"7EQN","Y","16Y","YES","NO","YES","PP1","V","NO",NA,"YES",NA,NA,"Q","N","2","7","7EQN"
"449",8,"6EDY","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","6","6EDY"
"450",8,"5EDN","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","5","5EDN"
"451",8,"4EDY","X","16Y","NO","NO","YES","PP1","NONE","YES","PP1","NO",NA,NA,"D","Y","1","4","4EDY"
"452",8,"3EDN","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","3","3EDN"
"453",8,"2EDN","X","16Y","NO","NO","YES","PP1","NONE","YES","PP2","NO",NA,NA,"D","N","1","2","2EDN"
"454",8,"1EQN","Y","16Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","N","2","1","1EQN"
"455",10,"1EQY","X","1X","NO","YES","YES","OBJ","PP1","YES","PP2","YES",NA,NA,"Q","Y","1","1","1EQY"
"456",10,"2EDY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","2","2EDY"
"457",10,"3EDY","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","3","3EDY"
"458",10,"4EDN","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","4","4EDN"
"459",10,"5EDY","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","1","5","5EDY"
"460",10,"6EDN","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","6","6EDN"
"461",10,"7EQN","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","7","7EQN"
"462",10,"8EQN","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","8","8EQN"
"463",10,"9EQY","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","9","9EQY"
"464",10,"10EDY","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","10","10EDY"
"465",10,"11EQN","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","11","11EQN"
"466",10,"12EQY","Y","1X","YES","NO","YES","PP1","V","NO",NA,"YES",NA,NA,"Q","Y","2","12","12EQY"
"467",10,"13EQN","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","13","13EQN"
"468",10,"14EDN","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","14","14EDN"
"469",10,"15EQY","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","15","15EQY"
"470",10,"16EDN","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","16","16EDN"
"471",12,"16EDY","X","16X","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","1","16","16EDY"
"472",12,"15EQN","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","15","15EQN"
"473",12,"14EDY","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","14","14EDY"
"474",12,"13EQY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","13","13EQY"
"475",12,"12EQN","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","1","12","12EQN"
"476",12,"11EQY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","11","11EQY"
"477",12,"10EDN","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","10","10EDN"
"478",12,"9EQN","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","9","9EQN"
"479",12,"8EQY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","8","8EQY"
"480",12,"7EQY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","7","7EQY"
"481",12,"6EDY","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","6","6EDY"
"482",12,"5EDN","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","5","5EDN"
"483",12,"4EDY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","4","4EDY"
"484",12,"3EDN","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","3","3EDN"
"485",12,"2EDN","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","2","2EDN"
"486",12,"1EQN","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","1","1EQN"
"487",10,"1EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","1","1EQY"
"488",10,"2EDY","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","2","2EDY"
"489",10,"3EDY","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","3","3EDY"
"490",10,"4EDN","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","4","4EDN"
"491",10,"5EDY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","5","5EDY"
"492",10,"6EDN","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","6","6EDN"
"493",10,"7EQN","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","7","7EQN"
"494",10,"8EQN","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","8","8EQN"
"495",10,"9EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","9","9EQY"
"496",10,"10EDY","X","1X","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","1","10","10EDY"
"497",10,"11EQN","Y","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","11","11EQN"
"498",10,"12EQY","X","1X","YES","NO","YES","PP1","V","NO",NA,"YES",NA,NA,"Q","Y","1","12","12EQY"
"499",10,"13EQN","Y","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","13","13EQN"
"500",10,"14EDN","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","14","14EDN"
"501",10,"15EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","15","15EQY"
"502",10,"16EDN","X","1X","NO","YES","YES","NONE","NONE","NO",NA,"NO",NA,NA,"D","N","1","16","16EDN"
"503",12,"16EDY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","16","16EDY"
"504",12,"15EQN","X","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","15","15EQN"
"505",12,"14EDY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","14","14EDY"
"506",12,"13EQY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","13","13EQY"
"507",12,"12EQN","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","12","12EQN"
"508",12,"11EQY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","11","11EQY"
"509",12,"10EDN","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","10","10EDN"
"510",12,"9EQN","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","9","9EQN"
"511",12,"8EQY","Y","16X","NO","YES","YES","PP1","OBJ","YES","PP2","YES",NA,NA,"Q","Y","2","8","8EQY"
"512",12,"7EQY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","7","7EQY"
"513",12,"6EDY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","6","6EDY"
"514",12,"5EDN","X","16X","NO","YES","YES","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","5","5EDN"
"515",12,"4EDY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","4","4EDY"
"516",12,"3EDN","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","3","3EDN"
"517",12,"2EDN","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","2","2EDN"
"518",12,"1EQN","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","1","1EQN"
"519",14,"16EDN","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","2","16","16EDN"
"520",14,"15EQY","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","15","15EQY"
"521",14,"14EDN","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","14","14EDN"
"522",14,"13EQN","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","13","13EQN"
"523",14,"12EQY","Y","16Y","NO","NO","YES","PP1","NONE","YES","V","NO",NA,NA,"Q","Y","2","12","12EQY"
"524",14,"11EQN","X","16Y","NO","YES","YES","OBJ","PP1","YES","PP1","YES",NA,NA,"Q","N","1","11","11EQN"
"525",14,"10EDY","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","10","10EDY"
"526",14,"9EQY","X","16Y","NO","YES","YES","PP1","OBJ","YES","PP1","YES",NA,NA,"Q","Y","1","9","9EQY"
"527",14,"8EQN","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","8","8EQN"
"528",14,"7EQN","X","16Y","NO","YES","YES","OBJ","PP1","YES","PP2","YES",NA,NA,"Q","N","1","7","7EQN"
"529",14,"6EDN","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","6","6EDN"
"530",14,"5EDY","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","5","5EDY"
"531",14,"4EDN","Y","16Y","YES","YES","NO","OBJ","V","YES","START","NO",NA,NA,"D","N","2","4","4EDN"
"532",14,"3EDY","X","16Y","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","1","3","3EDY"
"533",14,"2EDY","Y","16Y","YES","NO","YES","PP1","V","YES","V","NO",NA,NA,"D","Y","2","2","2EDY"
"534",14,"1EQY","X","16Y","YES","NO","YES","PP1","V","YES","PP2","YES",NA,NA,"Q","Y","1","1","1EQY"
"535",16,"1EQN","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","1","1EQN"
"536",16,"2EDN","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","2","2","2EDN"
"537",16,"3EDN","X","1X","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","N","1","3","3EDN"
"538",16,"4EDY","Y","1X","YES","YES","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","2","4","4EDY"
"539",16,"5EDN","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","5","5EDN"
"540",16,"6EDY","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","6","6EDY"
"541",16,"7EQY","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","7","7EQY"
"542",16,"8EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","8","8EQY"
"543",16,"9EQN","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","9","9EQN"
"544",16,"10EDN","Y","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","10","10EDN"
"545",16,"11EQY","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","1","11","11EQY"
"546",16,"12EQN","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","12","12EQN"
"547",16,"13EQY","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","13","13EQY"
"548",16,"14EDY","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","14","14EDY"
"549",16,"15EQN","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","15","15EQN"
"550",16,"16EDY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","16","16EDY"
"551",14,"16EDN","X","16Y","NO","NO","YES","PP1","NONE","YES","PP1","NO",NA,NA,"D","N","1","16","16EDN"
"552",14,"15EQY","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","15","15EQY"
"553",14,"14EDN","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","14","14EDN"
"554",14,"13EQN","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","13","13EQN"
"555",14,"12EQY","X","16Y","NO","NO","YES","PP1","NONE","YES","PP2","YES",NA,NA,"Q","Y","1","12","12EQY"
"556",14,"11EQN","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","11","11EQN"
"557",14,"10EDY","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","10","10EDY"
"558",14,"9EQY","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","9","9EQY"
"559",14,"8EQN","X","16Y","NO","YES","YES","OBJ","PP1","YES","PP1","YES",NA,NA,"Q","N","1","8","8EQN"
"560",14,"7EQN","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","7","7EQN"
"561",14,"6EDN","X","16Y","NO","YES","YES","OBJ","PP1","YES","PP2","NO",NA,NA,"D","N","1","6","6EDN"
"562",14,"5EDY","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","5","5EDY"
"563",14,"4EDN","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","4","4EDN"
"564",14,"3EDY","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","3","3EDY"
"565",14,"2EDY","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","2","2EDY"
"566",14,"1EQY","Y","16Y","NO","YES","YES","PP1","OBJ","YES","PP2","YES",NA,NA,"Q","Y","2","1","1EQY"
"567",16,"1EQN","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","1","1EQN"
"568",16,"2EDN","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","2","2EDN"
"569",16,"3EDN","Y","1X","NO","YES","YES","OBJ","PP1","YES","PP2","NO",NA,NA,"D","N","2","3","3EDN"
"570",16,"4EDY","X","1X","NO","YES","YES","OBJ","PP1","YES","PP2","NO",NA,NA,"D","Y","1","4","4EDY"
"571",16,"5EDN","Y","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","5","5EDN"
"572",16,"6EDY","X","1X","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","1","6","6EDY"
"573",16,"7EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","7","7EQY"
"574",16,"8EQY","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"Q","Y","1","8","8EQY"
"575",16,"9EQN","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","9","9EQN"
"576",16,"10EDN","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","10","10EDN"
"577",16,"11EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","11","11EQY"
"578",16,"12EQN","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","12","12EQN"
"579",16,"13EQY","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","13","13EQY"
"580",16,"14EDY","X","1X","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","1","14","14EDY"
"581",16,"15EQN","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","15","15EQN"
"582",16,"16EDY","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","16","16EDY"
"583",20,"16EDY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","16","16EDY"
"584",20,"15EQN","Y","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","15","15EQN"
"585",20,"14EDY","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","14","14EDY"
"586",20,"13EQY","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","13","13EQY"
"587",20,"12EQN","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","12","12EQN"
"588",20,"11EQY","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","11","11EQY"
"589",20,"10EDN","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","10","10EDN"
"590",20,"9EQN","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","9","9EQN"
"591",20,"8EQY","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","8","8EQY"
