"","Speaker ID","Recording ID","X or Y","First Recording For Speaker","Break_V","Break_OBJ","Break_PP1","Strongest","Weakest","Struggle","Struggle_start","Q_intonation","Silence after reading (Y/R1)","Silence before reading (X/R2)","Q_condition","GP_condition","Reading","item","rec"
"189",17,"17.15EDN_X","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","15","15EDN"
"190",17,"17.14EQY_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","14","14EQY"
"191",17,"17.13EDY_X","X","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","1","13","13EDY"
"192",17,"17.12EDN_Y","Y","16Y","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","N","2","12","12EDN"
"193",17,"17.11EDY_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","11","11EDY"
"194",17,"17.10EQN_Y","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","10","10EQN"
"195",17,"17.9EDN_X","X","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","9","9EDN"
"196",17,"17.8EDY_Y","Y","16Y","YES","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","8","8EDY"
"197",17,"17.7EDY_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","7","7EDY"
"198",17,"17.6EQY_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","6","6EQY"
"199",17,"17.5EQN_X","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","5","5EQN"
"200",17,"17.4EQY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","4","4EQY"
"201",17,"17.3EQN_X","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"Q","N","1","3","3EQN"
"202",17,"17.2EQN_Y","Y","16Y","YES","YES","YES","PP1","V","NO",NA,"YES",NA,NA,"Q","N","2","2","2EQN"
"203",17,"17.1EDN_X","X","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","1","1EDN"
"204",11,"11.16EQN_Y","Y","1Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","16","16EQN"
"205",11,"11.15EDY_X","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","1","15","15EDY"
"206",11,"11.11EDN_Y","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","11","11EDN"
"207",11,"11.10EQY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"Q","Y","1","10","10EQY"
"208",11,"11.8EDN_Y","Y","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","8","8EDN"
"209",11,"11.7EDN_X","X","1Y","NO","YES","NO","OBJ","NONE","YES","PP1","NO",NA,NA,"D","N","1","7","7EDN"
"210",11,"11.6EQN_Y","Y","1Y","YES","YES","NO","V","OBJ","NO",NA,"YES",NA,NA,"Q","N","2","6","6EQN"
"211",11,"11.5EQY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","5","5EQY"
"212",11,"11.4EQN_Y","Y","1Y","YES","NO","YES","PP1","V","NO",NA,"YES",NA,NA,"Q","N","2","4","4EQN"
"213",11,"11.3EQY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","3","3EQY"
"214",11,"11.1EDY_Y","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","1","1EDY"
"215",13,"13.1EDN_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","1","1","1EDN"
"216",13,"13.2EQN_Y","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","2","2EQN"
"217",13,"13.3EQN_X","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"Q","N","1","3","3EQN"
"218",13,"13.4EQY_Y","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","4","4EQY"
"219",13,"13.5EQN_X","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","5","5EQN"
"220",13,"13.6EQY_Y","Y","16X","YES","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","6","6EQY"
"221",13,"13.7EDY_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","7","7EDY"
"222",13,"13.8EDY_Y","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","8","8EDY"
"223",13,"13.9EDN_X","X","16X","NO","YES","YES","OBJ","PP1","YES","PP2","NO",NA,NA,"D","N","1","9","9EDN"
"224",13,"13.10EQN_Y","Y","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","10","10EQN"
"225",13,"13.11EDY_X","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","11","11EDY"
"226",13,"13.12EDN_Y","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","12","12EDN"
"227",13,"13.13EDY_X","X","16X","NO","YES","YES","NONE","NONE","NO",NA,"NO",NA,NA,"D","Y","1","13","13EDY"
"228",13,"13.14EQY_Y","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","14","14EQY"
"229",13,"13.15EDN_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","1","15","15EDN"
"230",13,"13.16EQY_Y","Y","16X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","16","16EQY"
"231",15,"15.16EQN_X","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","16","16EQN"
"232",15,"15.15EDY_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","15","15EDY"
"233",15,"15.14EQN_X","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","14","14EQN"
"234",15,"15.13EDN_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","2","13","13EDN"
"235",15,"15.12EDY_X","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","12","12EDY"
"236",15,"15.11EDN_Y","Y","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","11","11EDN"
"237",15,"15.10EQY_X","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","10","10EQY"
"238",15,"15.9EDY_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","9","9EDY"
"239",15,"15.8EDN_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","1","8","8EDN"
"240",15,"15.7EDN_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","2","7","7EDN"
"241",15,"15.6EQN_X","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","1","6","6EQN"
"242",15,"15.5EQY_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","2","5","5EQY"
"243",15,"15.4EQN_X","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","4","4EQN"
"244",15,"15.3EQY_Y","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","3","3EQY"
"245",15,"15.2EQY_X","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","2","2EQY"
"246",15,"15.1EDY_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","1","1EDY"
"247",17,"17.1EDN_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","1","1EDN"
"248",17,"17.2EQN_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","2","2EQN"
"249",17,"17.3EQN_Y","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","3","3EQN"
"250",17,"17.4EQY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","4","4EQY"
"251",17,"17.5EQN_Y","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","5","5EQN"
"252",17,"17.6EQY_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"Q","Y","1","6","6EQY"
"253",17,"17.7EDY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","7","7EDY"
"254",17,"17.8EDY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","8","8EDY"
"255",17,"17.9EDN_Y","Y","16Y","NO","YES","YES","NONE","NONE","NO",NA,"NO",NA,NA,"D","N","2","9","9EDN"
"256",17,"17.10EQN_X","X","16Y","NO","NO","YES","PP1","NONE","YES","PP2","NO",NA,NA,"Q","N","1","10","10EQN"
"257",17,"17.11EDY_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","11","11EDY"
"258",17,"17.12EDN_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"D","N","1","12","12EDN"
"259",17,"17.13EDY_Y","Y","16Y","YES","YES","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","2","13","13EDY"
"260",17,"17.14EQY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"Q","Y","1","14","14EQY"
"261",17,"17.15EDN_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","15","15EDN"
"262",17,"17.16EQY_X","X","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","1","16","16EQY"
"263",19,"19.1EDY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","1","1EDY"
"264",19,"19.2EQY_Y","Y","1X","NO","YES",NA,NA,NA,NA,NA,"YES",NA,NA,"Q","Y","2","2","2EQY"
"265",19,"19.3EQY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","3","3EQY"
"266",19,"19.4EQN_Y","Y","1X","NO","YES",NA,NA,NA,NA,NA,"YES",NA,NA,"Q","N","2","4","4EQN"
"267",19,"19.5EQY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","5","5EQY"
"268",19,"19.6EQN_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"Q","N","2","6","6EQN"
"269",19,"19.7EDN_X","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","7","7EDN"
"270",19,"19.8EDN_Y","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","N","2","8","8EDN"
"271",19,"19.9EDY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","9","9EDY"
"272",19,"19.10EQY_Y","Y","1X","NO","YES",NA,NA,NA,NA,NA,"YES",NA,NA,"Q","Y","2","10","10EQY"
"273",19,"19.11EDN_X","X","1X","NO","YES","YES","NONE","NONE","NO",NA,"NO",NA,NA,"D","N","1","11","11EDN"
"274",19,"19.12EDY_Y","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","12","12EDY"
"275",19,"19.13EDN_X","X","1X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","13","13EDN"
"276",19,"19.14EQN_Y","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","14","14EQN"
"277",19,"19.15EDY_X","X","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","15","15EDY"
"278",19,"19.16EQN_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","16","16EQN"
"279",21,"21.16EQY_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","16","16EQY"
"280",21,"21.15EDN_X","X","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","15","15EDN"
"281",21,"21.14EQY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","14","14EQY"
"282",21,"21.13EDY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","13","13EDY"
"283",21,"21.12EDN_Y","Y","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","12","12EDN"
"284",21,"21.11EDY_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","11","11EDY"
"285",21,"21.10EQN_Y","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","10","10EQN"
"286",21,"21.9EDN_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","9","9EDN"
"287",21,"21.8EDY_Y","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","8","8EDY"
"288",21,"21.7EDY_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","7","7EDY"
"289",21,"21.6EQY_Y","Y","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","6","6EQY"
"290",21,"21.5EQN_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","5","5EQN"
"291",21,"21.4EQY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","4","4EQY"
"292",21,"21.3EQN_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","1","3","3EQN"
"293",21,"21.2EQN_Y","Y","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","2","2EQN"
"294",21,"21.1EDN_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","1","1EDN"
"295",2,"2.1EQY_Y","Y","1Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","2","1","1EQY"
"296",2,"2.2EDY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","2","2EDY"
"297",2,"2.3EDY_Y","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","3","3EDY"
"298",2,"2.4EDN_X","X","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","4","4EDN"
"299",2,"2.5EDY_Y","Y","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","Y","2","5","5EDY"
"300",2,"2.6EDN_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","6","6EDN"
"301",2,"2.7EQN_Y","Y","1Y","YES","NO","NO","V","NONE","NO",NA,"YES",NA,NA,"Q","N","2","7","7EQN"
"302",2,"2.8EQN_X","X","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","8","8EQN"
"303",2,"2.9EQY_Y","Y","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","9","9EQY"
"304",2,"2.10EDY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","10","10EDY"
"305",2,"2.11EQN_Y","Y","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","11","11EQN"
"306",2,"2.12EQY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","1","12","12EQY"
"307",2,"2.13EQN_X","Y","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","13","13EQN"
"308",2,"2.14EDN_X","X","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","14","14EDN"
"309",2,"2.15EQY_Y","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","15","15EQY"
"310",2,"2.16EDN_X","X","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","16","16EDN"
"311",4,"4.16EDY_X","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","16","16EDY"
"312",4,"4.15EQN_Y","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","15","15EQN"
"313",4,"4.14EDY_X","X","16X","NO","YES","YES","PP1","OBJ","YES","PP2","NO",NA,NA,"D","Y","1","14","14EDY"
"314",4,"4.13EQY_Y","Y","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","2","13","13EQY"
"315",4,"4.12EQN_X","X","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","12","12EQN"
"316",4,"4.11EQY_Y","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","2","11","11EQY"
"317",4,"4.10EDN_X","X","16X","YES","YES","NO","V","OBJ","NO",NA,"NO",NA,NA,"D","N","1","10","10EDN"
"318",4,"4.9EQN_Y","Y","16X","YES","NO","NO","V","NONE","NO",NA,"YES",NA,NA,"Q","N","2","9","9EQN"
"319",4,"4.8EQY_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","8","8EQY"
"320",4,"4.7EQY_Y","Y","16X","NO","NO","YES","PP1","NONE","YES","PP2","YES",NA,NA,"Q","Y","2","7","7EQY"
"321",4,"4.6EDY_X","X","16X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","1","6","6EDY"
"322",4,"4.5EDN_Y","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","5","5EDN"
"323",4,"4.4EDY_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","4","4EDY"
"324",4,"4.3EDN_Y","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","3","3EDN"
"325",4,"4.2EDN_X","X","16X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","1","2","2EDN"
"326",4,"4.1EQN_Y","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","2","1","1EQN"
"327",19,"19.16EQN_X","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","16","16EQN"
"328",19,"19.15EDY_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","15","15EDY"
"329",19,"19.14EDY_X","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"D","Y","1","14","14EDY"
"330",19,"19.13EDN_Y","Y","1X","NO","YES","YES","OBJ","PP1","YES","PP1","NO",NA,NA,"D","N","2","13","13EDN"
"331",19,"19.12EDY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","12","12EDY"
"332",19,"19.11EDN_Y","Y","1X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","N","2","11","11EDN"
"333",19,"19.10EQY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","10","10EQY"
"334",19,"19.9EDY_Y","Y","1X","NO","YES",NA,NA,NA,NA,NA,"NO",NA,NA,"D","Y","2","9","9EDY"
"335",19,"19.8EDN_X","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","1","8","8EDN"
"336",19,"19.7EDN_Y","Y","1X","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","N","2","7","7EDN"
"337",19,"19.6EQN_X","X","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","6","6EQN"
"338",19,"19.5EQY_Y","Y","1X","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","Y","2","5","5EQY"
"339",19,"19.4EQN_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","N","1","4","4EQN"
"340",19,"19.3EQY_Y","Y","1X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Y","2","3","3EQY"
"341",19,"19.2EQY_X","X","1X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","2","2EQY"
"342",19,"19.1EDY_Y","Y","1X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","1","1EDY"
"343",21,"21.1EDN_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","1","1EDN"
"344",21,"21.2EQN_X","X","16Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","1","2","2EQN"
"345",21,"21.3EQN_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","3","3EQN"
"346",21,"21.4EQY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","4","4EQY"
"347",21,"21.5EQN_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","5","5EQN"
"348",21,"21.6EQY_X","X","16Y","NO","NO","YES","PP1","NONE","YES","PP1","YES",NA,NA,"Q","Y","1","6","6EQY"
"349",21,"21.7EDY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","7","7EDY"
"350",21,"21.8EDY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","1","8","8EDY"
"351",21,"21.9EDN_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","9","9EDN"
"352",21,"21.10EQN_X","X","16Y","YES","YES","NO","OBJ","V","NO",NA,"YES",NA,NA,"Q","N","1","10","10EQN"
"353",21,"21.11EDY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","11","11EDY"
"354",21,"21.12EDN_X","X","16Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","1","12","12EDN"
"355",21,"21.13EDY_Y","Y","16Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","Y","2","13","13EDY"
"356",21,"21.14EQY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","14","14EQY"
"357",21,"21.15EDN_Y","Y","16Y","NO","YES","YES","OBJ","PP1","YES","PP1","NO",NA,NA,"D","N","2","15","15EDN"
"358",21,"21.16EQY_X","X","16Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","16","16EQY"
"359",2,"2.1EQY_X","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","1","1EQY"
"360",2,"2.2EDY_Y","Y","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","2","2EDY"
"361",2,"2.3EDY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","3","3EDY"
"362",2,"2.4EDN_Y","Y","1Y","YES","YES","NO","OBJ","V","NO",NA,"NO",NA,NA,"D","N","2","4","4EDN"
"363",2,"2.5EDY_X","X","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","1","5","5EDY"
"364",2,"2.6EDN_Y","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"NO",NA,NA,"D","N","2","6","6EDN"
"365",2,"2.7EQN_X","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","7","7EQN"
"366",2,"2.8EQN_Y","Y","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","2","8","8EQN"
"367",2,"2.9EQY_X","X","1Y","NO","YES","YES","PP1","OBJ","YES","PP2","YES",NA,NA,"Q","Y","1","9","9EQY"
"368",2,"2.10EDY_Y","Y","1Y","NO","NO","YES","PP1","NONE","NO",NA,"NO",NA,NA,"D","Y","2","10","10EDY"
"369",2,"2.11EQN_X","X","1Y","NO","YES","YES","OBJ","PP1","NO",NA,"YES",NA,NA,"Q","N","1","11","11EQN"
"370",2,"2.12EQY_Y","Y","1Y","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","Y","2","12","12EQY"
"371",2,"2.13EQN_X","X","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"YES",NA,NA,"Q","N","1","13","13EQN"
"372",2,"2.14EDN_Y","Y","1Y","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","14","14EDN"
"373",2,"2.15EQY_X","X","1Y","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","15","15EQY"
"374",2,"2.16END_Y","Y","1Y","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","N","2","16","16EDN"
"375",4,"4.16EDY_Y","Y","16X","YES","NO","YES","PP1","V","NO",NA,"NO",NA,NA,"D","Y","2","16","16EDY"
"376",4,"4.15EQN_X","X","16X","NO","YES","YES","PP1","OBJ","YES","PP2","YES",NA,NA,"Q","N","1","15","15EQN"
"377",4,"4.14EDY_Y","Y","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"D","Y","2","14","14EDY"
"378",4,"4.13EQY_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"NO",NA,NA,"Q","Y","1","13","13EQY"
"379",4,"4.12EQN_Y","Y","16X","NO","NO","YES","PP1","NONE","NO",NA,"YES",NA,NA,"Q","N","2","12","12EQN"
"380",4,"4.11EQY_X","X","16X","NO","YES","YES","PP1","OBJ","NO",NA,"YES",NA,NA,"Q","Y","1","11","11EQY"
"381",4,"4.10EDN_Y","Y","16X","NO","YES","NO","OBJ","NONE","NO",NA,"NO",NA,NA,"D","N","2","10","10EDN"
"382",4,"4.9EQN_X","X","16X","YES","YES","NO","V","OBJ","YES","OBJ","NO",NA,NA,"Q","N","1","9","9EQN"
"383",4,"4.8EQY_Y","Y","16X","NO","NO","YES","PP1","NONE","YES","PP1","YES",NA,NA,"Q","Y","2","8","8EQY"
