STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST,pair,condition,pdom,odom,simple2lvl,ID
OBJ,TRUE,205-15-2,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,FALSE,NO,205,15EDN,15EDN,2,FALSE,OBJ > PP1,1Y,205-15,D -GP,FALSE,TRUE,BOTH,205-15
PP1,FALSE,205-16-1,TRUE,FALSE,NONE,NA,PP1,16,TRUE,Y,TRUE,YES,205,16EQY,16EQY,1,FALSE,PP1,1Y,205-16,Q +GP,TRUE,FALSE,PP1,205-16
PP1,FALSE,205-16-2,TRUE,FALSE,NONE,NA,PP1,16,TRUE,X,TRUE,YES,205,16EQY,16EQY,2,FALSE,PP1,1Y,205-16,Q +GP,TRUE,FALSE,PP1,205-16
OBJ,TRUE,205-2-1,FALSE,FALSE,PP1,NA,OBJ > PP1,2,TRUE,Y,TRUE,YES,205,2EQN,2EQN,1,FALSE,OBJ > PP1,1Y,205-2,Q -GP,FALSE,TRUE,BOTH,205-2
PP1,FALSE,205-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,X,TRUE,YES,205,2EQN,2EQN,2,FALSE,PP1,1Y,205-2,Q -GP,TRUE,FALSE,PP1,205-2
PP1,FALSE,205-3-1,FALSE,FALSE,NONE,NA,PP1,3,TRUE,Y,TRUE,YES,205,3EQN,3EQN,1,FALSE,PP1,1Y,205-3,Q -GP,TRUE,FALSE,PP1,205-3
PP1,FALSE,205-3-2,FALSE,FALSE,NONE,NA,PP1,3,TRUE,X,TRUE,YES,205,3EQN,3EQN,2,FALSE,PP1,1Y,205-3,Q -GP,TRUE,FALSE,PP1,205-3
PP1,TRUE,205-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,Y,TRUE,YES,205,4EQY,4EQY,1,FALSE,PP1 > OBJ,1Y,205-4,Q +GP,TRUE,FALSE,BOTH,205-4
PP1,TRUE,205-4-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,TRUE,YES,205,4EQY,4EQY,2,FALSE,PP1 > OBJ,1Y,205-4,Q +GP,TRUE,FALSE,BOTH,205-4
OBJ,TRUE,205-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,TRUE,YES,205,5EQN,5EQN,1,FALSE,OBJ,1Y,205-5,Q -GP,FALSE,TRUE,OBJ,205-5
OBJ,TRUE,205-5-2,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,X,TRUE,YES,205,5EQN,5EQN,2,FALSE,OBJ,1Y,205-5,Q -GP,FALSE,TRUE,OBJ,205-5
PP1,TRUE,205-6-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,TRUE,YES,205,6EQY,6EQY,1,FALSE,PP1 > OBJ,1Y,205-6,Q +GP,TRUE,FALSE,BOTH,205-6
PP1,FALSE,205-6-2,TRUE,FALSE,NONE,NA,PP1,6,TRUE,X,TRUE,YES,205,6EQY,6EQY,2,FALSE,PP1,1Y,205-6,Q +GP,TRUE,FALSE,PP1,205-6
PP1,FALSE,205-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,Y,FALSE,NO,205,7EDY,7EDY,1,FALSE,PP1,1Y,205-7,D +GP,TRUE,FALSE,PP1,205-7
PP1,TRUE,205-7-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,X,FALSE,NO,205,7EDY,7EDY,2,FALSE,PP1 > OBJ,1Y,205-7,D +GP,TRUE,FALSE,BOTH,205-7
NONE,TRUE,205-8-1,TRUE,FALSE,NONE,NA,OBJ PP1,8,TRUE,Y,FALSE,NO,205,8EDY,8EDY,1,FALSE,OBJ PP1,1Y,205-8,D +GP,FALSE,FALSE,BOTH,205-8
PP1,TRUE,205-8-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,FALSE,NO,205,8EDY,8EDY,2,FALSE,PP1 > OBJ,1Y,205-8,D +GP,TRUE,FALSE,BOTH,205-8
NONE,TRUE,205-9-1,FALSE,FALSE,NONE,NA,OBJ PP1,9,TRUE,Y,FALSE,NO,205,9EDN,9EDN,1,FALSE,OBJ PP1,1Y,205-9,D -GP,FALSE,FALSE,BOTH,205-9
OBJ,TRUE,205-9-2,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,X,FALSE,NO,205,9EDN,9EDN,2,FALSE,OBJ,1Y,205-9,D -GP,FALSE,TRUE,OBJ,205-9
PP1,TRUE,206-1-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,TRUE,YES,206,1EQY,1EQY,1,FALSE,PP1 > OBJ,16Y,206-1,Q +GP,TRUE,FALSE,BOTH,206-1
PP1,FALSE,206-1-2,TRUE,FALSE,NONE,NA,PP1,1,TRUE,X,TRUE,YES,206,1EQY,1EQY,2,FALSE,PP1,16Y,206-1,Q +GP,TRUE,FALSE,PP1,206-1
PP1,FALSE,206-10-1,TRUE,TRUE,V,NA,PP1,10,TRUE,Y,FALSE,NO,206,10EDY,10EDY,1,FALSE,PP1 > V,16Y,206-10,D +GP,TRUE,FALSE,PP1,206-10
PP1,FALSE,206-10-2,TRUE,FALSE,NONE,NA,PP1,10,TRUE,X,FALSE,NO,206,10EDY,10EDY,2,FALSE,PP1,16Y,206-10,D +GP,TRUE,FALSE,PP1,206-10
OBJ,TRUE,206-11-1,FALSE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,TRUE,YES,206,11EQN,11EQN,1,FALSE,OBJ > PP1,16Y,206-11,Q -GP,FALSE,TRUE,BOTH,206-11
OBJ,TRUE,206-11-2,FALSE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,X,TRUE,YES,206,11EQN,11EQN,2,TRUE,OBJ > PP1,16Y,206-11,Q -GP,FALSE,TRUE,BOTH,206-11
PP1,FALSE,206-12-1,TRUE,TRUE,V,NA,PP1,12,TRUE,Y,TRUE,YES,206,12EQY,12EQY,1,FALSE,PP1 > V,16Y,206-12,Q +GP,TRUE,FALSE,PP1,206-12
PP1,FALSE,206-12-2,TRUE,FALSE,NONE,NA,PP1,12,TRUE,X,TRUE,YES,206,12EQY,12EQY,2,FALSE,PP1,16Y,206-12,Q +GP,TRUE,FALSE,PP1,206-12
OBJ,TRUE,206-13-1,FALSE,FALSE,PP1,NA,OBJ > PP1,13,TRUE,Y,TRUE,YES,206,13EQN,13EQN,1,FALSE,OBJ > PP1,16Y,206-13,Q -GP,FALSE,TRUE,BOTH,206-13
OBJ,TRUE,206-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,TRUE,YES,206,13EQN,13EQN,2,FALSE,OBJ,16Y,206-13,Q -GP,FALSE,TRUE,OBJ,206-13
V,TRUE,206-14-1,FALSE,TRUE,OBJ,NA,OBJ,14,FALSE,Y,FALSE,NO,206,14EDN,14EDN,1,FALSE,V > OBJ,16Y,206-14,D -GP,FALSE,TRUE,OBJ,206-14
OBJ,TRUE,206-14-2,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,X,FALSE,NO,206,14EDN,14EDN,2,FALSE,OBJ,16Y,206-14,D -GP,FALSE,TRUE,OBJ,206-14
PP1,FALSE,206-15-1,TRUE,FALSE,NONE,NA,PP1,15,TRUE,Y,TRUE,NO,206,15EQY,15EQY,1,FALSE,PP1,16Y,206-15,Q +GP,TRUE,FALSE,PP1,206-15
PP1,TRUE,206-15-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,X,TRUE,YES,206,15EQY,15EQY,2,FALSE,PP1 > OBJ,16Y,206-15,Q +GP,TRUE,FALSE,BOTH,206-15
PP1,FALSE,206-16-1,FALSE,FALSE,NONE,NA,PP1,16,TRUE,Y,FALSE,NO,206,16EDN,16EDN,1,FALSE,PP1,16Y,206-16,D -GP,TRUE,FALSE,PP1,206-16
PP1,FALSE,206-16-2,FALSE,FALSE,NONE,NA,PP1,16,TRUE,X,FALSE,NO,206,16EDN,16EDN,2,FALSE,PP1,16Y,206-16,D -GP,TRUE,FALSE,PP1,206-16
PP1,FALSE,206-2-1,TRUE,FALSE,NONE,NA,PP1,2,TRUE,Y,FALSE,NO,206,2EDY,2EDY,1,FALSE,PP1,16Y,206-2,D +GP,TRUE,FALSE,PP1,206-2
PP1,FALSE,206-2-2,TRUE,FALSE,NONE,NA,PP1,2,TRUE,X,FALSE,NO,206,2EDY,2EDY,2,FALSE,PP1,16Y,206-2,D +GP,TRUE,FALSE,PP1,206-2
PP1,FALSE,206-3-1,TRUE,FALSE,NONE,NA,PP1,3,TRUE,Y,FALSE,NO,206,3EDY,3EDY,1,FALSE,PP1,16Y,206-3,D +GP,TRUE,FALSE,PP1,206-3
PP1,TRUE,206-3-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,X,FALSE,NO,206,3EDY,3EDY,2,FALSE,PP1 > OBJ,16Y,206-3,D +GP,TRUE,FALSE,BOTH,206-3
OBJ,TRUE,206-4-1,FALSE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,Y,FALSE,NO,206,4EDN,4EDN,1,FALSE,OBJ > PP1,16Y,206-4,D -GP,FALSE,TRUE,BOTH,206-4
OBJ,TRUE,206-4-2,FALSE,FALSE,NONE,NA,OBJ,4,FALSE,X,FALSE,NO,206,4EDN,4EDN,2,FALSE,OBJ,16Y,206-4,D -GP,FALSE,TRUE,OBJ,206-4
PP1,TRUE,206-5-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,Y,FALSE,NO,206,5EDY,5EDY,1,FALSE,PP1 > OBJ,16Y,206-5,D +GP,TRUE,FALSE,BOTH,206-5
PP1,TRUE,206-5-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,X,FALSE,NO,206,5EDY,5EDY,2,FALSE,PP1 > OBJ,16Y,206-5,D +GP,TRUE,FALSE,BOTH,206-5
PP1,TRUE,206-6-1,FALSE,FALSE,OBJ,PP2,PP1 > OBJ,6,TRUE,Y,FALSE,NO,206,6EDN,6EDN,1,TRUE,PP1 > OBJ,16Y,206-6,D -GP,TRUE,FALSE,BOTH,206-6
PP1,FALSE,206-6-2,FALSE,FALSE,NONE,NA,PP1,6,TRUE,X,FALSE,NO,206,6EDN,6EDN,2,FALSE,PP1,16Y,206-6,D -GP,TRUE,FALSE,PP1,206-6
PP1,TRUE,206-7-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,Y,TRUE,YES,206,7EQN,7EQN,1,FALSE,PP1 > OBJ,16Y,206-7,Q -GP,TRUE,FALSE,BOTH,206-7
PP1,FALSE,206-7-2,FALSE,FALSE,NONE,NA,PP1,7,TRUE,X,TRUE,YES,206,7EQN,7EQN,2,FALSE,PP1,16Y,206-7,Q -GP,TRUE,FALSE,PP1,206-7
PP1,TRUE,206-8-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,TRUE,YES,206,8EQN,8EQN,1,FALSE,PP1 > OBJ,16Y,206-8,Q -GP,TRUE,FALSE,BOTH,206-8
OBJ,TRUE,206-8-2,FALSE,FALSE,NONE,NA,OBJ,8,FALSE,X,TRUE,YES,206,8EQN,8EQN,2,FALSE,OBJ,16Y,206-8,Q -GP,FALSE,TRUE,OBJ,206-8
PP1,TRUE,206-9-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,Y,TRUE,YES,206,9EQY,9EQY,1,FALSE,PP1 > OBJ,16Y,206-9,Q +GP,TRUE,FALSE,BOTH,206-9
PP1,TRUE,206-9-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,X,TRUE,YES,206,9EQY,9EQY,2,FALSE,PP1 > OBJ,16Y,206-9,Q +GP,TRUE,FALSE,BOTH,206-9
PP1,FALSE,207-1-1,TRUE,FALSE,NONE,NA,PP1,1,TRUE,Y,FALSE,NO,207,1EDY,1EDY,1,FALSE,PP1,1Y,207-1,D +GP,TRUE,FALSE,PP1,207-1
PP1,TRUE,207-1-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,FALSE,NO,207,1EDY,1EDY,2,FALSE,PP1 > OBJ,1Y,207-1,D +GP,TRUE,FALSE,BOTH,207-1
PP1,FALSE,207-10-1,TRUE,FALSE,NONE,NA,PP1,10,TRUE,Y,TRUE,YES,207,10EQY,10EQY,1,FALSE,PP1,1X,207-10,Q +GP,TRUE,FALSE,PP1,207-10
PP1,FALSE,207-10-2,TRUE,FALSE,NONE,NA,PP1,10,TRUE,X,TRUE,YES,207,10EQY,10EQY,2,FALSE,PP1,1Y,207-10,Q +GP,TRUE,FALSE,PP1,207-10
OBJ,TRUE,207-11-1,FALSE,FALSE,NONE,NA,OBJ,11,FALSE,Y,FALSE,NO,207,11EDN,11EDN,1,FALSE,OBJ,1Y,207-11,D -GP,FALSE,TRUE,OBJ,207-11
V,TRUE,207-11-2,FALSE,TRUE,OBJ,NA,OBJ,11,FALSE,X,FALSE,NO,207,11EDN,11EDN,2,FALSE,V > OBJ,1X,207-11,D -GP,FALSE,TRUE,OBJ,207-11
PP1,FALSE,207-12-1,TRUE,TRUE,V,NA,PP1,12,TRUE,Y,FALSE,NO,207,12EDY,12EDY,1,FALSE,PP1 > V,1X,207-12,D +GP,TRUE,FALSE,PP1,207-12
PP1,FALSE,207-12-2,TRUE,FALSE,NONE,PP2,PP1,12,TRUE,X,FALSE,NO,207,12EDY,12EDY,2,TRUE,PP1,1Y,207-12,D +GP,TRUE,FALSE,PP1,207-12
OBJ,TRUE,207-13-1,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,Y,FALSE,NO,207,13EDN,13EDN,1,FALSE,OBJ,1Y,207-13,D -GP,FALSE,TRUE,OBJ,207-13
OBJ,TRUE,207-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,FALSE,NO,207,13EDN,13EDN,2,FALSE,OBJ,1X,207-13,D -GP,FALSE,TRUE,OBJ,207-13
OBJ,TRUE,207-14-1,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,Y,TRUE,YES,207,14EQN,14EQN,1,FALSE,OBJ,1X,207-14,Q -GP,FALSE,TRUE,OBJ,207-14
OBJ,TRUE,207-14-2,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,X,TRUE,YES,207,14EQN,14EQN,2,FALSE,OBJ,1Y,207-14,Q -GP,FALSE,TRUE,OBJ,207-14
OBJ,TRUE,207-15-1,TRUE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,FALSE,NO,207,15EDY,15EDY,1,FALSE,OBJ > PP1,1Y,207-15,D +GP,FALSE,TRUE,BOTH,207-15
NONE,TRUE,207-15-2,TRUE,FALSE,NONE,NA,OBJ PP1,15,TRUE,X,FALSE,NO,207,15EDY,15EDY,2,FALSE,OBJ PP1,1X,207-15,D +GP,FALSE,FALSE,BOTH,207-15
PP1,FALSE,207-16-1,FALSE,FALSE,NONE,NA,PP1,16,TRUE,Y,TRUE,YES,207,16EQN,16EQN,1,FALSE,PP1,1X,207-16,Q -GP,TRUE,FALSE,PP1,207-16
PP1,FALSE,207-16-2,FALSE,FALSE,NONE,NA,PP1,16,TRUE,X,TRUE,NO,207,16EQN,16EQN,2,FALSE,PP1,1Y,207-16,Q -GP,TRUE,FALSE,PP1,207-16
PP1,FALSE,207-2-1,TRUE,FALSE,NONE,NA,PP1,2,TRUE,Y,TRUE,YES,207,2EQY,2EQY,1,FALSE,PP1,1X,207-2,Q +GP,TRUE,FALSE,PP1,207-2
PP1,FALSE,207-2-2,TRUE,FALSE,NONE,NA,PP1,2,TRUE,X,TRUE,YES,207,2EQY,2EQY,2,FALSE,PP1,1Y,207-2,Q +GP,TRUE,FALSE,PP1,207-2
OBJ,TRUE,207-3-1,TRUE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,Y,TRUE,YES,207,3EQY,3EQY,1,FALSE,OBJ > PP1,1Y,207-3,Q +GP,FALSE,TRUE,BOTH,207-3
OBJ,TRUE,207-3-2,TRUE,FALSE,NONE,NA,OBJ,3,FALSE,X,TRUE,YES,207,3EQY,3EQY,2,FALSE,OBJ,1X,207-3,Q +GP,FALSE,TRUE,OBJ,207-3
OBJ,TRUE,207-4-1,FALSE,FALSE,NONE,NA,OBJ,4,FALSE,Y,TRUE,YES,207,4EQN,4EQN,1,FALSE,OBJ,1X,207-4,Q -GP,FALSE,TRUE,OBJ,207-4
OBJ,TRUE,207-4-2,FALSE,FALSE,PP1,PP2,OBJ > PP1,4,TRUE,X,TRUE,YES,207,4EQN,4EQN,2,TRUE,OBJ > PP1,1Y,207-4,Q -GP,FALSE,TRUE,BOTH,207-4
PP1,FALSE,207-5-1,TRUE,FALSE,NONE,NA,PP1,5,TRUE,Y,TRUE,YES,207,5EQY,5EQY,1,FALSE,PP1,1Y,207-5,Q +GP,TRUE,FALSE,PP1,207-5
PP1,FALSE,207-5-2,TRUE,FALSE,NONE,NA,PP1,5,TRUE,X,TRUE,YES,207,5EQY,5EQY,2,FALSE,PP1,1X,207-5,Q +GP,TRUE,FALSE,PP1,207-5
PP1,TRUE,207-6-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,TRUE,YES,207,6EQN,6EQN,1,FALSE,PP1 > OBJ,1X,207-6,Q -GP,TRUE,FALSE,BOTH,207-6
PP1,TRUE,207-6-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,X,TRUE,YES,207,6EQN,6EQN,2,FALSE,PP1 > OBJ,1Y,207-6,Q -GP,TRUE,FALSE,BOTH,207-6
PP1,FALSE,207-7-1,FALSE,FALSE,NONE,NA,PP1,7,TRUE,Y,FALSE,NO,207,7EDN,7EDN,1,FALSE,PP1,1Y,207-7,D -GP,TRUE,FALSE,PP1,207-7
PP1,TRUE,207-7-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,X,FALSE,NO,207,7EDN,7EDN,2,FALSE,PP1 > OBJ,1X,207-7,D -GP,TRUE,FALSE,BOTH,207-7
PP1,FALSE,207-8-1,FALSE,FALSE,NONE,NA,PP1,8,TRUE,Y,FALSE,NO,207,8EDN,8EDN,1,FALSE,PP1,1X,207-8,D -GP,TRUE,FALSE,PP1,207-8
PP1,TRUE,207-8-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,FALSE,NO,207,8EDN,8EDN,2,FALSE,PP1 > OBJ,1Y,207-8,D -GP,TRUE,FALSE,BOTH,207-8
OBJ,TRUE,207-9-1,TRUE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,Y,FALSE,NO,207,9EDY,9EDY,1,FALSE,OBJ > PP1,1Y,207-9,D +GP,FALSE,TRUE,BOTH,207-9
OBJ,TRUE,207-9-2,TRUE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,X,FALSE,NO,207,9EDY,9EDY,2,FALSE,OBJ > PP1,1X,207-9,D +GP,FALSE,TRUE,BOTH,207-9
OBJ,TRUE,208-1-1,FALSE,FALSE,NONE,NA,OBJ,1,FALSE,Y,TRUE,YES,208,1EQN,1EQN,1,FALSE,OBJ,1X,208-1,Q -GP,FALSE,TRUE,OBJ,208-1
OBJ,TRUE,208-1-2,FALSE,FALSE,NONE,NA,OBJ,1,FALSE,X,TRUE,YES,208,1EQN,1EQN,2,FALSE,OBJ,1X,208-1,Q -GP,FALSE,TRUE,OBJ,208-1
OBJ,TRUE,208-10-1,FALSE,TRUE,V,NA,OBJ,10,FALSE,Y,FALSE,NO,208,10EDN,10EDN,1,FALSE,OBJ > V,1X,208-10,D -GP,FALSE,TRUE,OBJ,208-10
OBJ,TRUE,208-10-2,FALSE,TRUE,PP1,NA,OBJ > PP1,10,TRUE,X,FALSE,NO,208,10EDN,10EDN,2,FALSE,OBJ > V PP1,1X,208-10,D -GP,FALSE,TRUE,BOTH,208-10
PP1,FALSE,208-11-1,TRUE,FALSE,NONE,NA,PP1,11,TRUE,Y,TRUE,YES,208,11EQY,11EQY,1,FALSE,PP1,1X,208-11,Q +GP,TRUE,FALSE,PP1,208-11
PP1,TRUE,208-11-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,TRUE,YES,208,11EQY,11EQY,2,FALSE,PP1 > OBJ,1X,208-11,Q +GP,TRUE,FALSE,BOTH,208-11
PP1,FALSE,208-12-1,FALSE,FALSE,NONE,NA,PP1,12,TRUE,Y,TRUE,YES,208,12EQN,12EQN,1,FALSE,PP1,1X,208-12,Q -GP,TRUE,FALSE,PP1,208-12
PP1,FALSE,208-12-2,FALSE,TRUE,V,NA,PP1,12,TRUE,X,TRUE,YES,208,12EQN,12EQN,2,FALSE,PP1 > V,1X,208-12,Q -GP,TRUE,FALSE,PP1,208-12
OBJ,TRUE,208-13-1,TRUE,FALSE,PP1,NA,OBJ > PP1,13,TRUE,Y,TRUE,YES,208,13EQY,13EQY,1,FALSE,OBJ > PP1,1X,208-13,Q +GP,FALSE,TRUE,BOTH,208-13
PP1,TRUE,208-13-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,TRUE,YES,208,13EQY,13EQY,2,FALSE,PP1 > OBJ,1X,208-13,Q +GP,TRUE,FALSE,BOTH,208-13
NONE,TRUE,208-14-1,TRUE,FALSE,NONE,NA,OBJ PP1,14,TRUE,Y,FALSE,NO,208,14EDY,14EDY,1,FALSE,OBJ PP1,1X,208-14,D +GP,FALSE,FALSE,BOTH,208-14
OBJ,TRUE,208-14-2,TRUE,FALSE,PP1,PP2,OBJ > PP1,14,TRUE,X,FALSE,NO,208,14EDY,14EDY,2,TRUE,OBJ > PP1,1X,208-14,D +GP,FALSE,TRUE,BOTH,208-14
OBJ,TRUE,208-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,TRUE,YES,208,15EQN,15EQN,1,FALSE,OBJ > PP1,1X,208-15,Q -GP,FALSE,TRUE,BOTH,208-15
OBJ,TRUE,208-15-2,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,TRUE,YES,208,15EQN,15EQN,2,FALSE,OBJ > PP1,1X,208-15,Q -GP,FALSE,TRUE,BOTH,208-15
PP1,TRUE,208-16-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,Y,FALSE,NO,208,16EDY,16EDY,1,FALSE,PP1 > OBJ,1X,208-16,D +GP,TRUE,FALSE,BOTH,208-16
PP1,TRUE,208-16-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,X,FALSE,NO,208,16EDY,16EDY,2,FALSE,PP1 > OBJ,1X,208-16,D +GP,TRUE,FALSE,BOTH,208-16
PP1,FALSE,208-2-1,FALSE,FALSE,NONE,NA,PP1,2,TRUE,Y,FALSE,NO,208,2EDN,2EDN,1,FALSE,PP1,1X,208-2,D -GP,TRUE,FALSE,PP1,208-2
PP1,FALSE,208-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,X,FALSE,NO,208,2EDN,2EDN,2,FALSE,PP1,1X,208-2,D -GP,TRUE,FALSE,PP1,208-2
OBJ,TRUE,208-3-1,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,Y,FALSE,NO,208,3EDN,3EDN,1,FALSE,OBJ,1X,208-3,D -GP,FALSE,TRUE,OBJ,208-3
OBJ,TRUE,208-3-2,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,X,FALSE,NO,208,3EDN,3EDN,2,FALSE,OBJ,1X,208-3,D -GP,FALSE,TRUE,OBJ,208-3
PP1,TRUE,208-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,Y,FALSE,NO,208,4EDY,4EDY,1,FALSE,PP1 > OBJ,1X,208-4,D +GP,TRUE,FALSE,BOTH,208-4
PP1,TRUE,208-4-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,FALSE,NO,208,4EDY,4EDY,2,FALSE,PP1 > OBJ,1X,208-4,D +GP,TRUE,FALSE,BOTH,208-4
OBJ,TRUE,208-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,FALSE,NO,208,5EDN,5EDN,1,FALSE,OBJ,1X,208-5,D -GP,FALSE,TRUE,OBJ,208-5
OBJ,TRUE,208-5-2,FALSE,TRUE,V,NA,OBJ,5,FALSE,X,FALSE,NO,208,5EDN,5EDN,2,FALSE,OBJ > V,1X,208-5,D -GP,FALSE,TRUE,OBJ,208-5
PP1,FALSE,208-6-1,TRUE,FALSE,NONE,NA,PP1,6,TRUE,Y,FALSE,NO,208,6EDY,6EDY,1,FALSE,PP1,1X,208-6,D +GP,TRUE,FALSE,PP1,208-6
OBJ,TRUE,208-6-2,TRUE,FALSE,PP1,NA,OBJ > PP1,6,TRUE,X,FALSE,NO,208,6EDY,6EDY,2,FALSE,OBJ > PP1,1X,208-6,D +GP,FALSE,TRUE,BOTH,208-6
PP1,TRUE,208-7-1,TRUE,FALSE,OBJ,PP1,PP1 > OBJ,7,TRUE,Y,TRUE,YES,208,7EQY,7EQY,1,TRUE,PP1 > OBJ,1X,208-7,Q +GP,TRUE,FALSE,BOTH,208-7
PP1,FALSE,208-7-2,TRUE,TRUE,V,NA,PP1,7,TRUE,X,TRUE,YES,208,7EQY,7EQY,2,FALSE,PP1 > V,1X,208-7,Q +GP,TRUE,FALSE,PP1,208-7
PP1,FALSE,208-8-1,TRUE,FALSE,NONE,NA,PP1,8,TRUE,Y,TRUE,YES,208,8EQY,8EQY,1,FALSE,PP1,1X,208-8,Q +GP,TRUE,FALSE,PP1,208-8
PP1,TRUE,208-8-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,TRUE,YES,208,8EQY,8EQY,2,FALSE,PP1 > OBJ,1X,208-8,Q +GP,TRUE,FALSE,BOTH,208-8
OBJ,TRUE,208-9-1,FALSE,TRUE,V,NA,OBJ,9,FALSE,Y,TRUE,YES,208,9EQN,9EQN,1,FALSE,OBJ > V,1X,208-9,Q -GP,FALSE,TRUE,OBJ,208-9
OBJ,TRUE,208-9-2,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,X,TRUE,YES,208,9EQN,9EQN,2,FALSE,OBJ,1X,208-9,Q -GP,FALSE,TRUE,OBJ,208-9
PP1,TRUE,209-1-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,FALSE,NO,209,1EDN,1EDN,1,FALSE,PP1 > OBJ,16Y,209-1,D -GP,TRUE,FALSE,BOTH,209-1
OBJ,TRUE,209-1-2,FALSE,FALSE,NONE,NA,OBJ,1,FALSE,X,FALSE,NO,209,1EDN,1EDN,2,FALSE,OBJ,16Y,209-1,D -GP,FALSE,TRUE,OBJ,209-1
PP1,FALSE,209-10-1,FALSE,FALSE,NONE,NA,PP1,10,TRUE,Y,TRUE,YES,209,10EQN,10EQN,1,FALSE,PP1,16Y,209-10,Q -GP,TRUE,FALSE,PP1,209-10
PP1,FALSE,209-10-2,FALSE,TRUE,V,NA,PP1,10,TRUE,X,TRUE,YES,209,10EQN,10EQN,2,FALSE,PP1 > V,16Y,209-10,Q -GP,TRUE,FALSE,PP1,209-10
PP1,FALSE,209-11-1,TRUE,FALSE,NONE,NA,PP1,11,TRUE,Y,FALSE,NO,209,11EDY,11EDY,1,FALSE,PP1,16Y,209-11,D +GP,TRUE,FALSE,PP1,209-11
PP1,TRUE,209-11-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,FALSE,NO,209,11EDY,11EDY,2,FALSE,PP1 > OBJ,16Y,209-11,D +GP,TRUE,FALSE,BOTH,209-11
