Participant,r1delbyp,r1DelCat,Item,target,SUBJ,AUX,Asp,V,P1,P2+GP,P2-GP,ID,Gender,lightReading,bookReading,Monolingual,ease,Semester,DOTW,timeslot,DATE,isFiller,Condition_Q,Condition_GP,irt,File_pair,R2 UL,R2 Lead,R2 FL,R1 UL,R1 FL,R1 Trail,wkd,cond,Q,GP,win_irt,wirt.log10
7,1168.125,NORMAL,15,15,she,had,wanted to,set,on,into,of,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,TRUE,6025,7.15EDY,2610,5460,9183.62,2550,4195,565,2,-Q +GP,-Q,+GP,6025,3.779957051246906
7,1168.125,NORMAL,4,4,she,had,planned to,cram,in,into,of,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,FALSE,7148.62,7.4EQN,3060,5070,9183.62,2040,4988.62,2078.62,2,+Q -GP,+Q,-GP,7148.62,3.8542222118389042
7,1168.125,NORMAL,3,3,he,had,wanted to,cram,under,into,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,TRUE,1625.5,7.3EQY,9270,870,10430.88,3930,5555.5,755.5,2,+Q +GP,+Q,+GP,3192.625,3.5041479100850177
7,1168.125,NORMAL,2,2,she,had,decided to,cram,in,into,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,TRUE,8305.38,7.2EQY,3360,6780,10884.38,2700,5215.38,1525.38,2,+Q +GP,+Q,+GP,7950.344999999999,3.9003859749892107
7,1168.125,NORMAL,7,7,he,had,wanted to,put,on,onto,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,FALSE,5892.12,7.7EDN,2910,4560,8049.88,2310,5442.12,1332.12,2,-Q -GP,-Q,-GP,5892.12,3.7702715831819864
7,1168.125,NORMAL,12,12,he,had,planned to,stick,on,onto,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,TRUE,4751.75,7.12EDY,3450,4620,8503.38,3390,4421.75,131.75,2,-Q +GP,-Q,+GP,4751.75,3.6768535833879996
7,1168.125,NORMAL,6,6,she,had,decided to,put,on,onto,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,FALSE,5015.12,7.6EQN,3090,5010,8843.5,3120,4535.12,5.12,2,+Q -GP,+Q,-GP,5015.12,3.700281329123999
7,1168.125,NORMAL,13,13,she,had,intended to,set,in,onto,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,FALSE,5825.12,7.13EDN,2490,5250,8276.62,2130,4535.12,575.12,2,-Q -GP,-Q,-GP,5825.12,3.765304876445014
7,1168.125,NORMAL,8,8,she,had,planned to,put,in,onto,of,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,FALSE,3715,7.8EDN,2430,3420,6462.62,3120,4195,295,2,-Q -GP,-Q,-GP,3715,3.569958818096594
7,1168.125,NORMAL,11,11,she,had,wanted to,stick,in,into,of,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,FALSE,5401.62,7.11EDN,2850,4440,7823.12,2190,4081.62,961.62,2,-Q -GP,-Q,-GP,5401.62,3.7325240286281955
7,1168.125,NORMAL,16,16,he,had,planned to,set,on,onto,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,FALSE,6601.62,7.16EQN,3570,6180,10317.5,2730,4081.62,421.62,2,+Q -GP,+Q,-GP,6601.62,3.8196505220159853
7,1168.125,NORMAL,5,5,he,had,intended to,put,on,into,of,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,TRUE,5118.38,7.5EQY,3570,4980,8730.12,2670,4308.38,138.38,2,+Q +GP,+Q,+GP,5118.38,3.709132525743586
7,1168.125,NORMAL,1,1,he,had,intended to,cram,in,into,of,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,FALSE,TRUE,4848.38,7.1EDY,3840,4740,8956.88,3090,4308.38,108.38,2,-Q +GP,-Q,+GP,4848.38,3.685596651058318
7,1168.125,NORMAL,10,10,he,had,decided to,stick,in,into,from,7,M,3,1,1,3,Summer,TUESDAY,1100,6/26,FALSE,TRUE,TRUE,4625.12,7.10EQY,2970,4020,7709.75,3030,4535.12,605.12,2,+Q +GP,+Q,+GP,4625.12,3.6651230051100243
9,997.5,NORMAL,3,3,he,had,wanted to,cram,under,into,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,FALSE,6409.62,9.3EQN,3630,4320,9410.38,4290,7369.62,2089.62,1,+Q -GP,+Q,-GP,6409.62,3.8068322827489176
9,997.5,NORMAL,8,8,she,had,planned to,put,in,onto,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,TRUE,5769.5,9.8EDY,3150,3450,8843.5,3720,7029.5,2319.5,1,-Q +GP,-Q,+GP,5769.5,3.7611381776878017
9,997.5,NORMAL,14,14,he,had,decided to,set,on,onto,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,TRUE,7686.75,9.14EQY,3690,6150,11224.5,5850,8616.75,1536.75,1,+Q +GP,+Q,+GP,7686.75,3.8857427565231437
9,997.5,NORMAL,4,4,she,had,planned to,cram,in,into,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,TRUE,7146,9.4EQY,3690,5220,11111.12,3270,6576,1926,1,+Q +GP,+Q,+GP,7146,3.854063011866421
9,997.5,NORMAL,13,13,she,had,intended to,set,in,onto,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,TRUE,7812.62,9.13EDY,3000,5910,10090.75,3510,6462.62,1902.62,1,-Q +GP,-Q,+GP,7718.2175,3.8875170128618186
9,997.5,NORMAL,6,6,she,had,decided to,put,on,onto,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,TRUE,5142.12,9.6EQY,3600,4680,9183.62,4290,5442.12,462.12,1,+Q +GP,+Q,+GP,5590.155,3.7474238498741594
9,997.5,NORMAL,9,9,she,had,intended to,stick,in,onto,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,FALSE,5788.88,9.9EDN,3300,4770,9183.62,3270,5668.88,1018.88,1,-Q -GP,-Q,-GP,5788.88,3.7625945469967594
9,997.5,NORMAL,7,7,he,had,wanted to,put,on,onto,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,TRUE,6286.12,9.7EDY,3360,4080,9183.62,3630,6916.12,2206.12,1,-Q +GP,-Q,+GP,6286.12,3.79838266730205
9,997.5,NORMAL,1,1,he,had,intended to,cram,in,into,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,FALSE,6162.62,9.1EDN,3750,4110,9864,3630,6462.62,2052.62,1,-Q -GP,-Q,-GP,6162.62,3.789765389052901
9,997.5,NORMAL,11,11,she,had,wanted to,stick,in,into,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,TRUE,6662.5,9.11EDY,3510,4710,9410.38,3480,6122.5,1952.5,1,-Q +GP,-Q,+GP,6662.5,3.8236372220346286
9,997.5,NORMAL,10,10,he,had,decided to,stick,in,into,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,FALSE,7319.38,9.10EQN,3420,6090,10997.75,4230,6689.38,1229.38,1,+Q -GP,+Q,-GP,7319.38,3.8644742949951922
9,997.5,NORMAL,5,5,he,had,intended to,put,on,into,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,FALSE,5739.5,9.5EQN,3180,3690,8049.88,4080,7029.5,2049.5,1,+Q -GP,+Q,-GP,5739.5,3.7588740602204243
9,997.5,NORMAL,2,2,she,had,decided to,cram,in,into,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,FALSE,6079.25,9.2EQN,3510,4950,9864,4560,6349.25,1129.25,1,+Q -GP,+Q,-GP,6079.25,3.7838500034581344
9,997.5,NORMAL,15,15,she,had,wanted to,set,on,into,of,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,FALSE,6808.88,9.15EDN,3150,5160,9977.38,3420,5668.88,1648.88,1,-Q -GP,-Q,-GP,6808.88,3.833075680220777
9,997.5,NORMAL,16,16,he,had,planned to,set,on,onto,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,TRUE,TRUE,5962.38,9.16EQY,2970,4710,8843.5,3390,5782.38,1252.38,1,+Q +GP,+Q,+GP,5962.38,3.7754196514423395
9,997.5,NORMAL,12,12,he,had,planned to,stick,on,onto,from,9,F,1,2,1,3,Summer,MONDAY,1200,7/2,FALSE,FALSE,FALSE,6178.88,9.12EDN,3360,5010,10544.25,3330,5668.88,1168.88,1,-Q -GP,-Q,-GP,6178.88,3.7909097608653486
10,1177.5,NORMAL,2,2,she,had,decided to,cram,in,into,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,TRUE,9399.5,10.2EDY,4260,7770,13718.88,4320,7029.5,1629.5,4,-Q +GP,-Q,+GP,9399.5,3.9731047522149807
10,1177.5,NORMAL,10,10,he,had,decided to,stick,in,into,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,TRUE,9612.62,10.10EDY,4890,8190,14285.75,4050,6462.62,1422.62,4,-Q +GP,-Q,+GP,9612.62,3.9828417743972673
10,1177.5,NORMAL,9,9,she,had,intended to,stick,in,onto,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,TRUE,9659.38,10.9EQY,3900,7710,12698.38,3690,6689.38,1949.38,4,+Q +GP,+Q,+GP,9659.38,3.98494925154799
10,1177.5,NORMAL,1,1,he,had,intended to,cram,in,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,TRUE,8979.5,10.1EQY,4320,7500,13151.88,4590,7029.5,1479.5,4,+Q +GP,+Q,+GP,8979.5,3.9532521547868504
10,1177.5,NORMAL,14,14,he,had,decided to,set,on,onto,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,FALSE,8292.62,10.14EDN,3540,6300,11337.88,2880,6462.62,1992.62,4,-Q -GP,-Q,-GP,8292.62,3.9186917647813004
10,1177.5,NORMAL,4,4,she,had,planned to,cram,in,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,FALSE,9689.38,10.4EDN,4080,7980,13151.88,3690,6689.38,1709.38,4,-Q -GP,-Q,-GP,9689.38,3.9862959884859226
10,1177.5,NORMAL,12,12,he,had,planned to,stick,on,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,TRUE,9559.25,10.12EQY,3990,8550,13718.88,4020,6349.25,1009.25,4,+Q +GP,+Q,+GP,9559.25,3.98042381971974
10,1177.5,NORMAL,5,5,he,had,intended to,put,on,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,TRUE,10716,10.5EDY,4050,9300,14625.88,4110,6576,1416,4,-Q +GP,-Q,+GP,10578.375,4.02441895855591
10,1177.5,NORMAL,13,13,she,had,intended to,set,in,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,FALSE,9296.25,10.13EQN,3390,7380,12018.12,3600,7256.25,1916.25,4,+Q -GP,+Q,-GP,9296.25,3.9683077944955403
10,1177.5,NORMAL,16,16,he,had,planned to,set,on,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,FALSE,9759.12,10.16EDN,3750,8880,13832.25,3990,6009.12,879.12,4,-Q -GP,-Q,-GP,9759.12,3.989410658202092
10,1177.5,NORMAL,6,6,she,had,decided to,put,on,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,FALSE,8548.88,10.6EDN,3030,6930,11111.12,2850,5668.88,1618.88,4,-Q -GP,-Q,-GP,8548.88,3.9319092209643207
10,1177.5,NORMAL,11,11,she,had,wanted to,stick,in,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,FALSE,8199.88,10.11EQN,3360,5010,9750.62,3900,8049.88,3189.88,4,+Q -GP,+Q,-GP,8199.88,3.913807496808209
10,1177.5,NORMAL,7,7,he,had,wanted to,put,on,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,FALSE,10532.5,10.7EQN,3750,9000,14172.38,3510,6122.5,1532.5,4,+Q -GP,+Q,-GP,10532.5,4.022531467798886
10,1177.5,NORMAL,8,8,she,had,planned to,put,in,onto,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,FALSE,6909.12,10.8EQN,3540,5400,10771,3420,6009.12,1509.12,4,+Q -GP,+Q,-GP,7679.655,3.885341710270872
10,1177.5,NORMAL,15,15,she,had,wanted to,set,on,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,TRUE,10322.5,10.15EQY,3690,8910,14059,3750,6122.5,1412.5,4,+Q +GP,+Q,+GP,10322.5,4.01378489154674
10,1177.5,NORMAL,3,3,he,had,wanted to,cram,under,into,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,TRUE,7936.5,10.3EDY,4170,5760,11111.12,4410,7936.5,2176.5,4,-Q +GP,-Q,+GP,7936.5,3.899629020587738
11,1022.7272727272727,NORMAL,16,16,he,had,planned to,set,on,onto,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,FALSE,6829.62,11.16EQN,3420,4200,9637.25,3600,7369.62,2629.62,4,+Q -GP,+Q,-GP,6829.62,3.834396540212393
11,1022.7272727272727,NORMAL,10,10,he,had,decided to,stick,in,into,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,TRUE,7435.88,11.10EQY,3780,5760,11337.88,3480,6235.88,1675.88,4,+Q +GP,+Q,+GP,7435.88,3.8713323725255813
11,1022.7272727272727,NORMAL,5,5,he,had,intended to,put,on,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,TRUE,23372.88,11.5EQY,4620,20580,29365.12,3270,7142.88,2792.88,4,+Q +GP,+Q,+GP,17661.190000000002,4.247019962719573
11,1022.7272727272727,NORMAL,4,4,she,had,planned to,cram,in,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,FALSE,5241.88,11.4EQN,3660,4260,8956.88,3180,4761.88,981.88,4,+Q -GP,+Q,-GP,5241.88,3.7194870746162376
11,1022.7272727272727,NORMAL,7,7,he,had,wanted to,put,on,onto,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,FALSE,11949.5,11.7EDN,3720,9990,15646.25,3780,7029.5,1959.5,4,-Q -GP,-Q,-GP,11949.5,4.077349733586758
11,1022.7272727272727,NORMAL,1,1,he,had,intended to,cram,in,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,TRUE,7025.5,11.1EDY,3180,6000,13605.5,3600,5555.5,1025.5,4,-Q +GP,-Q,+GP,7025.5,3.8466772381164285
11,1022.7272727272727,NORMAL,15,15,she,had,wanted to,set,on,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,TRUE,11035.38,11.15EDY,4080,9900,14852.62,3390,5215.38,1135.38,4,-Q +GP,-Q,+GP,11035.38,4.04278729255537
11,1022.7272727272727,NORMAL,3,3,he,had,wanted to,cram,under,into,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,TRUE,5418.75,11.3EQY,4230,4110,9523.75,3300,5328.75,1308.75,4,+Q +GP,+Q,+GP,5418.75,3.7338991148202854
11,1022.7272727272727,NORMAL,11,11,she,had,wanted to,stick,in,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,FALSE,8838.75,11.11EDN,3600,7410,12244.88,3090,5328.75,1428.75,4,-Q -GP,-Q,-GP,8838.75,3.9463908502520426
11,1022.7272727272727,NORMAL,6,6,she,had,decided to,put,on,onto,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,FALSE,4992.62,11.6EQN,3090,3840,7823.12,3150,6462.62,1152.62,4,+Q -GP,+Q,-GP,5055.9349999999995,3.7038014819430822
11,1022.7272727272727,NORMAL,8,8,she,had,planned to,put,in,onto,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,FALSE,5119.25,11.8EDN,3900,3150,7823.12,3630,6349.25,1969.25,4,-Q -GP,-Q,-GP,5119.25,3.7092063389601537
12,826.875,FAST,8,8,she,had,planned to,put,in,onto,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,13089.12,12.8EQY,3660,11910,16666.62,3990,6009.12,1179.12,5,+Q +GP,+Q,+GP,10503.5925,4.021337864410982
12,826.875,FAST,3,3,he,had,wanted to,cram,under,into,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,2708.62,12.3EDN,7440,2280,10884.38,3450,4988.62,428.62,5,-Q -GP,-Q,-GP,2708.62,3.432748080899178
12,826.875,FAST,2,2,she,had,decided to,cram,in,into,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,9288.75,12.2EDN,6390,8490,15532.88,2820,5328.75,798.75,5,-Q -GP,-Q,-GP,9288.75,3.967957274313556
12,826.875,FAST,1,1,he,had,intended to,cram,in,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,8382.12,12.1EQN,3540,7260,11791.38,3360,5442.12,1122.12,5,+Q -GP,+Q,-GP,8382.12,3.923353873983483
12,826.875,FAST,11,11,she,had,wanted to,stick,in,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,3131.75,12.11EQY,5580,2310,11337.88,3030,4421.75,821.75,5,+Q +GP,+Q,+GP,3131.75,3.4957870860953744
12,826.875,FAST,16,16,he,had,planned to,set,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,4075,12.16EDY,6300,3210,10544.25,2760,4195,865,5,-Q +GP,-Q,+GP,4075,3.6101276130759956
12,826.875,FAST,13,13,she,had,intended to,set,in,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,8991.88,12.13EQY,2580,7890,11791.38,3000,4761.88,1101.88,5,+Q +GP,+Q,+GP,8991.88,3.9538505024414476
12,826.875,FAST,5,5,he,had,intended to,put,on,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,6331.62,12.5EDN,2940,5850,9750.62,2700,4081.62,481.62,5,-Q -GP,-Q,-GP,6331.62,3.8015148422523333
12,826.875,FAST,9,9,she,had,intended to,stick,in,onto,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,9641.75,12.9EQN,2370,8940,11337.88,2820,4421.75,701.75,5,+Q -GP,+Q,-GP,9641.75,3.9841558665135035
12,826.875,FAST,4,4,she,had,planned to,cram,in,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,8315.12,12.4EDY,2730,7230,10657.62,2910,4535.12,1085.12,5,-Q +GP,-Q,+GP,8315.12,3.919868521139636
12,826.875,FAST,7,7,he,had,wanted to,put,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,4175.5,12.7EQY,2400,2190,13718.88,2580,5555.5,1985.5,5,+Q +GP,+Q,+GP,4175.5,3.6207084880206173
12,826.875,FAST,10,10,he,had,decided to,stick,in,into,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,3415.38,12.10EDN,9120,2430,12131.5,3210,5215.38,985.38,5,-Q -GP,-Q,-GP,3415.38,3.5334390309229513
12,826.875,FAST,15,15,she,had,wanted to,set,on,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,3335.12,12.15EQN,7950,2580,10884.38,3240,4535.12,755.12,5,+Q -GP,+Q,-GP,3335.12,3.5231114647593875
12,826.875,FAST,14,14,he,had,decided to,set,on,onto,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,6458.25,12.14EDY,3420,5850,10544.25,2820,3968.25,608.25,5,-Q +GP,-Q,+GP,6458.25,3.8101148526227653
12,826.875,FAST,12,12,he,had,planned to,stick,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,3228.75,12.12EQN,8790,1590,11791.38,3030,5328.75,1638.75,5,+Q -GP,+Q,-GP,3228.75,3.509034419181374
12,826.875,FAST,6,6,she,had,decided to,put,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,2098.5,12.6EDY,7590,2070,10544.25,3900,4648.5,28.5,5,-Q +GP,-Q,+GP,2556.09,3.4075761412763645
13,1093.125,NORMAL,9,9,she,had,intended to,stick,in,onto,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,8762.5,13.9EDN,3360,7440,12585,3930,6122.5,1322.5,1,-Q -GP,-Q,-GP,8762.5,3.9426280309747153
13,1093.125,NORMAL,3,3,he,had,wanted to,cram,under,into,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,9096,13.3EQN,4380,6870,12358.25,3810,6576,2226,1,+Q -GP,+Q,-GP,9096,3.9588504516796785
13,1093.125,NORMAL,4,4,she,had,planned to,cram,in,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,9536.25,13.4EQY,4110,6510,12698.38,3270,7256.25,3026.25,1,+Q +GP,+Q,+GP,9536.25,3.979377627903428
13,1093.125,NORMAL,12,12,he,had,planned to,stick,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,7775.12,13.12EDN,4200,7200,11904.75,3450,4535.12,575.12,1,-Q -GP,-Q,-GP,7775.12,3.89070710058449
13,1093.125,NORMAL,16,16,he,had,planned to,set,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,12399.12,13.16EQY,3300,10950,14852.62,3330,6009.12,1449.12,1,+Q +GP,+Q,+GP,12399.12,4.093390863169823
13,1093.125,NORMAL,5,5,he,had,intended to,put,on,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,9412.38,13.5EQN,3150,7920,11791.38,2610,5782.38,1492.38,1,+Q -GP,+Q,-GP,9412.38,3.973699452351382
13,1093.125,NORMAL,6,6,she,had,decided to,put,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,12253.12,13.6EQY,3210,10864,16553.25,2640,6009.12,1389.12,1,+Q +GP,+Q,+GP,12253.12,4.088246686762419
13,1093.125,NORMAL,2,2,she,had,decided to,cram,in,into,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,6632,13.2EQN,3270,6000,9864,3240,5102,632,1,+Q -GP,+Q,-GP,7489.34,3.874443547073626
13,1093.125,NORMAL,11,11,she,had,wanted to,stick,in,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,13046.25,13.11EDY,4890,10590,15986.38,4260,7256.25,2456.25,1,-Q +GP,-Q,+GP,13046.25,4.115485696475308
13,1093.125,NORMAL,7,7,he,had,wanted to,put,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,14579.75,13.7EDY,2670,12210,17573.75,4290,7709.75,2369.75,1,-Q +GP,-Q,+GP,14291.9375,4.155091108323541
13,1093.125,NORMAL,13,13,she,had,intended to,set,in,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,10802.5,13.13EDY,4020,9240,14966,3450,6122.5,1562.5,1,-Q +GP,-Q,+GP,10802.5,4.033524274983268
13,1093.125,NORMAL,14,14,he,had,decided to,set,on,onto,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,9535.88,13.14EQY,4590,8460,13832.25,4080,6235.88,1075.88,1,+Q +GP,+Q,+GP,9535.88,3.97936077724665
13,1093.125,NORMAL,10,10,he,had,decided to,stick,in,into,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,12503.12,13.10EQN,3840,9450,14285.75,2130,7823.12,3053.12,1,+Q -GP,+Q,-GP,12503.12,4.097018399384682
13,1093.125,NORMAL,8,8,she,had,planned to,put,in,onto,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,8125.88,13.8EDY,4410,7410,13832.25,4740,6235.88,715.88,1,-Q +GP,-Q,+GP,8125.88,3.909870404536955
13,1093.125,NORMAL,15,15,she,had,wanted to,set,on,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,12385.88,13.15EDN,3120,11100,16666.62,4290,6235.88,1285.88,1,-Q -GP,-Q,-GP,12385.88,4.092926868052828
13,1093.125,NORMAL,1,1,he,had,intended to,cram,in,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,14196,13.1EDN,3990,13290,19161,5040,6576,906,1,-Q -GP,-Q,-GP,14196,4.152165990675555
14,1170,NORMAL,9,9,she,had,intended to,stick,in,onto,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,TRUE,14722.75,14.9EQY,3570,13290,19954.62,4350,6802.75,1432.75,3,+Q +GP,+Q,+GP,13512.0625,4.130721645395274
14,1170,NORMAL,1,1,he,had,intended to,cram,in,into,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,TRUE,12589.25,14.1EQY,3750,10590,15646.25,3270,6349.25,1999.25,3,+Q +GP,+Q,+GP,12589.25,4.099999857942367
14,1170,NORMAL,16,16,he,had,planned to,set,on,onto,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,FALSE,6682.38,14.16EDN,3300,6120,10771,3360,5782.38,562.38,3,-Q -GP,-Q,-GP,6682.38,3.824931168579976
14,1170,NORMAL,4,4,she,had,planned to,cram,in,into,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,FALSE,7538.62,14.4EDN,3930,7140,24149.62,3540,4988.62,398.62,3,-Q -GP,-Q,-GP,7538.62,3.877291852336984
14,1170,NORMAL,5,5,he,had,intended to,put,on,into,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,TRUE,8335.88,14.5EDY,3090,7560,11904.75,4140,6235.88,775.88,3,-Q +GP,-Q,+GP,8335.88,3.9209514540704995
14,1170,NORMAL,2,2,she,had,decided to,cram,in,into,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,TRUE,8475.75,14.2EDY,9240,7500,16780,4110,5895.75,975.75,3,-Q +GP,-Q,+GP,8475.75,3.92817813831463
