Participant,r1delbyp,r1DelCat,Item,target,SUBJ,AUX,Asp,V,P1,P2+GP,P2-GP,ID,Gender,lightReading,bookReading,Monolingual,ease,Semester,DOTW,timeslot,DATE,isFiller,Condition_Q,Condition_GP,irt,File_pair,R2 UL,R2 Lead,R2 FL,R1 UL,R1 FL,R1 Trail,wkd,cond,Q,GP,win_irt,wirt.log10
14,1170,NORMAL,13,13,she,had,intended to,set,in,onto,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,FALSE,13108.5,14.13EQN,3060,12060,15986.38,2820,4648.5,1048.5,3,+Q -GP,+Q,-GP,13108.5,4.117552998403011
14,1170,NORMAL,12,12,he,had,planned to,stick,on,onto,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,TRUE,10718.62,14.12EQY,3900,10470,15532.88,3900,4988.62,248.62,3,+Q +GP,+Q,+GP,10718.62,4.030138874445894
14,1170,NORMAL,10,10,he,had,decided to,stick,in,into,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,TRUE,8639.38,14.10EDY,3180,8040,12244.88,4380,6689.38,599.38,3,-Q +GP,-Q,+GP,8639.38,3.936482576710342
14,1170,NORMAL,6,6,she,had,decided to,put,on,onto,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,FALSE,8541.88,14.6EDN,3120,8250,12698.38,3630,4761.88,291.88,3,-Q -GP,-Q,-GP,8541.88,3.9315534659781974
14,1170,NORMAL,3,3,he,had,wanted to,cram,under,into,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,TRUE,9955.88,14.3EDY,3510,9060,13265.25,4260,6235.88,895.88,3,-Q +GP,-Q,+GP,9955.88,3.9980796533391363
14,1170,NORMAL,11,11,she,had,wanted to,stick,in,into,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,FALSE,7105.88,14.11EQN,3210,6660,11111.12,3930,6235.88,445.88,3,+Q -GP,+Q,-GP,7105.88,3.8516178691006955
14,1170,NORMAL,7,7,he,had,wanted to,put,on,onto,from,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,FALSE,7482.62,14.7EQN,3540,6150,10997.75,3780,6462.62,1332.62,3,+Q -GP,+Q,-GP,7482.62,3.874053690419671
14,1170,NORMAL,8,8,she,had,planned to,put,in,onto,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,FALSE,6075.25,14.8EQN,3090,5670,9750.62,3660,4875.25,405.25,3,+Q -GP,+Q,-GP,6075.25,3.7835641541035203
14,1170,NORMAL,14,14,he,had,decided to,set,on,onto,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,FALSE,FALSE,5958.38,14.14EDN,3060,5310,11337.88,2790,4308.38,648.38,3,-Q -GP,-Q,-GP,6046.0325,3.781470477365901
14,1170,NORMAL,15,15,she,had,wanted to,set,on,into,of,14,M,3,3,0,4,Summer,WEDNESDAY,1300,7/11,FALSE,TRUE,TRUE,10179.12,14.15EQY,3510,9360,14399.12,3750,6009.12,819.12,3,+Q +GP,+Q,+GP,10179.12,4.007710234222393
15,603.75,FAST,15,15,she,had,wanted to,set,on,into,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,TRUE,7788.38,15.15EDY,3750,7350,11678,3660,4308.38,438.38,3,-Q +GP,-Q,+GP,7788.38,3.89144713286816
15,603.75,FAST,7,7,he,had,wanted to,put,on,onto,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,FALSE,15301.62,15.7EDN,3630,15270,19841.25,3480,4081.62,31.62,3,-Q -GP,-Q,-GP,15301.62,4.184737412504931
15,603.75,FAST,10,10,he,had,decided to,stick,in,into,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,TRUE,6065.5,15.10EQY,2520,5820,19841.25,4710,5555.5,245.5,3,+Q +GP,+Q,+GP,6065.5,3.7828666070641925
15,603.75,FAST,9,9,she,had,intended to,stick,in,onto,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,TRUE,7815.25,15.9EDY,3900,7470,12018.12,3750,4875.25,345.25,3,-Q +GP,-Q,+GP,7815.25,3.892942875110662
15,603.75,FAST,12,12,he,had,planned to,stick,on,onto,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,TRUE,7395.25,15.12EDY,3960,7200,11564.62,3960,4875.25,195.25,3,-Q +GP,-Q,+GP,7395.25,3.8689528601159084
15,603.75,FAST,4,4,she,had,planned to,cram,in,into,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,FALSE,9425.12,15.4EQN,4110,9120,13945.62,3540,4535.12,305.12,3,+Q -GP,+Q,-GP,9425.12,3.9742868883214446
15,603.75,FAST,1,1,he,had,intended to,cram,in,into,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,TRUE,8085.75,15.1EDY,4140,8010,12811.75,5280,5895.75,75.75,3,-Q +GP,-Q,+GP,8085.75,3.907720309431624
15,603.75,FAST,5,5,he,had,intended to,put,on,into,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,TRUE,6898.5,15.5EQY,4020,6870,11451.25,4080,4648.5,28.5,3,+Q +GP,+Q,+GP,6898.5,3.838754668629719
15,603.75,FAST,13,13,she,had,intended to,set,in,onto,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,FALSE,11418.38,15.13EDN,3300,11400,15646.25,3390,4308.38,18.38,3,-Q -GP,-Q,-GP,11418.38,4.057604492091315
15,603.75,FAST,11,11,she,had,wanted to,stick,in,into,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,FALSE,4831.62,15.11EDN,3330,4800,9864,3540,4081.62,31.62,3,-Q -GP,-Q,-GP,4831.62,3.68409277031657
15,603.75,FAST,8,8,she,had,planned to,put,in,onto,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,FALSE,FALSE,7141.62,15.8EDN,3390,6990,10771,3360,4081.62,151.62,3,-Q -GP,-Q,-GP,7141.62,3.853796738002709
15,603.75,FAST,6,6,she,had,decided to,put,on,onto,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,FALSE,948.38,15.6EQN,7830,630,13265.25,3570,4308.38,318.38,3,+Q -GP,+Q,-GP,1855.97,3.2685709519799575
15,603.75,FAST,14,14,he,had,decided to,set,on,onto,of,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,FALSE,6781.62,15.14EQN,3360,6690,10430.88,3270,4081.62,91.62,3,+Q -GP,+Q,-GP,6781.62,3.831333450949776
15,603.75,FAST,16,16,he,had,planned to,set,on,onto,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,FALSE,20698.88,15.16EQN,3720,19020,23582.75,3390,5668.88,1678.88,3,+Q -GP,+Q,-GP,16650.935,4.221438625466331
15,603.75,FAST,2,2,she,had,decided to,cram,in,into,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,TRUE,2158.5,15.2EQY,7680,2010,10090.75,3810,4648.5,148.5,3,+Q +GP,+Q,+GP,2158.5,3.3341520529922866
15,603.75,FAST,3,3,he,had,wanted to,cram,under,into,from,15,F,4,3,1,4,Summer,WEDNESDAY,1600,7/11,FALSE,TRUE,TRUE,7935.25,15.3EQY,4530,7590,12471.62,3930,4875.25,345.25,3,+Q +GP,+Q,+GP,7935.25,3.8995606137512517
16,706.875,FAST,15,15,she,had,wanted to,set,on,into,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,FALSE,8572.38,16.15EQN,3600,8550,14059,5490,5782.38,22.38,3,+Q -GP,+Q,-GP,8572.38,3.9331014143816048
16,706.875,FAST,1,1,he,had,intended to,cram,in,into,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,FALSE,12122.5,16.1EQN,4320,12120,17573.75,5850,6122.5,2.5,3,+Q -GP,+Q,-GP,12122.5,4.083592192787562
16,706.875,FAST,8,8,she,had,planned to,put,in,onto,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,TRUE,19515.75,16.8EQY,3630,18420,23922.88,4050,5895.75,1095.75,3,+Q +GP,+Q,+GP,19458.0975,4.289100375210687
16,706.875,FAST,16,16,he,had,planned to,set,on,onto,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,TRUE,11991.88,16.16EDY,3600,11970,16893.38,4230,4761.88,21.88,3,-Q +GP,-Q,+GP,11991.88,4.078887273976432
16,706.875,FAST,7,7,he,had,wanted to,put,on,onto,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,TRUE,13825.88,16.7EQY,4590,12870,18934.25,4440,6235.88,955.88,3,+Q +GP,+Q,+GP,13825.88,4.140692783158016
16,706.875,FAST,13,13,she,had,intended to,set,in,onto,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,TRUE,13608.75,16.13EQY,3780,12630,17800.5,3180,5328.75,978.75,3,+Q +GP,+Q,+GP,13608.75,4.133818235928275
16,706.875,FAST,3,3,he,had,wanted to,cram,under,into,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,FALSE,12005.5,16.3EDN,4470,11130,18140.62,3750,5555.5,875.5,3,-Q -GP,-Q,-GP,12005.5,4.079380252083097
16,706.875,FAST,11,11,she,had,wanted to,stick,in,into,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,TRUE,13855.38,16.11EQY,3510,12900,18254,3300,5215.38,955.38,3,+Q +GP,+Q,+GP,13855.38,4.141618441315653
16,706.875,FAST,6,6,she,had,decided to,put,on,onto,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,TRUE,8738.62,16.6EDY,3030,8070,12925.12,3540,4988.62,668.62,3,-Q +GP,-Q,+GP,8738.62,3.9414428544072577
16,706.875,FAST,5,5,he,had,intended to,put,on,into,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,FALSE,9335.5,16.5EDN,3300,7890,12925.12,3090,5555.5,1445.5,3,-Q -GP,-Q,-GP,9335.5,3.9701375832841066
16,706.875,FAST,9,9,she,had,intended to,stick,in,onto,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,FALSE,7375.88,16.9EQN,3510,7350,12358.25,5340,6235.88,25.88,3,+Q -GP,+Q,-GP,7578.005,3.8795548874884194
16,706.875,FAST,2,2,she,had,decided to,cram,in,into,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,FALSE,9555.75,16.2EDN,3810,9540,15419.5,5430,5895.75,15.75,3,-Q -GP,-Q,-GP,9555.75,3.980264779102042
16,706.875,FAST,14,14,he,had,decided to,set,on,onto,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,TRUE,7645.38,16.14EDY,3660,6840,12018.12,3900,5215.38,805.38,3,-Q +GP,-Q,+GP,7645.38,3.883399076118744
16,706.875,FAST,4,4,she,had,planned to,cram,in,into,of,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,TRUE,10525.88,16.4EDY,3090,7860,13265.25,2580,6235.88,2665.88,3,-Q +GP,-Q,+GP,10525.88,4.02225841454741
16,706.875,FAST,10,10,he,had,decided to,stick,in,into,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,FALSE,FALSE,19438.88,16.10EDN,4080,19410,25510.25,5400,5668.88,28.88,3,-Q -GP,-Q,-GP,19438.88,4.2886712387881945
16,706.875,FAST,12,12,he,had,planned to,stick,on,onto,from,16,F,1,1,1,3,Summer,WEDNESDAY,1700,7/11,FALSE,TRUE,FALSE,9339.12,16.12EQN,3870,8070,12698.38,3990,6009.12,1269.12,3,+Q -GP,+Q,-GP,9339.12,3.970305955764423
17,1490.625,SLOW,15,15,she,had,wanted to,set,on,into,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,FALSE,4402.38,17.15EDN,4440,2700,9410.38,3180,5782.38,1702.38,4,-Q -GP,-Q,-GP,4402.38,3.643687526808968
17,1490.625,SLOW,3,3,he,had,wanted to,cram,under,into,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,FALSE,7073.12,17.3EQN,4410,5880,11111.12,5220,7823.12,1193.12,4,+Q -GP,+Q,-GP,7073.12,3.8496110262283176
17,1490.625,SLOW,14,14,he,had,decided to,set,on,onto,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,TRUE,3288.75,17.14EQY,4350,3270,9070.25,4470,5328.75,18.75,4,+Q +GP,+Q,+GP,3288.75,3.5170308610937595
17,1490.625,SLOW,4,4,she,had,planned to,cram,in,into,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,TRUE,3789.5,17.4EQY,4050,2820,9183.62,4230,7029.5,969.5,4,+Q +GP,+Q,+GP,3789.5,3.5785819114018698
17,1490.625,SLOW,10,10,he,had,decided to,stick,in,into,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,FALSE,9476.62,17.10EQN,4410,7500,13832.25,3720,8276.62,1976.62,4,+Q -GP,+Q,-GP,9476.62,3.976653466336338
17,1490.625,SLOW,16,16,he,had,planned to,set,on,onto,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,TRUE,7975.38,17.16EQY,4350,7830,15419.5,3660,5215.38,145.38,4,+Q +GP,+Q,+GP,7975.38,3.9017513848917833
17,1490.625,SLOW,8,8,she,had,planned to,put,in,onto,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,TRUE,8776.12,17.8EDY,4560,8190,13605.5,4590,6916.12,586.12,4,-Q +GP,-Q,+GP,8776.12,3.943302552919153
17,1490.625,SLOW,11,11,she,had,wanted to,stick,in,into,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,TRUE,2398.5,17.11EDY,4590,2280,7823.12,3630,4648.5,118.5,4,-Q +GP,-Q,+GP,2398.5,3.379939722801916
17,1490.625,SLOW,6,6,she,had,decided to,put,on,onto,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,TRUE,5458.88,17.6EQY,3810,5190,14625.88,3870,5668.88,268.88,4,+Q +GP,+Q,+GP,5458.88,3.737103547518887
17,1490.625,SLOW,13,13,she,had,intended to,set,in,onto,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,TRUE,4435.38,17.13EDY,4740,4230,9864,3990,5215.38,205.38,4,-Q +GP,-Q,+GP,4435.38,3.646930833825781
17,1490.625,SLOW,5,5,he,had,intended to,put,on,into,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,FALSE,5330.38,17.5EQN,2580,5310,8503.38,9210,9410.38,20.38,4,+Q -GP,+Q,-GP,5330.38,3.7267581707564905
17,1490.625,SLOW,7,7,he,had,wanted to,put,on,onto,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,TRUE,9523,17.7EDY,3960,8940,15986.38,4950,7483,583,4,-Q +GP,-Q,+GP,9488.215,3.9771845171095315
17,1490.625,SLOW,9,9,she,had,intended to,stick,in,onto,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,FALSE,3193,17.9EDN,4020,2370,6802.75,4200,7483,823,4,-Q -GP,-Q,-GP,3193,3.504198918539445
17,1490.625,SLOW,2,2,she,had,decided to,cram,in,into,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,TRUE,FALSE,1066.12,17.2EQN,8430,300,8730.12,4740,6916.12,766.12,4,+Q -GP,+Q,-GP,1788.4675,3.2524810525649963
17,1490.625,SLOW,12,12,he,had,planned to,stick,on,onto,from,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,FALSE,2029.25,17.12EDN,4140,2010,6576,3810,6349.25,19.25,4,-Q -GP,-Q,-GP,2029.25,3.307335554639143
17,1490.625,SLOW,1,1,he,had,intended to,cram,in,into,of,17,F,3,1,1,4,Summer,THURSDAY,1700,7/11,FALSE,FALSE,FALSE,5278.88,17.1EDN,3870,5250,12018.12,4470,5668.88,28.88,4,-Q -GP,-Q,-GP,5278.88,3.7225417896898825
19,967.5,NORMAL,11,11,she,had,wanted to,stick,in,into,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,FALSE,2583.25,19.11EDN,NA,NA,NA,4140,8163.25,2583.25,1,-Q -GP,-Q,-GP,6008.424999999999,3.778760644473273
19,967.5,NORMAL,12,12,he,had,planned to,stick,on,onto,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,TRUE,7852.75,19.12EDY,4590,6810,12131.5,4950,6802.75,1042.75,1,-Q +GP,-Q,+GP,7852.75,3.8950217714815176
19,967.5,NORMAL,2,2,she,had,decided to,cram,in,into,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,TRUE,TRUE,18299.75,19.2EQY,3480,16350,21542,4860,7709.75,1949.75,1,+Q +GP,+Q,+GP,18299.75,4.262445156705178
19,967.5,NORMAL,4,4,she,had,planned to,cram,in,into,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,TRUE,FALSE,23896.12,19.4EQN,4080,22680,28798.12,4770,6916.12,1216.12,1,+Q -GP,+Q,-GP,22804.119999999995,4.358013317685572
19,967.5,NORMAL,15,15,she,had,wanted to,set,on,into,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,TRUE,11605.88,19.15EDY,3750,10650,15192.75,4530,6235.88,955.88,1,-Q +GP,-Q,+GP,11605.88,4.06467807582637
19,967.5,NORMAL,7,7,he,had,wanted to,put,on,onto,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,FALSE,14540,19.7EDN,3600,11700,18480.75,4350,8390,2840,1,-Q -GP,-Q,-GP,14540,4.162564406523019
19,967.5,NORMAL,8,8,she,had,planned to,put,in,onto,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,FALSE,8196,19.8EDN,4110,6810,11904.75,4290,6576,1386,1,-Q -GP,-Q,-GP,8196,3.9136019497291574
19,967.5,NORMAL,6,6,she,had,decided to,put,on,onto,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,TRUE,FALSE,10582.38,19.6EQN,3060,9900,13832.25,4290,5782.38,682.38,1,+Q -GP,+Q,-GP,10582.38,4.024583352446467
19,967.5,NORMAL,3,3,he,had,wanted to,cram,under,into,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,TRUE,TRUE,14022.62,19.3EQY,3240,12960,17800.5,4560,6462.62,1062.62,1,+Q +GP,+Q,+GP,14022.62,4.146829165216754
19,967.5,NORMAL,13,13,she,had,intended to,set,in,onto,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,FALSE,9802.75,19.13EDN,4290,8370,15532.88,4740,6802.75,1432.75,1,-Q -GP,-Q,-GP,9802.75,3.991347926946331
19,967.5,NORMAL,9,9,she,had,intended to,stick,in,onto,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,TRUE,15276.75,19.9EDY,2430,12300,19387.75,4650,8616.75,2976.75,1,-Q +GP,-Q,+GP,15276.75,4.18403097156995
19,967.5,NORMAL,14,14,he,had,decided to,set,on,onto,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,TRUE,FALSE,15899.38,19.14EQN,4140,14370,19954.62,4050,6689.38,1529.38,1,+Q -GP,+Q,-GP,15899.38,4.201380189236886
19,967.5,NORMAL,1,1,he,had,intended to,cram,in,into,of,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,FALSE,TRUE,22216.12,19.1EDY,3660,20700,27551,4410,6916.12,1516.12,1,-Q +GP,-Q,+GP,22216.12,4.346668212582905
19,967.5,NORMAL,16,16,he,had,planned to,set,on,onto,from,19,F,2,2,0,4,Summer,MONDAY,1500,7/16,FALSE,TRUE,FALSE,17929.25,19.16EQN,3240,16410,20521.5,3690,6349.25,1519.25,1,+Q -GP,+Q,-GP,17929.25,4.253562122932291
20,718.125,FAST,2,2,she,had,decided to,cram,in,into,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,FALSE,10428.75,20.2EDN,3180,8880,20181.38,3060,5328.75,1548.75,3,-Q -GP,-Q,-GP,10428.75,4.018232256591879
20,718.125,FAST,7,7,he,had,wanted to,put,on,onto,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,TRUE,10521.88,20.7EQY,3690,9570,15306.12,3240,4761.88,951.88,3,+Q +GP,+Q,+GP,10521.88,4.022093344445078
20,718.125,FAST,4,4,she,had,planned to,cram,in,into,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,TRUE,10302.12,20.4EDY,3060,9090,15192.75,3330,5442.12,1212.12,3,-Q +GP,-Q,+GP,10302.12,4.012926604274351
20,718.125,FAST,5,5,he,had,intended to,put,on,into,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,FALSE,7724.88,20.5EDN,2880,7290,11564.62,2730,3854.88,434.88,3,-Q -GP,-Q,-GP,8247.63,3.916329169666026
20,718.125,FAST,16,16,he,had,planned to,set,on,onto,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,TRUE,9331.62,20.16EDY,3570,8940,13718.88,2970,4081.62,391.62,3,-Q +GP,-Q,+GP,9331.62,3.969957045245668
20,718.125,FAST,14,14,he,had,decided to,set,on,onto,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,TRUE,8788.88,20.14EDY,3510,7290,12698.38,3270,5668.88,1498.88,3,-Q +GP,-Q,+GP,8788.88,3.9439335348222437
20,718.125,FAST,10,10,he,had,decided to,stick,in,into,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,FALSE,11775.25,20.10EDN,3480,10800,16666.62,3300,4875.25,975.25,3,-Q -GP,-Q,-GP,11775.25,4.070970136392688
20,718.125,FAST,8,8,she,had,planned to,put,in,onto,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,TRUE,9665.12,20.8EQY,3360,8880,13832.25,3150,4535.12,785.12,3,+Q +GP,+Q,+GP,9665.12,3.9852072505026266
20,718.125,FAST,9,9,she,had,intended to,stick,in,onto,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,FALSE,10835.12,20.9EQN,3150,10080,15532.88,3150,4535.12,755.12,3,+Q -GP,+Q,-GP,10835.12,4.034833725535785
20,718.125,FAST,11,11,she,had,wanted to,stick,in,into,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,TRUE,11248.5,20.11EQY,3450,10170,15306.12,2880,4648.5,1078.5,3,+Q +GP,+Q,+GP,11248.5,4.051094612655723
20,718.125,FAST,13,13,she,had,intended to,set,in,onto,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,TRUE,8888.62,20.13EQY,3390,7890,13492.12,3150,4988.62,998.62,3,+Q +GP,+Q,+GP,8888.62,3.948834339945834
20,718.125,FAST,6,6,she,had,decided to,put,on,onto,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,TRUE,8421.88,20.6EDY,3000,7620,13832.25,3270,4761.88,801.88,3,-Q +GP,-Q,+GP,8421.88,3.9254090490399443
20,718.125,FAST,12,12,he,had,planned to,stick,on,onto,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,FALSE,13971.88,20.12EQN,3360,13200,23242.62,3360,4761.88,771.88,3,+Q -GP,+Q,-GP,12709.255,4.104120093522391
20,718.125,FAST,3,3,he,had,wanted to,cram,under,into,from,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,FALSE,FALSE,9925.38,20.3EDN,3570,8700,14739.25,3300,5215.38,1225.38,3,-Q -GP,-Q,-GP,9925.38,3.9967471430164023
20,718.125,FAST,15,15,she,had,wanted to,set,on,into,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,FALSE,12288.38,20.15EQN,3120,11790,17120.12,3000,4308.38,498.38,3,+Q -GP,+Q,-GP,12288.38,4.089494632810436
20,718.125,FAST,1,1,he,had,intended to,cram,in,into,of,20,F,3,1,1,4,Summer,WEDNESDAY,1500,7/25,FALSE,TRUE,FALSE,11805.75,20.1EQN,3570,10260,15646.25,3540,5895.75,1545.75,3,+Q -GP,+Q,-GP,11805.75,4.0720935823097015
21,1936.875,SLOW,8,8,she,had,planned to,put,in,onto,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,TRUE,6415.88,21.8EDY,5490,4770,10430.88,3030,6235.88,1645.88,3,-Q +GP,-Q,+GP,6415.88,3.807256232485397
21,1936.875,SLOW,1,1,he,had,intended to,cram,in,into,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,FALSE,7765.88,21.1EDN,4830,7230,12471.62,4440,6235.88,535.88,3,-Q -GP,-Q,-GP,7765.88,3.8901906754528213
21,1936.875,SLOW,4,4,she,had,planned to,cram,in,into,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,TRUE,4076.25,21.4EQY,4260,3870,9070.25,4080,7256.25,206.25,3,+Q +GP,+Q,+GP,4076.25,3.6102608118140136
21,1936.875,SLOW,13,13,she,had,intended to,set,in,onto,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,TRUE,3387,21.13EDY,5130,3360,8843.5,4050,9297,27,3,-Q +GP,-Q,+GP,3420.84,3.5341327617787166
21,1936.875,SLOW,16,16,he,had,planned to,set,on,onto,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,TRUE,8799.12,21.16EQY,3510,6990,10997.75,2490,6009.12,1809.12,3,+Q +GP,+Q,+GP,8799.12,3.944439240530361
21,1936.875,SLOW,11,11,she,had,wanted to,stick,in,into,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,TRUE,5185.38,21.11EDY,4470,4080,8843.5,2940,5215.38,1105.38,3,-Q +GP,-Q,+GP,5185.38,3.7147805882768363
21,1936.875,SLOW,9,9,she,had,intended to,stick,in,onto,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,FALSE,5050.25,21.9EDN,4650,3030,7709.75,4050,9070.25,2020.25,3,-Q -GP,-Q,-GP,5050.25,3.7033128773133344
21,1936.875,SLOW,7,7,he,had,wanted to,put,on,onto,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,TRUE,8006.25,21.7EDY,4350,6660,12358.25,3420,7256.25,1346.25,3,-Q +GP,-Q,+GP,8006.25,3.9034291470887617
