Participant,Item,Filename,Leading,Trailing,Length,isFiller.x,Condition_Q.x,Condition_GP.x,Utterance length,Reading,reading,R1 Leading,r1delbyp,r1DelCat,target,SUBJ,AUX,Asp,V,P1,P2+GP,P2-GP,ID,Gender,lightReading,bookReading,Monolingual,ease,Semester,DOTW,timeslot,DATE,isFiller.y,Condition_Q.y,Condition_GP.y,irt,File_pair,R2 UL,R2 Lead,R2 FL,R1 UL,R1 FL,R1 Trail,wkd,cond,Q,GP,win_irt,wirt.log10
10,3,10.3EDY_r1.wav,1350,2176.5,7936.5,FALSE,FALSE,TRUE,4410,Cold,1,1350,1177.5,NORMAL,3,he,had,wanted to,cram,under,into,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,TRUE,7936.5,10.3EDY,4170,5760,11111.12,4410,7936.5,2176.5,4,-Q +GP,-Q,+GP,7936.5,3.899629020587738
10,4,10.4EDN_r1.wav,1290,1709.38,6689.38,FALSE,FALSE,FALSE,3690,Cold,1,1290,1177.5,NORMAL,4,she,had,planned to,cram,in,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,FALSE,9689.38,10.4EDN,4080,7980,13151.88,3690,6689.38,1709.38,4,-Q -GP,-Q,-GP,9689.38,3.9862959884859226
10,5,10.5EDY_r1.wav,1050,1416,6576,FALSE,FALSE,TRUE,4110,Cold,1,1050,1177.5,NORMAL,5,he,had,intended to,put,on,into,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,TRUE,10716,10.5EDY,4050,9300,14625.88,4110,6576,1416,4,-Q +GP,-Q,+GP,10578.375,4.02441895855591
10,6,10.6EDN_r1.wav,1200,1618.88,5668.88,FALSE,FALSE,FALSE,2850,Cold,1,1200,1177.5,NORMAL,6,she,had,decided to,put,on,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,FALSE,FALSE,8548.88,10.6EDN,3030,6930,11111.12,2850,5668.88,1618.88,4,-Q -GP,-Q,-GP,8548.88,3.9319092209643207
10,7,10.7EQN_r1.wav,1080,1532.5,6122.5,FALSE,TRUE,FALSE,3510,Cold,1,1080,1177.5,NORMAL,7,he,had,wanted to,put,on,onto,from,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,FALSE,10532.5,10.7EQN,3750,9000,14172.38,3510,6122.5,1532.5,4,+Q -GP,+Q,-GP,10532.5,4.022531467798886
10,8,10.8EQN_r1.wav,1080,1509.12,6009.12,FALSE,TRUE,FALSE,3420,Cold,1,1080,1177.5,NORMAL,8,she,had,planned to,put,in,onto,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,FALSE,6909.12,10.8EQN,3540,5400,10771,3420,6009.12,1509.12,4,+Q -GP,+Q,-GP,7679.655,3.885341710270872
10,9,10.9EQY_r1.wav,1050,1949.38,6689.38,FALSE,TRUE,TRUE,3690,Cold,1,1050,1177.5,NORMAL,9,she,had,intended to,stick,in,onto,of,10,F,4,1,1,3,Summer,THURSDAY,1100,7/5,FALSE,TRUE,TRUE,9659.38,10.9EQY,3900,7710,12698.38,3690,6689.38,1949.38,4,+Q +GP,+Q,+GP,9659.38,3.98494925154799
11,1,11.1EDY_r1.wav,930,1025.5,5555.5,FALSE,FALSE,TRUE,3600,Cold,1,930,1022.7272727272727,NORMAL,1,he,had,intended to,cram,in,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,TRUE,7025.5,11.1EDY,3180,6000,13605.5,3600,5555.5,1025.5,4,-Q +GP,-Q,+GP,7025.5,3.8466772381164285
11,10,11.10EQY_r1.wav,1080,1675.88,6235.88,FALSE,TRUE,TRUE,3480,Cold,1,1080,1022.7272727272727,NORMAL,10,he,had,decided to,stick,in,into,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,TRUE,7435.88,11.10EQY,3780,5760,11337.88,3480,6235.88,1675.88,4,+Q +GP,+Q,+GP,7435.88,3.8713323725255813
11,11,11.11EDN_r1.wav,810,1428.75,5328.75,FALSE,FALSE,FALSE,3090,Cold,1,810,1022.7272727272727,NORMAL,11,she,had,wanted to,stick,in,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,FALSE,8838.75,11.11EDN,3600,7410,12244.88,3090,5328.75,1428.75,4,-Q -GP,-Q,-GP,8838.75,3.9463908502520426
11,15,11.15EDY_r1.wav,690,1135.38,5215.38,FALSE,FALSE,TRUE,3390,Cold,1,690,1022.7272727272727,NORMAL,15,she,had,wanted to,set,on,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,TRUE,11035.38,11.15EDY,4080,9900,14852.62,3390,5215.38,1135.38,4,-Q +GP,-Q,+GP,11035.38,4.04278729255537
11,16,11.16EQN_r1.wav,1140,2629.62,7369.62,FALSE,TRUE,FALSE,3600,Cold,1,1140,1022.7272727272727,NORMAL,16,he,had,planned to,set,on,onto,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,FALSE,6829.62,11.16EQN,3420,4200,9637.25,3600,7369.62,2629.62,4,+Q -GP,+Q,-GP,6829.62,3.834396540212393
11,3,11.3EQY_r1.wav,720,1308.75,5328.75,FALSE,TRUE,TRUE,3300,Cold,1,720,1022.7272727272727,NORMAL,3,he,had,wanted to,cram,under,into,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,TRUE,5418.75,11.3EQY,4230,4110,9523.75,3300,5328.75,1308.75,4,+Q +GP,+Q,+GP,5418.75,3.7338991148202854
11,4,11.4EQN_r1.wav,600,981.88,4761.88,FALSE,TRUE,FALSE,3180,Cold,1,600,1022.7272727272727,NORMAL,4,she,had,planned to,cram,in,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,FALSE,5241.88,11.4EQN,3660,4260,8956.88,3180,4761.88,981.88,4,+Q -GP,+Q,-GP,5241.88,3.7194870746162376
11,5,11.5EQY_r1.wav,1080,2792.88,7142.88,FALSE,TRUE,TRUE,3270,Cold,1,1080,1022.7272727272727,NORMAL,5,he,had,intended to,put,on,into,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,TRUE,23372.88,11.5EQY,4620,20580,29365.12,3270,7142.88,2792.88,4,+Q +GP,+Q,+GP,17661.190000000002,4.247019962719573
11,6,11.6EQN_r1.wav,2160,1152.62,6462.62,FALSE,TRUE,FALSE,3150,Cold,1,2160,1022.7272727272727,NORMAL,6,she,had,decided to,put,on,onto,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,TRUE,FALSE,4992.62,11.6EQN,3090,3840,7823.12,3150,6462.62,1152.62,4,+Q -GP,+Q,-GP,5055.9349999999995,3.7038014819430822
11,7,11.7EDN_r1.wav,1290,1959.5,7029.5,FALSE,FALSE,FALSE,3780,Cold,1,1290,1022.7272727272727,NORMAL,7,he,had,wanted to,put,on,onto,from,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,FALSE,11949.5,11.7EDN,3720,9990,15646.25,3780,7029.5,1959.5,4,-Q -GP,-Q,-GP,11949.5,4.077349733586758
11,8,11.8EDN_r1.wav,750,1969.25,6349.25,FALSE,FALSE,FALSE,3630,Cold,1,750,1022.7272727272727,NORMAL,8,she,had,planned to,put,in,onto,of,11,M,4,4,0,4,Summer,THURSDAY,1500,7/5,FALSE,FALSE,FALSE,5119.25,11.8EDN,3900,3150,7823.12,3630,6349.25,1969.25,4,-Q -GP,-Q,-GP,5119.25,3.7092063389601537
12,1,12.1EQN_r1.wav,960,1122.12,5442.12,FALSE,TRUE,FALSE,3360,Cold,1,960,826.875,FAST,1,he,had,intended to,cram,in,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,8382.12,12.1EQN,3540,7260,11791.38,3360,5442.12,1122.12,5,+Q -GP,+Q,-GP,8382.12,3.923353873983483
12,10,12.10EDN_r1.wav,1020,985.38,5215.38,FALSE,FALSE,FALSE,3210,Cold,1,1020,826.875,FAST,10,he,had,decided to,stick,in,into,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,3415.38,12.10EDN,9120,2430,12131.5,3210,5215.38,985.38,5,-Q -GP,-Q,-GP,3415.38,3.5334390309229513
12,11,12.11EQY_r1.wav,570,821.75,4421.75,FALSE,TRUE,TRUE,3030,Cold,1,570,826.875,FAST,11,she,had,wanted to,stick,in,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,3131.75,12.11EQY,5580,2310,11337.88,3030,4421.75,821.75,5,+Q +GP,+Q,+GP,3131.75,3.4957870860953744
12,12,12.12EQN_r1.wav,660,1638.75,5328.75,FALSE,TRUE,FALSE,3030,Cold,1,660,826.875,FAST,12,he,had,planned to,stick,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,3228.75,12.12EQN,8790,1590,11791.38,3030,5328.75,1638.75,5,+Q -GP,+Q,-GP,3228.75,3.509034419181374
12,13,12.13EQY_r1.wav,660,1101.88,4761.88,FALSE,TRUE,TRUE,3000,Cold,1,660,826.875,FAST,13,she,had,intended to,set,in,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,8991.88,12.13EQY,2580,7890,11791.38,3000,4761.88,1101.88,5,+Q +GP,+Q,+GP,8991.88,3.9538505024414476
12,14,12.14EDY_r1.wav,540,608.25,3968.25,FALSE,FALSE,TRUE,2820,Cold,1,540,826.875,FAST,14,he,had,decided to,set,on,onto,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,6458.25,12.14EDY,3420,5850,10544.25,2820,3968.25,608.25,5,-Q +GP,-Q,+GP,6458.25,3.8101148526227653
12,15,12.15EQN_r1.wav,540,755.12,4535.12,FALSE,TRUE,FALSE,3240,Cold,1,540,826.875,FAST,15,she,had,wanted to,set,on,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,3335.12,12.15EQN,7950,2580,10884.38,3240,4535.12,755.12,5,+Q -GP,+Q,-GP,3335.12,3.5231114647593875
12,16,12.16EDY_r1.wav,570,865,4195,FALSE,FALSE,TRUE,2760,Cold,1,570,826.875,FAST,16,he,had,planned to,set,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,4075,12.16EDY,6300,3210,10544.25,2760,4195,865,5,-Q +GP,-Q,+GP,4075,3.6101276130759956
12,2,12.2EDN_r1.wav,1710,798.75,5328.75,FALSE,FALSE,FALSE,2820,Cold,1,1710,826.875,FAST,2,she,had,decided to,cram,in,into,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,9288.75,12.2EDN,6390,8490,15532.88,2820,5328.75,798.75,5,-Q -GP,-Q,-GP,9288.75,3.967957274313556
12,3,12.3EDN_r1.wav,1110,428.62,4988.62,FALSE,FALSE,FALSE,3450,Cold,1,1110,826.875,FAST,3,he,had,wanted to,cram,under,into,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,2708.62,12.3EDN,7440,2280,10884.38,3450,4988.62,428.62,5,-Q -GP,-Q,-GP,2708.62,3.432748080899178
12,4,12.4EDY_r1.wav,540,1085.12,4535.12,FALSE,FALSE,TRUE,2910,Cold,1,540,826.875,FAST,4,she,had,planned to,cram,in,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,8315.12,12.4EDY,2730,7230,10657.62,2910,4535.12,1085.12,5,-Q +GP,-Q,+GP,8315.12,3.919868521139636
12,5,12.5EDN_r1.wav,900,481.62,4081.62,FALSE,FALSE,FALSE,2700,Cold,1,900,826.875,FAST,5,he,had,intended to,put,on,into,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,FALSE,6331.62,12.5EDN,2940,5850,9750.62,2700,4081.62,481.62,5,-Q -GP,-Q,-GP,6331.62,3.8015148422523333
12,6,12.6EDY_r1.wav,720,28.5,4648.5,FALSE,FALSE,TRUE,3900,Cold,1,720,826.875,FAST,6,she,had,decided to,put,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,FALSE,TRUE,2098.5,12.6EDY,7590,2070,10544.25,3900,4648.5,28.5,5,-Q +GP,-Q,+GP,2556.09,3.4075761412763645
12,7,12.7EQY_r1.wav,990,1985.5,5555.5,FALSE,TRUE,TRUE,2580,Cold,1,990,826.875,FAST,7,he,had,wanted to,put,on,onto,from,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,4175.5,12.7EQY,2400,2190,13718.88,2580,5555.5,1985.5,5,+Q +GP,+Q,+GP,4175.5,3.6207084880206173
12,8,12.8EQY_r1.wav,840,1179.12,6009.12,FALSE,TRUE,TRUE,3990,Cold,1,840,826.875,FAST,8,she,had,planned to,put,in,onto,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,TRUE,13089.12,12.8EQY,3660,11910,16666.62,3990,6009.12,1179.12,5,+Q +GP,+Q,+GP,10503.5925,4.021337864410982
12,9,12.9EQN_r1.wav,900,701.75,4421.75,FALSE,TRUE,FALSE,2820,Cold,1,900,826.875,FAST,9,she,had,intended to,stick,in,onto,of,12,F,1,2,1,4,Summer,FRIDAY,1200,7/6,FALSE,TRUE,FALSE,9641.75,12.9EQN,2370,8940,11337.88,2820,4421.75,701.75,5,+Q -GP,+Q,-GP,9641.75,3.9841558665135035
13,1,13.1EDN_r1.wav,630,906,6576,FALSE,FALSE,FALSE,5040,Cold,1,630,1093.125,NORMAL,1,he,had,intended to,cram,in,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,14196,13.1EDN,3990,13290,19161,5040,6576,906,1,-Q -GP,-Q,-GP,14196,4.152165990675555
13,10,13.10EQN_r1.wav,2640,3053.12,7823.12,FALSE,TRUE,FALSE,2130,Cold,1,2640,1093.125,NORMAL,10,he,had,decided to,stick,in,into,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,12503.12,13.10EQN,3840,9450,14285.75,2130,7823.12,3053.12,1,+Q -GP,+Q,-GP,12503.12,4.097018399384682
13,11,13.11EDY_r1.wav,540,2456.25,7256.25,FALSE,FALSE,TRUE,4260,Cold,1,540,1093.125,NORMAL,11,she,had,wanted to,stick,in,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,13046.25,13.11EDY,4890,10590,15986.38,4260,7256.25,2456.25,1,-Q +GP,-Q,+GP,13046.25,4.115485696475308
13,12,13.12EDN_r1.wav,510,575.12,4535.12,FALSE,FALSE,FALSE,3450,Cold,1,510,1093.125,NORMAL,12,he,had,planned to,stick,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,7775.12,13.12EDN,4200,7200,11904.75,3450,4535.12,575.12,1,-Q -GP,-Q,-GP,7775.12,3.89070710058449
13,13,13.13EDY_r1.wav,1110,1562.5,6122.5,FALSE,FALSE,TRUE,3450,Cold,1,1110,1093.125,NORMAL,13,she,had,intended to,set,in,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,10802.5,13.13EDY,4020,9240,14966,3450,6122.5,1562.5,1,-Q +GP,-Q,+GP,10802.5,4.033524274983268
13,14,13.14EQY_r1.wav,1080,1075.88,6235.88,FALSE,TRUE,TRUE,4080,Cold,1,1080,1093.125,NORMAL,14,he,had,decided to,set,on,onto,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,9535.88,13.14EQY,4590,8460,13832.25,4080,6235.88,1075.88,1,+Q +GP,+Q,+GP,9535.88,3.97936077724665
13,15,13.15EDN_r1.wav,660,1285.88,6235.88,FALSE,FALSE,FALSE,4290,Cold,1,660,1093.125,NORMAL,15,she,had,wanted to,set,on,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,FALSE,12385.88,13.15EDN,3120,11100,16666.62,4290,6235.88,1285.88,1,-Q -GP,-Q,-GP,12385.88,4.092926868052828
13,16,13.16EQY_r1.wav,1230,1449.12,6009.12,FALSE,TRUE,TRUE,3330,Cold,1,1230,1093.125,NORMAL,16,he,had,planned to,set,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,12399.12,13.16EQY,3300,10950,14852.62,3330,6009.12,1449.12,1,+Q +GP,+Q,+GP,12399.12,4.093390863169823
13,2,13.2EQN_r1.wav,1230,632,5102,FALSE,TRUE,FALSE,3240,Cold,1,1230,1093.125,NORMAL,2,she,had,decided to,cram,in,into,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,6632,13.2EQN,3270,6000,9864,3240,5102,632,1,+Q -GP,+Q,-GP,7489.34,3.874443547073626
13,3,13.3EQN_r1.wav,540,2226,6576,FALSE,TRUE,FALSE,3810,Cold,1,540,1093.125,NORMAL,3,he,had,wanted to,cram,under,into,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,9096,13.3EQN,4380,6870,12358.25,3810,6576,2226,1,+Q -GP,+Q,-GP,9096,3.9588504516796785
13,4,13.4EQY_r1.wav,960,3026.25,7256.25,FALSE,TRUE,TRUE,3270,Cold,1,960,1093.125,NORMAL,4,she,had,planned to,cram,in,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,9536.25,13.4EQY,4110,6510,12698.38,3270,7256.25,3026.25,1,+Q +GP,+Q,+GP,9536.25,3.979377627903428
13,5,13.5EQN_r1.wav,1680,1492.38,5782.38,FALSE,TRUE,FALSE,2610,Cold,1,1680,1093.125,NORMAL,5,he,had,intended to,put,on,into,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,FALSE,9412.38,13.5EQN,3150,7920,11791.38,2610,5782.38,1492.38,1,+Q -GP,+Q,-GP,9412.38,3.973699452351382
13,6,13.6EQY_r1.wav,1980,1389.12,6009.12,FALSE,TRUE,TRUE,2640,Cold,1,1980,1093.125,NORMAL,6,she,had,decided to,put,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,TRUE,TRUE,12253.12,13.6EQY,3210,10864,16553.25,2640,6009.12,1389.12,1,+Q +GP,+Q,+GP,12253.12,4.088246686762419
13,7,13.7EDY_r1.wav,1050,2369.75,7709.75,FALSE,FALSE,TRUE,4290,Cold,1,1050,1093.125,NORMAL,7,he,had,wanted to,put,on,onto,from,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,14579.75,13.7EDY,2670,12210,17573.75,4290,7709.75,2369.75,1,-Q +GP,-Q,+GP,14291.9375,4.155091108323541
13,8,13.8EDY_r1.wav,780,715.88,6235.88,FALSE,FALSE,TRUE,4740,Cold,1,780,1093.125,NORMAL,8,she,had,planned to,put,in,onto,of,13,F,4,1,1,3,Summer,MONDAY,1600,7/9,FALSE,FALSE,TRUE,8125.88,13.8EDY,4410,7410,13832.25,4740,6235.88,715.88,1,-Q +GP,-Q,+GP,8125.88,3.909870404536955
